"taxonUUID","taxonRank","taxon_id","simplifiedScientificName","kingdom","class","nativeness","endemism","protectedStatusTW","categoryRedlistTW","categoryIUCN","sensitiveCategory","categoryRedlistVersionTW","rank","new_simple_name","is_endemic","alien_type","new_iucn","new_redlistTW","new_protected","genus","specificEpithet","infraspecies"
"8674c679-fdc1-4732-823a-ba197e71bb8a","infraspecies","t0101038","Neope muirheadii nagasawae","Animalia","Insecta","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dea2c452-aa47-4bba-88e3-ca7edf080ae0","infraspecies","t0086416","Velarifictorus ornatus ornatus","Animalia","Insecta","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44d91696-6ca7-4605-9738-a44facfe9c7c","infraspecies","t0101590","Smilax planipedunculata plenipedunculata","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46501820-9c60-41d1-bddd-cce84a1d742d","infraspecies","t0102277","Musa basjoo formosana","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17059362-ffb0-4dc5-9ab2-d2d389b02f08","infraspecies","t0105388","Oplismenus undulatifolius undulatifolius","Plantae","Spermatopsida","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20a42130-5aaa-4c71-8642-b27dccd147d8","infraspecies","t0103280","Panicum curviflorum suishaense","Plantae","Spermatopsida","native","","","NCR","","重度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d88e0b39-5532-4786-af9f-d8751dca6556","infraspecies","t0069609","Thalictrum urbainii urbainii","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e88dc28f-7b4a-431e-a7f7-c7da4bba9f1d","infraspecies","t0105389","Desmodium heterocarpon heterocarpon","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b9d3982c-c5e2-444b-8698-48cfb46e03a8","infraspecies","t0103254","Ficus aurantiaca parvifolia","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f80f23a1-bcd0-434a-bece-1b93ef1e6871","infraspecies","t0086811","Ficus pandurata angustifolia","Plantae","Spermatopsida","non-native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c2fa421a-159d-4487-b2a9-892c0652fd64","infraspecies","t0086812","Ficus pandurata holophylla","Plantae","Spermatopsida","non-native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09d4afee-4f53-4fae-8b8f-80f226909d4c","infraspecies","t0101131","Oxalis acetocella griffithii formosana","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bebc714c-b63f-44a3-bda0-fb54526f6bf1","infraspecies","t0058429","Trapa bicornis bicornis","Plantae","Spermatopsida","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f1e5b507-bdc7-4fe5-99c3-fe816bd5fc61","infraspecies","t0102317","Acer buergerianum formosanum","Plantae","Spermatopsida","native","true","","NCR","","重度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aa61213f-9fc6-4734-b867-c3bf81e37469","infraspecies","t0052802","Cardamine scutata rotundiloba","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3ddccc5a-23c6-473e-9dda-5ab31a176a4b","infraspecies","t0087659","Raphanus raphanistrum sativus","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"de000b49-8080-4e7f-9e57-3cb4c60d670d","infraspecies","t0052929","Cerastium holosteoides hallaisanense","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fc05c8b7-3d58-4549-ab93-bb81d26f0b83","infraspecies","t0103393","Silene fortunei fortunei","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ad9ec200-bf6f-4280-93e8-d2328ae09a03","infraspecies","t0105509","Styrax formosanus formosanus","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e4ec5821-5843-41c8-bca3-1b4a9be8b6ff","infraspecies","t0101618","Actinidia callosa discolor","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7b592e39-18a3-43dc-9865-f851d6dcfc74","infraspecies","t0086561","Conandron ramondioides taiwanensis","Plantae","Spermatopsida","native","true","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73309fb6-51df-46b7-8ce5-db0ba89d891a","infraspecies","t0087660","Rhynchotechum discolor incisum","Plantae","Spermatopsida","native","","","NA","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ee943a20-4c4e-42cd-918b-cb4cebbcccf9","infraspecies","t0103422","Pourthiaea villosa chingshuiensis","Plantae","Spermatopsida","native","","","DD","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c168c53d-8f3d-4701-98c9-c6a0779a456c","infraspecies","t0103423","Pourthiaea villosa parvifolia","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e750a90a-8219-449f-be4d-8817c7a72bc5","infraspecies","t0101136","Fallacia forcipata densestriata","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85da45fd-376f-4d99-b0ca-2c8882315e13","infraspecies","t0060677","Gomphonema longiceps subclavata","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17c68e29-c298-4f7e-8621-da1f4f077cc8","infraspecies","t0087341","Nitzschia frustulum perpusilla","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990b7ce5-708c-45bd-aa68-86a596e3ed6f","infraspecies","t0087268","Nitzschia marginulata didyma","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65be379d-4cea-4a6a-82e0-2efc2c163e5f","infraspecies","t0101164","Aspergillus flavus microsporus","Fungi","Eurotiomycetes","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"af969c5a-eec2-4ad7-aca8-e6fe31d47592","infraspecies","t0101090","Candeina nitida nitida","Protozoa","Granuloreticulosea","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7f1f6921-757c-44e0-96f8-02779e2f7cb2","infraspecies","t0087524","Ceratium macroceros gallicum","Protozoa","Dinophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3d9639c4-7284-4007-98ed-23a0e816583c","infraspecies","t0087748","Ceratium pulchellum ipulchellum","Protozoa","Dinophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b4bc8eac-aaa6-4e5d-86dc-4325822828ea","infraspecies","t0087520","Ceratiomyxa fruticulosa porioides","Protozoa","Protosteliomycetes","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2cc06bd8-62f4-4e85-8421-c6871880dbf4","species","t0078986","Collocalia marginata","Animalia","Aves","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a5d6d3f3-7e4e-4b58-bf40-9e5064119e7a","species","t0051400","Homonopsis foederatana","Animalia","Insecta","native","","","NE","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20d0b714-3cab-4a18-80f4-be2fd02354c8","species","t0103294","Sarcophyton taiwanianum","Plantae","Spermatopsida","native","","","DD","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73d95a5d-eb55-45b1-b371-8cc9a0abf823","species","t0097238","Helopsaltes certhiola","Animalia","Aves","native","","","","LC","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fd76ff8a-1248-42cc-883d-80fbc9fd671b","species","t0098681","Pterorhinus sannio","Animalia","Aves","non-native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7666e269-fb54-4273-ae3c-bcc2a1a723c7","infraspecies","t0101129","Navicula virdula avenacea","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11853926-696b-4a9e-98a5-e11155939d37","species","t0096374","Metriogryllacris magna","Animalia","Insecta","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8f6b21a6-23f8-478d-b894-08e59cb35429","species","t0096781","Doriprismatica atromarginata","Animalia","Gastropoda","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511c9de3-8fac-4f34-ac7b-c6024cb44dbe","species","t0097468","Caloria indica","Animalia","Gastropoda","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b468c49a-6254-4577-a53b-8fdf0907cf20","species","t0103403","Urceola rosea","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bbdb904f-2e30-46b8-8dbd-56556c2cfd20","species","t0097825","Crithagra mozambica","Animalia","Aves","non-native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
