"new_simple_name","taxon_id","kingdom","class","new_iucn","new_protected","new_redlistTW"
"Thalictrum myriophyllum","t0055581","Plantae","Magnoliopsida",NA,NA,"NVU"
"Thalictrum rubescens","t0055583","Plantae","Magnoliopsida",NA,NA,"NVU"
"Thalictrum urbaini","t0055585","Plantae","Magnoliopsida",NA,NA,"NLC"
"Mnesithea laevis cochinchinensis","t0055586","Plantae","Magnoliopsida",NA,NA,"NLC"
"Thelasis pygmaea","t0055587","Plantae","Magnoliopsida",NA,NA,"NEN"
"Thesium chinense","t0055590","Plantae","Magnoliopsida",NA,NA,"NVU"
"Thismia huangii","t0055591","Plantae","Magnoliopsida",NA,NA,"NNT"
"Thladiantha nudiflora","t0055593","Plantae","Magnoliopsida",NA,NA,"NLC"
"Thrixspermum fantasticum","t0055598","Plantae","Magnoliopsida",NA,NA,"NNT"
"Thrixspermum formosanum","t0055599","Plantae","Magnoliopsida",NA,NA,"NLC"
"Thrixspermum pygmaeum","t0055600","Plantae","Magnoliopsida",NA,NA,"NNT"
"Thrixspermum merguense","t0055601","Plantae","Magnoliopsida",NA,NA,"NEN"
"Thrixspermum pensile","t0055602","Plantae","Magnoliopsida",NA,NA,"NVU"
"Thyrocarpus sampsonii","t0055610","Plantae","Magnoliopsida",NA,NA,"NLC"
"Thysanolaena latifolia","t0055612","Plantae","Magnoliopsida",NA,NA,"NLC"
"Thysanotus chinensis","t0055613","Plantae","Magnoliopsida",NA,NA,"NCR"
"Tiarella polyphylla","t0055614","Plantae","Magnoliopsida",NA,NA,"NVU"
"Tipularia cunninghamii","t0055617","Plantae","Magnoliopsida",NA,NA,"NNT"
"Titanotrichum oldhamii","t0055619","Plantae","Magnoliopsida",NA,NA,"NLC"
"Toddalia asiatica","t0055620","Plantae","Magnoliopsida",NA,NA,"NLC"
"Torenia benthamiana","t0055621","Plantae","Magnoliopsida",NA,NA,"NVU"
"Torenia concolor","t0055622","Plantae","Magnoliopsida",NA,NA,"NLC"
"Torenia flava","t0055623","Plantae","Magnoliopsida",NA,NA,"NLC"
"Torilis scabra","t0055626","Plantae","Magnoliopsida",NA,NA,"NLC"
"Trachelospermum jasminoides","t0055629","Plantae","Magnoliopsida",NA,NA,"NLC"
"Trachelospermum lanyuense","t0055631","Plantae","Magnoliopsida",NA,NA,"NLC"
"Trachelospermum gracilipes","t0055632","Plantae","Magnoliopsida",NA,NA,"NLC"
"Trapa natans bispinosa","t0055638","Plantae","Magnoliopsida",NA,NA,"DD"
"Trapa natans japonica","t0055639","Plantae","Magnoliopsida",NA,NA,"DD"
"Trichodesma calycosum","t0055646","Plantae","Magnoliopsida",NA,NA,"NLC"
"Trichoglottis rosea","t0055647","Plantae","Magnoliopsida",NA,NA,"NNT"
"Trichosanthes homophylla","t0055650","Plantae","Magnoliopsida",NA,NA,"NLC"
"Trichosanthes laceribractea","t0055652","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tricyrtis ravenii","t0055655","Plantae","Magnoliopsida",NA,NA,"NLC"
"Trigonotis formosana","t0055663","Plantae","Magnoliopsida",NA,NA,"NLC"
"Triplostegia glandulifera","t0055668","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tripterospermum cordifolium","t0055672","Plantae","Magnoliopsida",NA,NA,"NVU"
"Tripterospermum hualienense","t0055673","Plantae","Magnoliopsida",NA,NA,"NVU"
"Tripterospermum microphyllum","t0055674","Plantae","Magnoliopsida",NA,NA,"NNT"
"Triumfetta rhomboidea","t0055680","Plantae","Magnoliopsida",NA,NA,"NLC"
"Triumfetta pilosa","t0055681","Plantae","Magnoliopsida",NA,NA,"NLC"
"Triumfetta tomentosa","t0055683","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tropidia angulosa","t0055687","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tropidia nipponica","t0055688","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tropidia curculigoides","t0055689","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tropidia namasiae","t0055690","Plantae","Magnoliopsida",NA,NA,"NCR"
"Tropidia formosana","t0055691","Plantae","Magnoliopsida",NA,NA,"NVU"
"Tsuga chinensis formosana","t0055692","Plantae","Pinopsida",NA,NA,"NLC"
"Tuberolabium kotoense","t0055693","Plantae","Magnoliopsida",NA,NA,"NVU"
"Staphylea formosana","t0055696","Plantae","Magnoliopsida",NA,NA,"NLC"
"Staphylea ovalifolia","t0055697","Plantae","Magnoliopsida",NA,NA,"NNT"
"Staphylea ternata","t0055698","Plantae","Magnoliopsida",NA,NA,"NLC"
"Uraria crinita","t0055706","Plantae","Magnoliopsida",NA,NA,"NLC"
"Uraria lagopodioides","t0055707","Plantae","Magnoliopsida",NA,NA,"NLC"
"Uraria neglecta","t0055708","Plantae","Magnoliopsida",NA,NA,"NEN"
"Urochloa glumaris","t0055712","Plantae","Magnoliopsida",NA,NA,"NNT"
"Utricularia caerulea","t0055718","Plantae","Magnoliopsida",NA,NA,"NCR"
"Valeriana flaccidissima","t0055735","Plantae","Magnoliopsida",NA,NA,"NLC"
"Dichrocephala integrifolia","t0057214","Plantae","Magnoliopsida",NA,NA,"NLC"
"Didymoplexis pallens pallens","t0057245","Plantae","Magnoliopsida",NA,NA,"NLC"
"Crepidium ophrydis","t0057246","Plantae","Magnoliopsida",NA,NA,"NLC"
"Dioscorea esculenta","t0057249","Plantae","Magnoliopsida",NA,NA,"NLC"
"Dioscorea esculenta spinosa","t0057250","Plantae","Magnoliopsida",NA,NA,"NLC"
"Dioscorea japonica japonica","t0057251","Plantae","Magnoliopsida",NA,NA,"NLC"
"Diospyros blancoi","t0057252","Plantae","Magnoliopsida",NA,NA,"NNT"
"Diplazium donianum aphanoneuron","t0057256","Plantae","Polypodiopsida",NA,NA,"NLC"
"Diplazium donianum donianum","t0057257","Plantae","Polypodiopsida",NA,NA,"NLC"
"Diplazium kawakamii kawakamii","t0057260","Plantae","Polypodiopsida",NA,NA,"NLC"
"Diplazium virescens conterminum","t0057261","Plantae","Polypodiopsida",NA,NA,"NLC"
"Diplazium virescens taiwanense","t0057262","Plantae","Polypodiopsida",NA,NA,"NLC"
"Distimake quinatus","t0057279","Plantae","Magnoliopsida",NA,NA,"DD"
"Dracaena angustifolia","t0057287","Plantae","Magnoliopsida",NA,NA,"NVU"
"Dryopteris decipiens diplazioides","t0057290","Plantae","Polypodiopsida",NA,NA,"NVU"
"Dryopteris wallichiana pachyphylla","t0057292","Plantae","Polypodiopsida",NA,NA,"NLC"
"Duchesnea chrysantha","t0057296","Plantae","Magnoliopsida",NA,NA,"NLC"
"Dysolobium pilosum","t0057300","Plantae","Magnoliopsida",NA,NA,"NNT"
"Elatostema cyrtandrifolium","t0057311","Plantae","Magnoliopsida",NA,NA,"NLC"
"Elatostema trilobulatum","t0057313","Plantae","Magnoliopsida",NA,NA,"NLC"
"Epipactis ohwii","t0057330","Plantae","Magnoliopsida",NA,NA,"NLC"
"Erythrodes aggregata","t0057335","Plantae","Magnoliopsida",NA,NA,"DD"
"Eupatorium shimadai","t0057345","Plantae","Magnoliopsida",NA,NA,"NLC"
"Euphorbia makinoi","t0057351","Plantae","Magnoliopsida",NA,NA,"NLC"
"Fimbristylis aestivalis esquarrosa","t0057374","Plantae","Magnoliopsida",NA,NA,"NLC"
"Fimbristylis littoralis littoralis","t0057378","Plantae","Magnoliopsida",NA,NA,"NLC"
"Fimbristylis tainanensis","t0057379","Plantae","Magnoliopsida",NA,NA,"NLC"
"Fimbristylis tristachya subbispicata","t0057381","Plantae","Magnoliopsida",NA,NA,"NLC"
"Galactia tenuiflora tenuiflora","t0057443","Plantae","Magnoliopsida",NA,NA,"NLC"
"Galium gracilens","t0057446","Plantae","Magnoliopsida",NA,NA,"NLC"
"Uncaria rhynchophylla","t0057465","Plantae","Magnoliopsida",NA,NA,"NVU"
"Urceola micrantha","t0057467","Plantae","Magnoliopsida",NA,NA,"NLC"
"Vaccinium japonicum lasiostemon","t0057471","Plantae","Magnoliopsida",NA,NA,"NLC"
"Vaccinium wrightii formosanum","t0057472","Plantae","Magnoliopsida",NA,NA,"DD"
"Veratrum shuehshanarum","t0057476","Plantae","Magnoliopsida",NA,NA,"DD"
"Vernonia cinerea cinerea","t0057477","Plantae","Magnoliopsida",NA,NA,"NLC"
"Viburnum arboricolum","t0057482","Plantae","Magnoliopsida",NA,NA,"NLC"
"Viola inconspicua nagasakiensis","t0057491","Plantae","Magnoliopsida",NA,NA,"NLC"
"Vitis thunbergii thunbergii","t0057493","Plantae","Magnoliopsida",NA,NA,"NNT"
"Whytockia sasakii","t0057501","Plantae","Magnoliopsida",NA,NA,"NLC"
"Wollastonia dentata","t0057507","Plantae","Magnoliopsida",NA,NA,"NLC"
"Xenostegia tridentata","t0057510","Plantae","Magnoliopsida",NA,NA,"NLC"
"Zanthoxylum ailanthoides ailanthoides","t0057513","Plantae","Magnoliopsida",NA,NA,"NLC"
"Zeuxine strateumatica strateumatica","t0057517","Plantae","Magnoliopsida",NA,NA,"NLC"
"Gastrodia nipponica","t0057924","Plantae","Magnoliopsida",NA,NA,"NNT"
"Gentiana davidii formosana","t0057932","Plantae","Magnoliopsida",NA,NA,"NLC"
"Gentiana scabrida scabrida","t0057933","Plantae","Magnoliopsida",NA,NA,"NLC"
"Gerbera anandria","t0057935","Plantae","Magnoliopsida",NA,NA,"NCR"
"Glehnia littoralis","t0057936","Plantae","Magnoliopsida",NA,NA,"NLC"
"Glochidion puberum","t0057939","Plantae","Magnoliopsida",NA,NA,"NVU"
"Glochidion zeylanicum lanceolatum","t0057942","Plantae","Magnoliopsida",NA,NA,"NLC"
"Gnaphalium luteoalbum affine","t0057950","Plantae","Magnoliopsida",NA,NA,"NLC"
"Goniophlebium amoenum arisanense","t0057958","Plantae","Polypodiopsida",NA,NA,"NLC"
"Goodyera seikoomontana","t0057960","Plantae","Magnoliopsida",NA,NA,"NLC"
"Hayata tabiyahanensis","t0057986","Plantae","Magnoliopsida",NA,NA,"NNT"
"Hedera rhombea formosana","t0057987","Plantae","Magnoliopsida",NA,NA,"NLC"
"Helicteres augustifolia","t0057993","Plantae","Magnoliopsida",NA,NA,"NLC"
"Helonias umbellata","t0057997","Plantae","Magnoliopsida",NA,NA,"NLC"
"Heteropolygonatum altelobatum","t0058007","Plantae","Magnoliopsida",NA,NA,"NLC"
"Holcoglossum pumilum","t0058013","Plantae","Magnoliopsida",NA,NA,"NLC"
"Huperzia javanica","t0058031","Plantae","Lycopodiopsida",NA,NA,"DD"
"Hybanthus enneaspermus","t0058033","Plantae","Magnoliopsida",NA,NA,"NNT"
"Hydrangea densifolia","t0058034","Plantae","Magnoliopsida",NA,NA,"NLC"
"Hydrangea fauriei","t0058035","Plantae","Magnoliopsida",NA,NA,"NLC"
"Hydrangea viburnoides","t0058036","Plantae","Magnoliopsida",NA,NA,"NLC"
"Hylodesmum laterale","t0058041","Plantae","Magnoliopsida",NA,NA,"NLC"
"Hylotelephium subcapitatum","t0058044","Plantae","Magnoliopsida",NA,NA,"NLC"
"Hypericum geminiflorum geminiflorum","t0058050","Plantae","Magnoliopsida",NA,NA,"NLC"
"Hypericum geminiflorum simplicistylum","t0058051","Plantae","Magnoliopsida",NA,NA,"NLC"
"Hypericum nakamurai","t0058052","Plantae","Magnoliopsida",NA,NA,"NVU"
"Hypodematium shingii","t0058063","Plantae","Polypodiopsida",NA,NA,"NLC"
"Ichnanthus pallens major","t0058068","Plantae","Magnoliopsida",NA,NA,"NLC"
"Indocypraea montana","t0058073","Plantae","Magnoliopsida",NA,NA,"DD"
"Ipomoea pes-tigridis","t0058076","Plantae","Magnoliopsida",NA,NA,"NLC"
"Ischaemum akoense","t0058079","Plantae","Magnoliopsida",NA,NA,"DD"
"Ixeris chinensis","t0058092","Plantae","Magnoliopsida",NA,NA,"NLC"
"Jacquemontia paniculata","t0058095","Plantae","Magnoliopsida",NA,NA,"NLC"
"Jasminanthes mucronata","t0058101","Plantae","Magnoliopsida",NA,NA,"NVU"
"Jasminum lanceolarium","t0058102","Plantae","Magnoliopsida",NA,NA,"NLC"
"Justicia quadrifaria","t0058104","Plantae","Magnoliopsida",NA,NA,"NVU"
"Pterocypsela formosana","t0058113","Plantae","Magnoliopsida",NA,NA,"NLC"
"Lapsanastrum takasei","t0058118","Plantae","Magnoliopsida",NA,NA,"NLC"
"Lasianthus biflorus","t0058119","Plantae","Magnoliopsida",NA,NA,"NLC"
"Lasianthus japonicus japonicus","t0058123","Plantae","Magnoliopsida",NA,NA,"NLC"
"Lasianthus obliquinervis taitoensis","t0058124","Plantae","Magnoliopsida",NA,NA,"NLC"
"Lecanorchis multiflora bihuensis","t0058130","Plantae","Magnoliopsida",NA,NA,"DD"
"Lecanorchis multiflora subpelorica","t0058131","Plantae","Magnoliopsida",NA,NA,"DD"
"Lecanthus peduncularis","t0058133","Plantae","Magnoliopsida",NA,NA,"NLC"
"Legazpia polygonoides","t0058134","Plantae","Magnoliopsida",NA,NA,"NVU"
"Leptatherum boreale","t0058139","Plantae","Magnoliopsida",NA,NA,"NLC"
"Lilium callosum flaviflorum","t0058169","Plantae","Magnoliopsida",NA,NA,"DD"
"Lindera aggregata aggregata","t0058173","Plantae","Magnoliopsida",NA,NA,"NLC"
"Liodendron formosanum","t0058175","Plantae","Magnoliopsida",NA,NA,"NNT"
"Erianthus formosanus","t0058177","Plantae","Magnoliopsida",NA,NA,"NNT"
"Sageretia thea taiwaniana","t0058178","Plantae","Magnoliopsida",NA,NA,"NLC"
"Salix fulvopubescens fulvopubescens","t0058182","Plantae","Magnoliopsida",NA,NA,"NLC"
"Sanguisorba officinalis longifolia","t0058184","Plantae","Magnoliopsida",NA,NA,"NCR"
"Saurauia oldhamii","t0058200","Plantae","Magnoliopsida",NA,NA,"NLC"
"Saussurea deltoidea","t0058201","Plantae","Magnoliopsida",NA,NA,"NLC"
"Schima superba superba","t0058211","Plantae","Magnoliopsida",NA,NA,"NLC"
"Schoenoplectiella mucronata robusta","t0058220","Plantae","Magnoliopsida",NA,NA,"NLC"
"Barnardia japonica","t0058224","Plantae","Magnoliopsida",NA,NA,"NVU"
"Scleromitrion brachypodum","t0058226","Plantae","Magnoliopsida",NA,NA,"NLC"
"Scleromitrion pinifolium","t0058228","Plantae","Magnoliopsida",NA,NA,"DD"
"Scleromitrion verticillatum","t0058229","Plantae","Magnoliopsida",NA,NA,"NNT"
"Scutellaria playfairii","t0058234","Plantae","Magnoliopsida",NA,NA,"NVU"
"Senecio scandens incisus","t0058243","Plantae","Magnoliopsida",NA,NA,"NLC"
"Senecio scandens scandens","t0058244","Plantae","Magnoliopsida",NA,NA,"NLC"
"Cassia sophera","t0058250","Plantae","Magnoliopsida",NA,NA,"NVU"
"Silene fissipetala fissipetala","t0058255","Plantae","Magnoliopsida",NA,NA,"NLC"
"Sinomenium acutum","t0058259","Plantae","Magnoliopsida",NA,NA,"NEN"
"Smilax seisuiensis","t0058264","Plantae","Magnoliopsida",NA,NA,"NLC"
"Sorbus randaiensis","t0058271","Plantae","Magnoliopsida",NA,NA,"NLC"
"Stigmatodactylus shikokianus","t0058303","Plantae","Magnoliopsida",NA,NA,"NVU"
"Strobilanthes cusia","t0058304","Plantae","Magnoliopsida",NA,NA,"NLC"
"Styloglossum actinomorphum","t0058307","Plantae","Magnoliopsida",NA,NA,"DD"
"Calanthe lyroglossa","t0058310","Plantae","Magnoliopsida",NA,NA,"NLC"
"Styrax faberi","t0058312","Plantae","Magnoliopsida",NA,NA,"NVU"
"Swertia macrosperma","t0058314","Plantae","Magnoliopsida",NA,NA,"NLC"
"Symplocos cochinchinensis philippinensis","t0058320","Plantae","Magnoliopsida",NA,NA,"NLC"
"Syneilesis hayatae","t0058327","Plantae","Magnoliopsida",NA,NA,"NCR"
"Syneilesis subglabrata","t0058328","Plantae","Magnoliopsida",NA,NA,"NNT"
"Sauropus bacciformis","t0058329","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tadehagi triquetrum pseudotriquetrum","t0058341","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tarenna gracilipes","t0058343","Plantae","Magnoliopsida",NA,NA,"NLC"
"Taxillus theifer","t0058345","Plantae","Magnoliopsida",NA,NA,"DD"
"Teramnus labialis","t0058358","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tetradium glabrifolium","t0058360","Plantae","Magnoliopsida",NA,NA,"NLC"
"Trema tomentosa","t0058432","Plantae","Magnoliopsida",NA,NA,"NLC"
"Triadenum breviflorum","t0058435","Plantae","Magnoliopsida",NA,NA,"DD"
"Tricyrtis lasiocarpa ovatifolia","t0058449","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tricyrtis formosana","t0058450","Plantae","Magnoliopsida",NA,NA,"NLC"
"Trigonotis elevatovenosa","t0058452","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tripterospermum lanceolatum","t0058453","Plantae","Magnoliopsida",NA,NA,"NLC"
"Tripterospermum luzonense","t0058454","Plantae","Magnoliopsida",NA,NA,"NLC"
"Liparis caespitosa","t0058456","Plantae","Magnoliopsida",NA,NA,"NEN"
"Litsea akoensis sasakii","t0058465","Plantae","Magnoliopsida",NA,NA,"NNT"
"Litsea elongata mushaensis","t0058466","Plantae","Magnoliopsida",NA,NA,"NLC"
"Livistona chinensis subglobosa","t0058468","Plantae","Magnoliopsida",NA,NA,"NVU"
"Lycianthes lysimachioides","t0058474","Plantae","Magnoliopsida",NA,NA,"NLC"
"Lycoris aurea","t0058475","Plantae","Magnoliopsida",NA,NA,"NEN"
"Lyonia ovalifolia lanceolata","t0058476","Plantae","Magnoliopsida",NA,NA,"DD"
"Machilus obovatifolia obovatifolia","t0058483","Plantae","Magnoliopsida",NA,NA,"NLC"
"Machilus japonica japonica","t0058484","Plantae","Magnoliopsida",NA,NA,"NLC"
"Magnolia compressa lanyuensis","t0058497","Plantae","Magnoliopsida",NA,NA,"NLC"
"Mallotus paniculatus paniculatus","t0058501","Plantae","Magnoliopsida",NA,NA,"NLC"
"Melissa axillaris","t0058519","Plantae","Magnoliopsida",NA,NA,"NLC"
"Merremia hirta","t0058521","Plantae","Magnoliopsida",NA,NA,"NVU"
"Microstegium glabratum","t0058545","Plantae","Magnoliopsida",NA,NA,"NLC"
"Microstegium spectabile","t0058546","Plantae","Magnoliopsida",NA,NA,"NLC"
"Mikania cordata","t0058549","Plantae","Magnoliopsida",NA,NA,"NLC"
"Mitrastemon yamamotoi yamamotoi","t0058552","Plantae","Magnoliopsida",NA,NA,"NVU"
"Mukia maderaspatana","t0058579","Plantae","Magnoliopsida",NA,NA,"NLC"
"Murraya paniculata","t0058583","Plantae","Magnoliopsida",NA,NA,"NLC"
"Mussaenda pubescens","t0058585","Plantae","Magnoliopsida",NA,NA,"NLC"
"Myoporum bontioides","t0058586","Plantae","Magnoliopsida",NA,NA,"NEN"
"Neanotis formosana","t0058603","Plantae","Magnoliopsida",NA,NA,"NLC"
"Neanotis hirsuta","t0058604","Plantae","Magnoliopsida",NA,NA,"NLC"
"Nemosenecio formosanus","t0058612","Plantae","Magnoliopsida",NA,NA,"NVU"
"Neolitsea sericea sericea","t0058619","Plantae","Magnoliopsida",NA,NA,"NLC"
"Notoseris formosana","t0058635","Plantae","Magnoliopsida",NA,NA,"NLC"
"Oberonioides pusillus","t0058636","Plantae","Magnoliopsida",NA,NA,"NVU"
"Odontochilus inabai","t0058641","Plantae","Magnoliopsida",NA,NA,"NLC"
"Odontochilus integrus","t0058642","Plantae","Magnoliopsida",NA,NA,"NVU"
"Oreogrammitis congener","t0058661","Plantae","Polypodiopsida",NA,NA,"NLC"
"Osmorhiza aristata","t0058669","Plantae","Magnoliopsida",NA,NA,"NLC"
"Osteomeles anthyllidifolia subrotunda","t0058670","Plantae","Magnoliopsida",NA,NA,"NCR"
"Calanthe woodfordii","t0058689","Plantae","Magnoliopsida",NA,NA,"NLC"
"Calanthe takeoi","t0058690","Plantae","Magnoliopsida",NA,NA,"NEN"
"Paraphlomis javanica","t0058692","Plantae","Magnoliopsida",NA,NA,"NLC"
"Paraprenanthes sororia","t0058693","Plantae","Magnoliopsida",NA,NA,"NLC"
"Paris lancifolia","t0058696","Plantae","Magnoliopsida",NA,NA,"NLC"
"Patrinia villosa","t0058701","Plantae","Magnoliopsida",NA,NA,"NLC"
"Peliosanthes kaoi","t0058711","Plantae","Magnoliopsida",NA,NA,"NLC"
"Peristrophe japonica","t0058717","Plantae","Magnoliopsida",NA,NA,"NLC"
"Peristylus lacertifer","t0058718","Plantae","Magnoliopsida",NA,NA,"NNT"
"Carex cruciata argocarpus","t0058725","Plantae","Magnoliopsida",NA,NA,"NLC"
"Carex finitima attenuata","t0058726","Plantae","Magnoliopsida",NA,NA,"NLC"
"Carex ligulata glabriutriculata","t0058728","Plantae","Magnoliopsida",NA,NA,"NLC"
"Carex rochebrunei","t0058729","Plantae","Magnoliopsida",NA,NA,"NLC"
"Carex satzumensis","t0058730","Plantae","Magnoliopsida",NA,NA,"NLC"
"Ehretia microphylla","t0058733","Plantae","Magnoliopsida",NA,NA,"NLC"
"Calanthe dolichopoda","t0058747","Plantae","Magnoliopsida",NA,NA,"NLC"
"Chamaecrista garambiensis","t0058768","Plantae","Magnoliopsida",NA,NA,"NVU"
"Chamaecrista nomame","t0058770","Plantae","Magnoliopsida",NA,NA,"DD"
"Cheirostylis liukiuensis derchiensis","t0058780","Plantae","Magnoliopsida",NA,NA,"DD"
"Chiloschista segawae","t0058782","Plantae","Magnoliopsida",NA,NA,"NNT"
"Chrysosplenium japonicum","t0058807","Plantae","Magnoliopsida",NA,NA,"NVU"
"Chrysosplenium lanuginosum formosanum","t0058808","Plantae","Magnoliopsida",NA,NA,"NLC"
"Cissus assamica","t0058812","Plantae","Magnoliopsida",NA,NA,"NNT"
"Clematis chinensis chinensis","t0058830","Plantae","Magnoliopsida",NA,NA,"NLC"
"Clematis uncinata okinawensis","t0058832","Plantae","Magnoliopsida",NA,NA,"NCR"
"Clematis uncinata uncinata","t0058833","Plantae","Magnoliopsida",NA,NA,"NLC"
"Clerodendrum japonicum japonicum","t0058834","Plantae","Magnoliopsida",NA,NA,"NLC"
"Clinopodium gracile","t0058836","Plantae","Magnoliopsida",NA,NA,"NLC"
"Codonacanthus pauciflorus","t0058846","Plantae","Magnoliopsida",NA,NA,"NLC"
"Collinsonia macrobracteata","t0058850","Plantae","Magnoliopsida",NA,NA,"NVU"
"Conyza aegyptiaca","t0058856","Plantae","Magnoliopsida",NA,NA,"NEN"
"Conyza leucantha","t0058857","Plantae","Magnoliopsida",NA,NA,"NNT"
"Corydalis pallida sparsimamma","t0058865","Plantae","Magnoliopsida",NA,NA,"NLC"
"Crepidium bancanoides","t0058874","Plantae","Magnoliopsida",NA,NA,"NLC"
"Crepidium purpureum","t0058876","Plantae","Magnoliopsida",NA,NA,"NVU"
"Cymbidium formosanum","t0058902","Plantae","Magnoliopsida",NA,NA,"NLC"
"Cyperus sesquiflorus cylindricus","t0058911","Plantae","Magnoliopsida",NA,NA,"NLC"
"Cypripedium taiwanalpinum","t0058914","Plantae","Magnoliopsida",NA,NA,"NEN"
"Cyrtomium falcatum","t0058916","Plantae","Polypodiopsida",NA,NA,"NLC"
"Cyrtosia taiwanica","t0058917","Plantae","Magnoliopsida",NA,NA,"NEN"
"Dendrobium nobile formosanum","t0058930","Plantae","Magnoliopsida",NA,NA,"DD"
"Dendrocnide kotoensis","t0058932","Plantae","Magnoliopsida",NA,NA,"NNT"
"Dendrolobium triangulare","t0058934","Plantae","Magnoliopsida",NA,NA,"NLC"
"Deparia petersenii petersenii","t0058938","Plantae","Polypodiopsida",NA,NA,"NLC"
"Pleurolobus gangeticus","t0058943","Plantae","Magnoliopsida",NA,NA,"NLC"
"Persicaria chinensis","t0058947","Plantae","Magnoliopsida",NA,NA,"NLC"
"Persicaria erectominor trigonocarpa","t0058949","Plantae","Magnoliopsida",NA,NA,"NLC"
"Persicaria foliosa","t0058950","Plantae","Magnoliopsida",NA,NA,"DD"
"Persicaria japonica","t0058954","Plantae","Magnoliopsida",NA,NA,"NNT"
"Persicaria kawagoeana","t0058955","Plantae","Magnoliopsida",NA,NA,"NLC"
"Persicaria scabra","t0058956","Plantae","Magnoliopsida",NA,NA,"NLC"
"Persicaria lanata","t0058957","Plantae","Magnoliopsida",NA,NA,"NLC"
"Persicaria orientalis","t0058961","Plantae","Magnoliopsida",NA,NA,"NLC"
"Polygonum pilushanense","t0058963","Plantae","Magnoliopsida",NA,NA,"NLC"
"Persicaria senticosa","t0058970","Plantae","Magnoliopsida",NA,NA,"NLC"
"Persicaria viscosa","t0058972","Plantae","Magnoliopsida",NA,NA,"NVU"
"Calanthe tankervilleae","t0058978","Plantae","Magnoliopsida",NA,NA,"NNT"
"Photinia serratifolia ardisiifolia","t0058989","Plantae","Magnoliopsida",NA,NA,"NLC"
"Pilea angulata","t0059003","Plantae","Magnoliopsida",NA,NA,"NLC"
"Pilea aquarum brevicornuta","t0059004","Plantae","Magnoliopsida",NA,NA,"NLC"
"Pilea matsudae","t0059005","Plantae","Magnoliopsida",NA,NA,"NLC"
"Pilea plataniflora","t0059006","Plantae","Magnoliopsida",NA,NA,"NLC"
"Pilea somae","t0059008","Plantae","Magnoliopsida",NA,NA,"NLC"
"Pollia miranda","t0059071","Plantae","Magnoliopsida",NA,NA,"NLC"
"Polygonatum odoratum pluriflorum","t0059074","Plantae","Magnoliopsida",NA,NA,"NLC"
"Pomatocalpa acuminatum","t0059086","Plantae","Magnoliopsida",NA,NA,"NNT"
"Ponerorchis takasago-montana","t0059087","Plantae","Magnoliopsida",NA,NA,"NVU"
"Photinia beauverdiana","t0059094","Plantae","Magnoliopsida",NA,NA,"NLC"
"Photinia beauverdiana notabilis","t0059095","Plantae","Magnoliopsida",NA,NA,"NLC"
"Photinia chingshuiensis","t0059096","Plantae","Magnoliopsida",NA,NA,"DD"
"Photinia parvifolia","t0059097","Plantae","Magnoliopsida",NA,NA,"NLC"
"Prunus takasagomontana","t0059105","Plantae","Magnoliopsida",NA,NA,"NLC"
"Crepidium ramosii","t0059113","Plantae","Magnoliopsida",NA,NA,"NVU"
"Pseudosasa usawai","t0059116","Plantae","Magnoliopsida",NA,NA,"NLC"
"Pteridium aquilinum wightianum","t0059120","Plantae","Polypodiopsida",NA,NA,"NLC"
"Pteris minor","t0059122","Plantae","Polypodiopsida",NA,NA,"NLC"
"Pteris excelsa","t0059123","Plantae","Polypodiopsida",NA,NA,"NLC"
"Pueraria montana lobata","t0059136","Plantae","Magnoliopsida",NA,NA,"NLC"
"Pyrola albo-reticulata","t0059141","Plantae","Magnoliopsida",NA,NA,"NLC"
"Pyrola morrisonensis","t0059142","Plantae","Magnoliopsida",NA,NA,"NLC"
"Quercus glandulifera brevipetiolata","t0059148","Plantae","Magnoliopsida",NA,NA,"NEN"
"Quercus glauca glauca","t0059149","Plantae","Magnoliopsida",NA,NA,"NLC"
"Quercus globosa","t0059150","Plantae","Magnoliopsida",NA,NA,"NLC"
"Quercus longinux kuoi","t0059151","Plantae","Magnoliopsida",NA,NA,"DD"
"Quercus longinux longinux","t0059152","Plantae","Magnoliopsida",NA,NA,"NLC"
"Quercus repandifolia","t0059153","Plantae","Magnoliopsida",NA,NA,"NVU"
"Randia sinensis","t0059167","Plantae","Magnoliopsida",NA,NA,"NLC"
"Rhamnus kanagusuki","t0059174","Plantae","Magnoliopsida",NA,NA,"NLC"
"Rhaphiolepis indica umbellata","t0059175","Plantae","Magnoliopsida",NA,NA,"NNT"
"Rhynchosia minima nuda","t0059189","Plantae","Magnoliopsida",NA,NA,"NLC"
"Rhynchotechum discolor","t0059192","Plantae","Magnoliopsida",NA,NA,"NLC"
"Rohdea fargesii watanabei","t0059195","Plantae","Magnoliopsida",NA,NA,"NVU"
