"new_simple_name","kingdom","class","new_redlistTW"
"Cassytha filiformis","Plantae","Magnoliopsida","NLC"
"Castanopsis chinensis","Plantae","Magnoliopsida","NVU"
"Castanopsis eyrei","Plantae","Magnoliopsida","NEN"
"Castanopsis fargesii","Plantae","Magnoliopsida","NLC"
"Castanopsis kawakamii","Plantae","Magnoliopsida","NNT"
"Castanopsis kusanoi","Plantae","Magnoliopsida","NLC"
"Cayratia japonica","Plantae","Magnoliopsida","NLC"
"Cayratia maritima","Plantae","Magnoliopsida","NNT"
"Celastrus hindsii","Plantae","Magnoliopsida","NLC"
"Celastrus kusanoi","Plantae","Magnoliopsida","NLC"
"Celastrus paniculatus","Plantae","Magnoliopsida","NLC"
"Celastrus punctatus","Plantae","Magnoliopsida","NLC"
"Celosia argentea","Plantae","Magnoliopsida","NLC"
"Celosia taitoensis","Plantae","Magnoliopsida","DD"
"Celtis biondii","Plantae","Magnoliopsida","NLC"
"Celtis formosana","Plantae","Magnoliopsida","NLC"
"Celtis nervosa","Plantae","Magnoliopsida","NNT"
"Celtis philippensis","Plantae","Magnoliopsida","NVU"
"Celtis sinensis","Plantae","Magnoliopsida","NLC"
"Centaurium japonicum","Plantae","Magnoliopsida","NLC"
"Centotheca lappacea","Plantae","Magnoliopsida","NNT"
"Cephalanthera alpicola","Plantae","Magnoliopsida","NLC"
"Cephalanthera erecta","Plantae","Magnoliopsida","NVU"
"Cephalantheropsis halconensis","Plantae","Magnoliopsida","NEN"
"Cephalantheropsis longipes","Plantae","Magnoliopsida","NNT"
"Cephalotaxus wilsoniana","Plantae","Pinopsida","NVU"
"Cerastium parvipetalum","Plantae","Magnoliopsida","NLC"
"Ceratophyllum demersum","Plantae","Magnoliopsida","DD"
"Ceratophyllum kossinskyi","Plantae","Magnoliopsida","DD"
"Ceratophyllum oryzetorum","Plantae","Magnoliopsida","DD"
"Cerbera manghas","Plantae","Magnoliopsida","NLC"
"Chamabainia cuspidata","Plantae","Magnoliopsida","NLC"
"Chamaecyparis formosensis","Plantae","Pinopsida","NNT"
"Chamaecyparis obtusa formosana","Plantae","Pinopsida","NNT"
"Cheirostylis chinensis","Plantae","Magnoliopsida","NLC"
"Cheirostylis cochinchinensis clibborndyeri","Plantae","Magnoliopsida","DD"
"Cheirostylis cochinchinensis","Plantae","Magnoliopsida","NLC"
"Cheirostylis liukiuensis","Plantae","Magnoliopsida","NLC"
"Cheirostylis nantouensis","Plantae","Magnoliopsida","DD"
"Cheirostylis octodactyla","Plantae","Magnoliopsida","NLC"
"Cheirostylis rubrifolius","Plantae","Magnoliopsida","DD"
"Cheirostylis chinensis takeoi","Plantae","Magnoliopsida","NLC"
"Chenopodium album","Plantae","Magnoliopsida","NLC"
"Chenopodium formosanum","Plantae","Magnoliopsida","DD"
"Chenopodium glaucum","Plantae","Magnoliopsida","NLC"
"Chenopodium serotinum","Plantae","Magnoliopsida","NLC"
"Chikusichloa mutica","Plantae","Magnoliopsida","NCR"
"Chiloschista parishii","Plantae","Magnoliopsida","NCR"
"Chimaphila japonica","Plantae","Magnoliopsida","NLC"
"Chimaphila monticola","Plantae","Magnoliopsida","DD"
"Chionanthus ramiflorus","Plantae","Magnoliopsida","NNT"
"Chionanthus retusus","Plantae","Magnoliopsida","NEN"
"Chirita anachoreta","Plantae","Magnoliopsida","NVU"
"Chisocheton patens","Plantae","Magnoliopsida","NVU"
"Chloranthus henryi","Plantae","Magnoliopsida","NLC"
"Chloranthus oldhamii","Plantae","Magnoliopsida","NLC"
"Chloris barbata","Plantae","Magnoliopsida","NLC"
"Chloris formosana","Plantae","Magnoliopsida","NNT"
"Christia campanulata","Plantae","Magnoliopsida","NLC"
"Christisonia hookeri","Plantae","Magnoliopsida","NVU"
"Chrysoglossum ornatum","Plantae","Magnoliopsida","NLC"
"Chrysopogon aciculatus","Plantae","Magnoliopsida","NLC"
"Chrysosplenium delavayi","Plantae","Magnoliopsida","NLC"
"Chrysosplenium hebetatum","Plantae","Magnoliopsida","NLC"
"Cinnamomum austrosinense","Plantae","Magnoliopsida","NEN"
"Cinnamomum insulari-montanum","Plantae","Magnoliopsida","NLC"
"Cinnamomum kotoense","Plantae","Magnoliopsida","NCR"
"Cinnamomum macrostemon","Plantae","Magnoliopsida","DD"
"Cinnamomum osmophloeum","Plantae","Magnoliopsida","NNT"
"Cinnamomum reticulatum","Plantae","Magnoliopsida","NNT"
"Cinnamomum subavenium","Plantae","Magnoliopsida","NLC"
"Circaea cordata","Plantae","Magnoliopsida","NLC"
"Circaea erubescens","Plantae","Magnoliopsida","NLC"
"Circaea glabrescens","Plantae","Magnoliopsida","RE"
"Cirsium arisanense","Plantae","Magnoliopsida","NLC"
"Cirsium brevicaule","Plantae","Magnoliopsida","NLC"
"Cirsium ferum","Plantae","Magnoliopsida","NLC"
"Cirsium hosokawae","Plantae","Magnoliopsida","NLC"
"Cirsium japonicum","Plantae","Magnoliopsida","NLC"
"Cirsium kawakamii","Plantae","Magnoliopsida","NLC"
"Cirsium lineare","Plantae","Magnoliopsida","NEN"
"Cirsium morii","Plantae","Magnoliopsida","NLC"
"Cirsium suzukii","Plantae","Magnoliopsida","NLC"
"Cissus elongata","Plantae","Magnoliopsida","DD"
"Cissus pteroclada","Plantae","Magnoliopsida","NNT"
"Cissus repens","Plantae","Magnoliopsida","NLC"
"Citrus × aurantium","Plantae","Magnoliopsida","DD"
"Cladium jamaicense","Plantae","Magnoliopsida","NEN"
"Claoxylon brachyandrum","Plantae","Magnoliopsida","NNT"
"Clausena anisum-olens","Plantae","Magnoliopsida","NVU"
"Clausena excavata","Plantae","Magnoliopsida","NLC"
"Cleisostoma paniculatum","Plantae","Magnoliopsida","NLC"
"Cleisostoma uraiensis","Plantae","Magnoliopsida","NEN"
"Clematis akoensis","Plantae","Magnoliopsida","NNT"
"Clematis crassifolia","Plantae","Magnoliopsida","NLC"
"Clematis formosana","Plantae","Magnoliopsida","NNT"
"Clematis grata","Plantae","Magnoliopsida","NLC"
"Clematis lasiandra","Plantae","Magnoliopsida","NLC"
"Clematis leschenaultiana","Plantae","Magnoliopsida","NLC"
"Clematis meyeniana","Plantae","Magnoliopsida","NLC"
"Clematis montana","Plantae","Magnoliopsida","NLC"
"Clematis parviloba bartlettii","Plantae","Magnoliopsida","NNT"
"Clematis pseudootophora","Plantae","Magnoliopsida","NNT"
"Clematis psilandra","Plantae","Magnoliopsida","NVU"
"Clematis tamurae","Plantae","Magnoliopsida","NNT"
"Clematis tsugetorum","Plantae","Magnoliopsida","NVU"
"Clerodendrum canescens","Plantae","Magnoliopsida","NLC"
"Clerodendrum cyrtophyllum","Plantae","Magnoliopsida","NLC"
"Clerodendrum inerme","Plantae","Magnoliopsida","NLC"
"Clerodendrum ohwi","Plantae","Magnoliopsida","DD"
"Clerodendrum trichotomum","Plantae","Magnoliopsida","NLC"
"Clinopodium chinense","Plantae","Magnoliopsida","NLC"
"Clinopodium laxiflorum","Plantae","Magnoliopsida","NLC"
"Cocculus laurifolius","Plantae","Magnoliopsida","NVU"
"Codonopsis kawakamii","Plantae","Magnoliopsida","NLC"
"Coldenia procumbens","Plantae","Magnoliopsida","NEN"
"Coleus formosanus","Plantae","Magnoliopsida","NLC"
"Collabium chinense","Plantae","Magnoliopsida","NEN"
"Collabium formosanum","Plantae","Magnoliopsida","NLC"
"Colocasia formosana","Plantae","Magnoliopsida","NLC"
"Colubrina asiatica","Plantae","Magnoliopsida","NEN"
"Comanthosphace formosana","Plantae","Magnoliopsida","NVU"
"Commelina auriculata","Plantae","Magnoliopsida","NLC"
"Commelina benghalensis","Plantae","Magnoliopsida","NLC"
"Commelina communis","Plantae","Magnoliopsida","NLC"
"Commelina diffusa","Plantae","Magnoliopsida","NLC"
"Commelina paludosa","Plantae","Magnoliopsida","NLC"
"Conandron ramondioides","Plantae","Magnoliopsida","NNT"
"Conioselinum morrisonense","Plantae","Magnoliopsida","NLC"
"Connarus subinaequifolius","Plantae","Magnoliopsida","DD"
"Conyza japonica","Plantae","Magnoliopsida","NLC"
"Coptis quinquefolia","Plantae","Magnoliopsida","NLC"
"Coptosapelta diffusa","Plantae","Magnoliopsida","NLC"
"Cornopteris philippinensis","Plantae","Polypodiopsida","DD"
"Corybas shanlinshiensis","Plantae","Magnoliopsida","NEN"
"Corybas puniceus","Plantae","Magnoliopsida","NCR"
"Corybas sinii","Plantae","Magnoliopsida","NEN"
"Corydalis decumbens","Plantae","Magnoliopsida","NLC"
"Corydalis incisa","Plantae","Magnoliopsida","NLC"
"Corydalis koidzumiana","Plantae","Magnoliopsida","NLC"
"Corydalis ochotensis","Plantae","Magnoliopsida","NLC"
"Corydalis ophiocarpa","Plantae","Magnoliopsida","NLC"
"Corydalis racemosa","Plantae","Magnoliopsida","NLC"
"Corydalis tashiroi","Plantae","Magnoliopsida","NLC"
"Corylopsis pauciflora","Plantae","Magnoliopsida","NNT"
"Corymborkis veratrifolia","Plantae","Magnoliopsida","NEN"
"Cotoneaster bullatus","Plantae","Magnoliopsida","NEN"
"Cotoneaster dammeri","Plantae","Magnoliopsida","NLC"
"Cotoneaster horizontalis","Plantae","Magnoliopsida","NNT"
"Cotoneaster morrisonensis","Plantae","Magnoliopsida","NLC"
"Cotoneaster rokujodaisanensis","Plantae","Magnoliopsida","NLC"
"Cotoneaster rosiflorus","Plantae","Magnoliopsida","NNT"
"Cotoneaster subadpressus","Plantae","Magnoliopsida","NVU"
"Cotula hemisphaerica","Plantae","Magnoliopsida","NEN"
"Crateva adansonii formosensis","Plantae","Magnoliopsida","NLC"
"Crepidiastrum lanceolatum","Plantae","Magnoliopsida","NLC"
"Crepidiastrum taiwanianum","Plantae","Magnoliopsida","NNT"
"Crinum asiaticum","Plantae","Magnoliopsida","NLC"
"Crossostephium chinense","Plantae","Magnoliopsida","NVU"
"Crotalaria acicularis","Plantae","Magnoliopsida","NLC"
"Crotalaria albida","Plantae","Magnoliopsida","NLC"
"Crotalaria calycina","Plantae","Magnoliopsida","NLC"
"Crotalaria chiayiana","Plantae","Magnoliopsida","DD"
"Crotalaria chinensis","Plantae","Magnoliopsida","NLC"
"Crotalaria elliptica","Plantae","Magnoliopsida","NVU"
"Crotalaria ferruginea","Plantae","Magnoliopsida","NLC"
"Crotalaria linifolia","Plantae","Magnoliopsida","NLC"
"Crotalaria medicaginea","Plantae","Magnoliopsida","DD"
"Crotalaria retusa","Plantae","Magnoliopsida","NLC"
"Crotalaria sessiliflora","Plantae","Magnoliopsida","NLC"
"Crotalaria triquetra","Plantae","Magnoliopsida","NLC"
"Crotalaria verrucosa","Plantae","Magnoliopsida","NLC"
"Croton cascarilloides","Plantae","Magnoliopsida","NLC"
"Cryptocarya chinensis","Plantae","Magnoliopsida","NLC"
"Cryptocarya concinna","Plantae","Magnoliopsida","NLC"
"Cryptocarya elliptifolia","Plantae","Magnoliopsida","NCR"
"Cryptolepis sinensis","Plantae","Magnoliopsida","NLC"
"Cryptostylis arachnites","Plantae","Magnoliopsida","NLC"
"Cryptostylis taiwaniana","Plantae","Magnoliopsida","NLC"
"Cryptotaenia japonica","Plantae","Magnoliopsida","NLC"
"Cucubalus baccifer","Plantae","Magnoliopsida","NLC"
"Cunninghamia konishii","Plantae","Pinopsida","NVU"
"Molineria capitulata","Plantae","Magnoliopsida","NLC"
"Curculigo orchioides","Plantae","Magnoliopsida","NLC"
"Cuscuta australis","Plantae","Magnoliopsida","DD"
"Cuscuta campestris","Plantae","Magnoliopsida","DD"
"Cuscuta chinensis","Plantae","Magnoliopsida","NVU"
"Cuscuta japonica formosana","Plantae","Magnoliopsida","NLC"
"Cyanotis arachnoidea","Plantae","Magnoliopsida","NLC"
"Cyathula prostrata","Plantae","Magnoliopsida","NLC"
"Cycas revoluta","Plantae","Cycadopsida","NCR"
"Cyclea gracillima","Plantae","Magnoliopsida","NLC"
"Cyclocodon lancifolius","Plantae","Magnoliopsida","NLC"
"Cymbidium cochleare","Plantae","Magnoliopsida","NEN"
"Cymbidium dayanum","Plantae","Magnoliopsida","NLC"
"Cymbidium ensifolium","Plantae","Magnoliopsida","NLC"
"Cymbidium faberi","Plantae","Magnoliopsida","NVU"
"Cymbidium floribundum","Plantae","Magnoliopsida","NLC"
"Cymbidium formosanum","Plantae","Magnoliopsida","NLC"
"Cymbidium kanran","Plantae","Magnoliopsida","NVU"
"Cymbidium lancifolium","Plantae","Magnoliopsida","NLC"
"Cymbidium macrorhizon","Plantae","Magnoliopsida","NNT"
"Cymbidium sinense","Plantae","Magnoliopsida","NNT"
"Cymbopogon tortilis","Plantae","Magnoliopsida","NLC"
"Cynanchum boudieri","Plantae","Magnoliopsida","NLC"
"Cynanchum formosanum","Plantae","Magnoliopsida","NLC"
"Cynanchum lanhsuense","Plantae","Magnoliopsida","NNT"
"Cynodon dactylon","Plantae","Magnoliopsida","NLC"
"Cynodon radiatus","Plantae","Magnoliopsida","NLC"
"Cynoglossum alpestre","Plantae","Magnoliopsida","NNT"
"Cynoglossum furcatum","Plantae","Magnoliopsida","NLC"
"Cynoglossum lanceolatum","Plantae","Magnoliopsida","NLC"
"Cyperus compressus","Plantae","Magnoliopsida","NLC"
"Cyperus difformis","Plantae","Magnoliopsida","NLC"
"Cyperus diffusus","Plantae","Magnoliopsida","NLC"
"Cyperus digitatus","Plantae","Magnoliopsida","NNT"
"Cyperus distans","Plantae","Magnoliopsida","NLC"
"Cyperus exaltatus","Plantae","Magnoliopsida","NLC"
"Cyperus haspan","Plantae","Magnoliopsida","NLC"
"Cyperus iria","Plantae","Magnoliopsida","NLC"
"Cyperus leptocarpus","Plantae","Magnoliopsida","NCR"
"Cyperus malaccensis","Plantae","Magnoliopsida","NLC"
"Cyperus malaccensis monophyllus","Plantae","Magnoliopsida","NLC"
"Cyperus nipponicus","Plantae","Magnoliopsida","NLC"
"Cyperus pilosus","Plantae","Magnoliopsida","NLC"
"Cyperus platystylis","Plantae","Magnoliopsida","NVU"
"Cyperus pygmaeus","Plantae","Magnoliopsida","NLC"
"Cyperus rotundus","Plantae","Magnoliopsida","NLC"
"Cyperus serotinus","Plantae","Magnoliopsida","NNT"
"Cyperus stoloniferus","Plantae","Magnoliopsida","NLC"
"Cyperus tenuiculmis","Plantae","Magnoliopsida","NLC"
"Cyperus tenuispica","Plantae","Magnoliopsida","NLC"
"Cypholophus moluccanus","Plantae","Magnoliopsida","NNT"
"Cypripedium debile","Plantae","Magnoliopsida","NNT"
"Cypripedium formosanum","Plantae","Magnoliopsida","NEN"
"Cypripedium segawae","Plantae","Magnoliopsida","NCR"
"Cyrtandra umbellifera","Plantae","Magnoliopsida","NVU"
"Cyrtococcum patens","Plantae","Magnoliopsida","NLC"
"Dactyloctenium aegyptium","Plantae","Magnoliopsida","NLC"
"Dactylorhiza viridis","Plantae","Magnoliopsida","NLC"
"Dalbergia benthamii","Plantae","Magnoliopsida","NLC"
"Damnacanthus angustifolius","Plantae","Magnoliopsida","NLC"
"Damnacanthus indicus","Plantae","Magnoliopsida","NLC"
"Daphne arisanensis","Plantae","Magnoliopsida","NLC"
"Daphne genkwa","Plantae","Magnoliopsida","NVU"
"Daphne nana","Plantae","Magnoliopsida","DD"
"Debregeasia orientalis","Plantae","Magnoliopsida","NLC"
"Decaspermum gracilentum","Plantae","Magnoliopsida","NLC"
"Deeringia amaranthoides","Plantae","Magnoliopsida","NLC"
"Deeringia polysperma","Plantae","Magnoliopsida","NLC"
"Dehaasia incrassata","Plantae","Magnoliopsida","NCR"
"Dendranthema indicum","Plantae","Magnoliopsida","NLC"
"Dendranthema morii","Plantae","Magnoliopsida","NNT"
"Dendrobium officinale","Plantae","Magnoliopsida","NVU"
"Dendrobium chameleon","Plantae","Magnoliopsida","NLC"
"Dendrobium chryseum","Plantae","Magnoliopsida","NLC"
"Dendrobium crumenatum","Plantae","Magnoliopsida","NVU"
"Dendrobium equitans","Plantae","Magnoliopsida","NNT"
"Dendrobium falconeri","Plantae","Magnoliopsida","NNT"
"Dendrobium fargesii","Plantae","Magnoliopsida","NLC"
"Dendrobium furcatopedicellatum","Plantae","Magnoliopsida","NEN"
"Dendrobium goldschmidtianum","Plantae","Magnoliopsida","NNT"
"Dendrobium leptocladum","Plantae","Magnoliopsida","NLC"
"Dendrobium linawianum","Plantae","Magnoliopsida","NCR"
"Dendrobium luzonense","Plantae","Magnoliopsida","NCR"
"Dendrobium moniliforme","Plantae","Magnoliopsida","NLC"
"Dendrobium nakaharae","Plantae","Magnoliopsida","NLC"
"Dendrobium somae","Plantae","Magnoliopsida","NVU"
"Dendrobium xantholeucum","Plantae","Magnoliopsida","NNT"
"Dendrochilum uncatum","Plantae","Magnoliopsida","NVU"
"Dendrocnide meyeniana","Plantae","Magnoliopsida","NLC"
"Dendrolobium dispermum","Plantae","Magnoliopsida","NLC"
"Dendrolobium umbellatum","Plantae","Magnoliopsida","NLC"
"Dendropanax dentiger","Plantae","Magnoliopsida","NLC"
"Derris laxiflora","Plantae","Magnoliopsida","NLC"
"Derris oblonga","Plantae","Magnoliopsida","NEN"
"Derris trifoliata","Plantae","Magnoliopsida","NLC"
"Deschampsia atropurpurea","Plantae","Magnoliopsida","NVU"
"Deschampsia flexuosa","Plantae","Magnoliopsida","NLC"
"Sohmaea diffusa","Plantae","Magnoliopsida","DD"
"Sohmaea gracillima","Plantae","Magnoliopsida","NVU"
"Grona heterocarpa","Plantae","Magnoliopsida","NLC"
"Grona heterophylla","Plantae","Magnoliopsida","NLC"
"Sohmaea laxiflora","Plantae","Magnoliopsida","DD"
"Leptodesmia microphylla","Plantae","Magnoliopsida","NLC"
"Desmodium multiflorum","Plantae","Magnoliopsida","NLC"
"Huangtcia renifolia","Plantae","Magnoliopsida","NEN"
"Puhuaea sequax","Plantae","Magnoliopsida","NLC"
"Grona triflora","Plantae","Magnoliopsida","NLC"
"Polhillides velutina","Plantae","Magnoliopsida","NLC"
"Sohmaea zonata","Plantae","Magnoliopsida","NLC"
"Deyeuxia suizanensis","Plantae","Magnoliopsida","NNT"
"Dianthus palinensis","Plantae","Magnoliopsida","NVU"
"Dianthus pygmaeus","Plantae","Magnoliopsida","NVU"
"Dichondra micrantha","Plantae","Magnoliopsida","NLC"
"Dicliptera chinensis","Plantae","Magnoliopsida","NLC"
"Didymoplexiella siamensis","Plantae","Magnoliopsida","NNT"
"Didymoplexis micradenia","Plantae","Magnoliopsida","NLC"
"Digitaria ciliaris","Plantae","Magnoliopsida","NLC"
"Digitaria fauriei","Plantae","Magnoliopsida","NNT"
"Digitaria henryi","Plantae","Magnoliopsida","NLC"
"Digitaria heterantha","Plantae","Magnoliopsida","NEN"
"Digitaria ischaemum","Plantae","Magnoliopsida","DD"
"Digitaria longiflora","Plantae","Magnoliopsida","NLC"
"Digitaria mollicoma","Plantae","Magnoliopsida","DD"
"Digitaria setigera","Plantae","Magnoliopsida","NLC"
"Digitaria violascens","Plantae","Magnoliopsida","NLC"
"Dimeria falcata","Plantae","Magnoliopsida","DD"
"Dimeria ornithopoda","Plantae","Magnoliopsida","NCR"
"Dioscorea alata","Plantae","Magnoliopsida","NLC"
"Dioscorea batatas","Plantae","Magnoliopsida","NLC"
"Dioscorea benthamii","Plantae","Magnoliopsida","NLC"
"Dioscorea bulbifera","Plantae","Magnoliopsida","NLC"
"Dioscorea codonopsidifolia","Plantae","Magnoliopsida","NLC"
"Dioscorea collettii","Plantae","Magnoliopsida","NLC"
"Dioscorea cumingii","Plantae","Magnoliopsida","NVU"
"Dioscorea doryphora","Plantae","Magnoliopsida","NLC"
"Dioscorea hispida","Plantae","Magnoliopsida","NLC"
"Dioscorea kaoi","Plantae","Magnoliopsida","NLC"
"Dioscorea matsudae","Plantae","Magnoliopsida","NLC"
"Dioscorea persimilis","Plantae","Magnoliopsida","NLC"
"Diospyros eriantha","Plantae","Magnoliopsida","NLC"
"Diospyros japonica","Plantae","Magnoliopsida","NLC"
"Diospyros kotoensis","Plantae","Magnoliopsida","NEN"
"Diospyros maritima","Plantae","Magnoliopsida","NLC"
"Diospyros morrisiana","Plantae","Magnoliopsida","NLC"
"Diospyros oldhamii","Plantae","Magnoliopsida","NLC"
"Diospyros rhombifolia","Plantae","Magnoliopsida","NVU"
"Diospyros vaccinioides","Plantae","Magnoliopsida","DD"
"Diplacrum caricinum","Plantae","Magnoliopsida","NVU"
"Diplazium virescens","Plantae","Polypodiopsida","NLC"
"Diploprora championii","Plantae","Magnoliopsida","NLC"
"Dischidia formosana","Plantae","Magnoliopsida","NLC"
"Disperis neilgherrensis","Plantae","Magnoliopsida","NEN"
"Disporopsis taiwanensis","Plantae","Magnoliopsida","NLC"
"Disporum kawakamii","Plantae","Magnoliopsida","NLC"
"Disporum nantouense","Plantae","Magnoliopsida","DD"
"Disporum taiwanense","Plantae","Magnoliopsida","DD"
"Distyliopsis dunnii","Plantae","Magnoliopsida","NEN"
"Distylium gracile","Plantae","Magnoliopsida","NVU"
"Distylium racemosum","Plantae","Magnoliopsida","NLC"
"Dopatrium junceum","Plantae","Magnoliopsida","NNT"
"Draba sekiyana","Plantae","Magnoliopsida","NEN"
"Droguetia iners urticoides","Plantae","Magnoliopsida","NNT"
"Drosera indica","Plantae","Magnoliopsida","NEN"
"Drosera peltata","Plantae","Magnoliopsida","DD"
"Drosera spatulata","Plantae","Magnoliopsida","NLC"
"Duchesnea indica","Plantae","Magnoliopsida","NLC"
"Dumasia miaoliensis","Plantae","Magnoliopsida","NVU"
"Dunbaria merrillii","Plantae","Magnoliopsida","NEN"
"Dunbaria rotundifolia","Plantae","Magnoliopsida","NNT"
"Dunbaria villosa","Plantae","Magnoliopsida","NLC"
"Dysosma pleiantha","Plantae","Magnoliopsida","NNT"
"Dysoxylum cumingianum","Plantae","Magnoliopsida","NNT"
"Dysoxylum hongkongense","Plantae","Magnoliopsida","NLC"
"Eccoilopus cotulifer","Plantae","Magnoliopsida","NLC"
"Echinochloa crus-galli","Plantae","Magnoliopsida","NLC"
"Echinops grijsii","Plantae","Magnoliopsida","NCR"
"Eclipta prostrata","Plantae","Magnoliopsida","NLC"
"Ehretia acuminata","Plantae","Magnoliopsida","NLC"
"Ehretia dicksonii","Plantae","Magnoliopsida","NLC"
"Ehretia longiflora","Plantae","Magnoliopsida","NLC"
"Ehretia philippinensis","Plantae","Magnoliopsida","NVU"
"Ehretia resinosa","Plantae","Magnoliopsida","NLC"
"Elaeagnus formosana","Plantae","Magnoliopsida","NLC"
"Elaeagnus glabra","Plantae","Magnoliopsida","NLC"
"Elaeagnus grandifolia","Plantae","Magnoliopsida","NLC"
"Elaeagnus triflora","Plantae","Magnoliopsida","NNT"
"Elaeagnus oldhamii","Plantae","Magnoliopsida","DD"
"Elaeagnus tarokoensis","Plantae","Magnoliopsida","NVU"
"Elaeagnus thunbergii","Plantae","Magnoliopsida","NLC"
"Elaeagnus umbellata","Plantae","Magnoliopsida","NLC"
"Elaeocarpus argenteus","Plantae","Magnoliopsida","NLC"
"Elaeocarpus sylvestris sylvestris","Plantae","Magnoliopsida","NLC"
