"new_simple_name","kingdom","class","new_iucn"
"Eragrostis unioloides","Plantae","Magnoliopsida","LC"
"Eriobotrya deflexa","Plantae","Magnoliopsida","LC"
"Eriocaulon cinereum","Plantae","Magnoliopsida","LC"
"Eriocaulon nepalense","Plantae","Magnoliopsida","LC"
"Eriocaulon sexangulare","Plantae","Magnoliopsida","LC"
"Eriocaulon truncatum","Plantae","Magnoliopsida","LC"
"Eriochloa procera","Plantae","Magnoliopsida","LC"
"Erythrina crista-galli","Plantae","Magnoliopsida","LC"
"Erythrina variegata","Plantae","Magnoliopsida","LC"
"Erythrorchis altissima","Plantae","Magnoliopsida","LC"
"Eucalyptus cinerea","Plantae","Magnoliopsida","NT"
"Eucalyptus robusta","Plantae","Magnoliopsida","NT"
"Euchlaena mexicana","Plantae","Magnoliopsida","LC"
"Eugenia uniflora","Plantae","Magnoliopsida","LC"
"Euonymus carnosus","Plantae","Magnoliopsida","LC"
"Euonymus cochinchinensis","Plantae","Magnoliopsida","LC"
"Euonymus huangii","Plantae","Magnoliopsida","LC"
"Euonymus laxiflorus","Plantae","Magnoliopsida","LC"
"Euphorbia cotinifolia","Plantae","Magnoliopsida","LC"
"Euphorbia heterophylla","Plantae","Magnoliopsida","LC"
"Euphorbia milii","Plantae","Magnoliopsida","LC"
"Euphorbia pulcherrima","Plantae","Magnoliopsida","LC"
"Euphorbia tirucalli","Plantae","Magnoliopsida","LC"
"Eurya gnaphalocarpa","Plantae","Magnoliopsida","LC"
"Eurya rengechiensis","Plantae","Magnoliopsida","EN"
"Euryale ferox","Plantae","Magnoliopsida","LC"
"Euscaphis japonica","Plantae","Magnoliopsida","LC"
"Eustigma oblongifolium","Plantae","Magnoliopsida","LC"
"Exacum affine","Plantae","Magnoliopsida","LC"
"Excoecaria agallocha","Plantae","Magnoliopsida","LC"
"Fagraea ceilanica","Plantae","Magnoliopsida","LC"
"Fagus hayatae","Plantae","Magnoliopsida","VU"
"Fatsia polycarpa","Plantae","Magnoliopsida","LR/nt"
"Festuca arundinacea","Plantae","Magnoliopsida","DD"
"Festuca ovina","Plantae","Magnoliopsida","LC"
"Festuca parvigluma","Plantae","Magnoliopsida","LC"
"Festuca rubra","Plantae","Magnoliopsida","DD"
"Ficus carica","Plantae","Magnoliopsida","LC"
"Ficus elastica","Plantae","Magnoliopsida","LC"
"Ficus lyrata","Plantae","Magnoliopsida","LC"
"Ficus religiosa","Plantae","Magnoliopsida","LC"
"Fimbristylis autumnalis","Plantae","Magnoliopsida","LC"
"Fimbristylis bisumbellata","Plantae","Magnoliopsida","LC"
"Fimbristylis complanata","Plantae","Magnoliopsida","LC"
"Fimbristylis cymosa","Plantae","Magnoliopsida","LC"
"Fimbristylis dichotoma","Plantae","Magnoliopsida","LC"
"Fimbristylis nutans","Plantae","Magnoliopsida","LC"
"Fimbristylis ovata","Plantae","Magnoliopsida","LC"
"Fimbristylis polytrichoides","Plantae","Magnoliopsida","LC"
"Fimbristylis schoenoides","Plantae","Magnoliopsida","LC"
"Fimbristylis squarrosa","Plantae","Magnoliopsida","LC"
"Fimbristylis tetragona","Plantae","Magnoliopsida","LC"
"Flacourtia inermis","Plantae","Magnoliopsida","LC"
"Flacourtia rukam","Plantae","Magnoliopsida","LC"
"Floscopa scandens","Plantae","Magnoliopsida","LC"
"Flueggea virosa","Plantae","Magnoliopsida","LC"
"Fraxinus griffithii","Plantae","Magnoliopsida","LC"
"Fraxinus insularis","Plantae","Magnoliopsida","LC"
"Fuirena ciliaris","Plantae","Magnoliopsida","LC"
"Fuirena umbellata","Plantae","Magnoliopsida","LC"
"Galium trifidum","Plantae","Magnoliopsida","LC"
"Garcinia dulcis","Plantae","Magnoliopsida","LC"
"Garcinia linii","Plantae","Magnoliopsida","EN"
"Garcinia livingstonei","Plantae","Magnoliopsida","LC"
"Garcinia mangostana","Plantae","Magnoliopsida","DD"
"Garcinia multiflora","Plantae","Magnoliopsida","LC"
"Garcinia subelliptica","Plantae","Magnoliopsida","LC"
"Garcinia xanthochymus","Plantae","Magnoliopsida","LC"
"Gardenia jasminoides","Plantae","Magnoliopsida","LC"
"Gastrodia elata","Plantae","Magnoliopsida","VU"
"Geranium pusillum","Plantae","Magnoliopsida","EN"
"Geranium robertianum","Plantae","Magnoliopsida","LC"
"Ginkgo biloba","Plantae","Ginkgoopsida","EN"
"Gleditsia rolfei","Plantae","Magnoliopsida","EN"
"Glinus lotoides","Plantae","Magnoliopsida","LC"
"Glochidion rubrum","Plantae","Magnoliopsida","LC"
"Glycine tabacina","Plantae","Magnoliopsida","LC"
"Gnaphalium polycaulon","Plantae","Magnoliopsida","LC"
"Gomphandra luzoniensis","Plantae","Magnoliopsida","LC"
"Goniothalamus amuyon","Plantae","Magnoliopsida","VU"
"Gonocaryum calleryanum","Plantae","Magnoliopsida","LC"
"Gossypium herbaceum","Plantae","Magnoliopsida","DD"
"Gossypium hirsutum","Plantae","Magnoliopsida","DD"
"Grangea maderaspatana","Plantae","Magnoliopsida","LC"
"Grevillea robusta","Plantae","Magnoliopsida","LC"
"Grewia abutilifolia","Plantae","Magnoliopsida","LC"
"Grewia biloba","Plantae","Magnoliopsida","LC"
"Grewia eriocarpa","Plantae","Magnoliopsida","LC"
"Grewia tiliifolia","Plantae","Magnoliopsida","LC"
"Guettarda speciosa","Plantae","Magnoliopsida","LC"
"Habenaria dentata","Plantae","Magnoliopsida","VU"
"Haematoxylum campechianum","Plantae","Magnoliopsida","LC"
"Halodule pinifolia","Plantae","Magnoliopsida","LC"
"Halophila beccari","Plantae","Magnoliopsida","VU"
"Halophila decipiens","Plantae","Magnoliopsida","LC"
"Hedychium coronarium","Plantae","Magnoliopsida","DD"
"Helianthus annuus","Plantae","Magnoliopsida","LC"
"Helicia cochinchinensis","Plantae","Magnoliopsida","LC"
"Helicia formosana","Plantae","Magnoliopsida","LC"
"Hemarthria compressa","Plantae","Magnoliopsida","LC"
"Hemipilia cordifolia","Plantae","Magnoliopsida","EN"
"Heritiera littoralis","Plantae","Magnoliopsida","LC"
"Hevea brasiliensis","Plantae","Magnoliopsida","LC"
"Hibiscus tiliaceus","Plantae","Magnoliopsida","LC"
"Hiptage benghalensis","Plantae","Magnoliopsida","LC"
"Holarrhena pubescens","Plantae","Magnoliopsida","LC"
"Holcoglossum quasipinifolium","Plantae","Magnoliopsida","EN"
"Homalanthus fastuosus","Plantae","Magnoliopsida","LC"
"Homonoia riparia","Plantae","Magnoliopsida","LC"
"Hordeum vulgare","Plantae","Magnoliopsida","LC"
"Hydrangea aspera","Plantae","Magnoliopsida","LC"
"Hydrangea paniculata","Plantae","Magnoliopsida","LC"
"Hydrilla verticillata","Plantae","Magnoliopsida","LC"
"Hydrocharis dubia","Plantae","Magnoliopsida","LC"
"Hydrocotyle sibthorpioides","Plantae","Magnoliopsida","LC"
"Hydrocotyle verticillata","Plantae","Magnoliopsida","LC"
"Hydrocotyle vulgaris","Plantae","Magnoliopsida","LC"
"Ilex arisanensis","Plantae","Magnoliopsida","EN"
"Ilex bioritsensis","Plantae","Magnoliopsida","LC"
"Ilex cochinchinensis","Plantae","Magnoliopsida","LC"
"Ilex ficoidea","Plantae","Magnoliopsida","LC"
"Ilex formosana","Plantae","Magnoliopsida","LC"
"Ilex goshiensis","Plantae","Magnoliopsida","LC"
"Ilex micrococca","Plantae","Magnoliopsida","LC"
"Ilex pedunculosa","Plantae","Magnoliopsida","LC"
"Ilex rarasanensis","Plantae","Magnoliopsida","EN"
"Ilex rotunda","Plantae","Magnoliopsida","LC"
"Ilex tugitakayamensis","Plantae","Magnoliopsida","EN"
"Ilex uraiensis","Plantae","Magnoliopsida","EN"
"Illicium anisatum","Plantae","Magnoliopsida","NT"
"Indigofera galegoides","Plantae","Magnoliopsida","LC"
"Indigofera pedicellata","Plantae","Magnoliopsida","LC"
"Indigofera suffruticosa","Plantae","Magnoliopsida","LC"
"Indigofera tinctoria","Plantae","Magnoliopsida","LC"
"Indigofera zollingeriana","Plantae","Magnoliopsida","LC"
"Ipomoea alba","Plantae","Magnoliopsida","LC"
"Ipomoea aquatica","Plantae","Magnoliopsida","LC"
"Ipomoea biflora","Plantae","Magnoliopsida","LC"
"Ipomoea cairica","Plantae","Magnoliopsida","LC"
"Ipomoea hederacea","Plantae","Magnoliopsida","DD"
"Ipomoea lacunosa","Plantae","Magnoliopsida","LC"
"Ipomoea littoralis","Plantae","Magnoliopsida","LC"
"Ipomoea triloba","Plantae","Magnoliopsida","LC"
"Isachne albens","Plantae","Magnoliopsida","LC"
"Isachne globosa","Plantae","Magnoliopsida","LC"
"Ischaemum muticum","Plantae","Magnoliopsida","LC"
"Ixora philippinensis","Plantae","Magnoliopsida","LC"
"Jatropha multifida","Plantae","Magnoliopsida","LC"
"Juglans regia","Plantae","Magnoliopsida","LC"
"Juncus marginatus","Plantae","Magnoliopsida","LC"
"Juncus wallichianus","Plantae","Magnoliopsida","LC"
"Kalanchoe daigremontiana","Plantae","Magnoliopsida","EN"
"Kleinhovia hospita","Plantae","Magnoliopsida","LC"
"Lagerstroemia speciosa","Plantae","Magnoliopsida","LC"
"Lagerstroemia indica","Plantae","Magnoliopsida","LC"
"Lagerstroemia subcostata","Plantae","Magnoliopsida","LC"
"Lathyrus odoratus","Plantae","Magnoliopsida","CR"
"Laurus nobilis","Plantae","Magnoliopsida","LC"
"Lecythis minor","Plantae","Magnoliopsida","LC"
"Lecythis zabucajo","Plantae","Magnoliopsida","LC"
"Leea philippinensis","Plantae","Magnoliopsida","NT"
"Leersia hexandra","Plantae","Magnoliopsida","LC"
"Lemna aequinoctialis","Plantae","Magnoliopsida","LC"
"Lemna trisulca","Plantae","Magnoliopsida","LC"
"Leptochloa fusca fascicularis","Plantae","Magnoliopsida","LC"
"Leptochloa panicea","Plantae","Magnoliopsida","LC"
"Lespedeza bicolor","Plantae","Magnoliopsida","LC"
"Leucosyke quadrinervia","Plantae","Magnoliopsida","EN"
"Licuala spinosa","Plantae","Magnoliopsida","LC"
"Ligustrum ibota","Plantae","Magnoliopsida","LC"
"Ligustrum pricei","Plantae","Magnoliopsida","DD"
"Ligustrum sinense","Plantae","Magnoliopsida","LC"
"Lindera aggregata","Plantae","Magnoliopsida","LC"
"Lindera akoensis","Plantae","Magnoliopsida","LC"
"Lindera communis","Plantae","Magnoliopsida","LC"
"Lindera erythrocarpa","Plantae","Magnoliopsida","LC"
"Lindera glauca","Plantae","Magnoliopsida","LC"
"Lindera megaphylla","Plantae","Magnoliopsida","LC"
"Liquidambar formosana","Plantae","Magnoliopsida","LC"
"Lithocarpus amygdalifolius","Plantae","Magnoliopsida","LC"
"Lithocarpus dodonaeifolius","Plantae","Magnoliopsida","EN"
"Lithocarpus hancei","Plantae","Magnoliopsida","LC"
"Lithocarpus konishii","Plantae","Magnoliopsida","LC"
"Lithocarpus lepidocarpus","Plantae","Magnoliopsida","LC"
"Lithocarpus shinsuiensis","Plantae","Magnoliopsida","EN"
"Litsea acutivena","Plantae","Magnoliopsida","LC"
"Litsea akoensis","Plantae","Magnoliopsida","LC"
"Litsea coreana","Plantae","Magnoliopsida","LC"
"Litsea garciae","Plantae","Magnoliopsida","LC"
"Litsea glutinosa","Plantae","Magnoliopsida","LC"
"Litsea hypophaea","Plantae","Magnoliopsida","LC"
"Litsea morrisonensis","Plantae","Magnoliopsida","LC"
"Lobelia heyneana","Plantae","Magnoliopsida","LC"
"Lobelia zeylanica","Plantae","Magnoliopsida","LC"
"Lolium perenne","Plantae","Magnoliopsida","LC"
"Pouteria campechiana","Plantae","Magnoliopsida","LC"
"Ludwigia adscendens","Plantae","Magnoliopsida","LC"
"Ludwigia hyssopifolia","Plantae","Magnoliopsida","LC"
"Ludwigia octovalvis","Plantae","Magnoliopsida","LC"
"Ludwigia palustris","Plantae","Magnoliopsida","LC"
"Ludwigia perennis","Plantae","Magnoliopsida","LC"
"Ludwigia repens","Plantae","Magnoliopsida","LC"
"Lumnitzera racemosa","Plantae","Magnoliopsida","LC"
"Lupinus angustifolius","Plantae","Magnoliopsida","LC"
"Luzula multiflora","Plantae","Magnoliopsida","LC"
"Lycopus lucidus","Plantae","Magnoliopsida","LC"
"Maackia taiwanensis","Plantae","Magnoliopsida","EN"
"Macadamia ternifolia","Plantae","Magnoliopsida","EN"
"Machilus konishii","Plantae","Magnoliopsida","LC"
"Machilus thunbergii","Plantae","Magnoliopsida","LC"
"Machilus zuihoensis","Plantae","Magnoliopsida","LC"
"Maclura tricuspidata","Plantae","Magnoliopsida","LC"
"Macrotyloma uniflorum","Plantae","Magnoliopsida","LC"
"Magnolia coco","Plantae","Magnoliopsida","DD"
"Mahonia oiwakensis","Plantae","Magnoliopsida","VU"
"Mallotus tiliifolius","Plantae","Magnoliopsida","LC"
"Malpighia glabra","Plantae","Magnoliopsida","LC"
"Malpighia mexicana","Plantae","Magnoliopsida","LC"
"Malus hupehensis","Plantae","Magnoliopsida","LC"
"Malvaviscus arboreus","Plantae","Magnoliopsida","LC"
"Mangifera indica","Plantae","Magnoliopsida","DD"
"Manilkara zapota","Plantae","Magnoliopsida","LC"
"Margaritaria indica","Plantae","Magnoliopsida","LC"
"Cyperus cyperinus","Plantae","Magnoliopsida","LC"
"Maytenus emarginata","Plantae","Magnoliopsida","LC"
"Medicago sativa","Plantae","Magnoliopsida","LC"
"Melaleuca cajuputi cumingiana","Plantae","Magnoliopsida","DD"
"Melanolepis multiglandulosa","Plantae","Magnoliopsida","LC"
"Melia azedarach","Plantae","Magnoliopsida","LC"
"Melicope triphylla","Plantae","Magnoliopsida","LC"
"Meliosma rigida","Plantae","Magnoliopsida","LC"
"Meliosma squamulata","Plantae","Magnoliopsida","LC"
"Melochia corchorifolia","Plantae","Magnoliopsida","LC"
"Memecylon lanceolatum","Plantae","Magnoliopsida","NT"
"Mentha canadensis","Plantae","Magnoliopsida","LC"
"Metasequoia glyptostroboides","Plantae","Pinopsida","EN"
"Magnolia figo","Plantae","Magnoliopsida","LC"
"Microtropis fokienensis","Plantae","Magnoliopsida","LC"
"Microtropis japonica","Plantae","Magnoliopsida","LC"
"Millettia pachycarpa","Plantae","Magnoliopsida","LC"
"Mimosa pigra","Plantae","Magnoliopsida","LC"
"Mimosa pudica","Plantae","Magnoliopsida","LC"
"Monochoria vaginalis","Plantae","Magnoliopsida","LC"
"Morinda citrifolia","Plantae","Magnoliopsida","LC"
"Morinda umbellata","Plantae","Magnoliopsida","LC"
"Morus alba","Plantae","Magnoliopsida","LC"
"Muntingia calabura","Plantae","Magnoliopsida","LC"
"Murraya euchrestifolia","Plantae","Magnoliopsida","LC"
"Musa acuminata","Plantae","Magnoliopsida","LC"
"Musa balbisiana","Plantae","Magnoliopsida","LC"
"Musa insularimontana","Plantae","Magnoliopsida","CR"
"Musa textilis","Plantae","Magnoliopsida","NT"
"Musa yamiensis","Plantae","Magnoliopsida","CR"
"Myriophyllum spicatum","Plantae","Magnoliopsida","LC"
"Myriophyllum ussuriense","Plantae","Magnoliopsida","LC"
"Myrsine seguinii","Plantae","Magnoliopsida","LC"
"Najas gracillima","Plantae","Magnoliopsida","LC"
"Najas graminea","Plantae","Magnoliopsida","LC"
"Najas indica","Plantae","Magnoliopsida","LC"
"Najas marina","Plantae","Magnoliopsida","LC"
"Najas minor","Plantae","Magnoliopsida","LC"
"Nelsonia canescens","Plantae","Magnoliopsida","LC"
"Dypsis decaryi","Plantae","Magnoliopsida","VU"
"Neolitsea acuminatissima","Plantae","Magnoliopsida","LC"
"Neolitsea buisanensis","Plantae","Magnoliopsida","LC"
"Neolitsea daibuensis","Plantae","Magnoliopsida","NT"
"Neolitsea hiiranensis","Plantae","Magnoliopsida","NT"
"Neolitsea konishii","Plantae","Magnoliopsida","LC"
"Neolitsea parvigemma","Plantae","Magnoliopsida","LC"
"Neolitsea sericea","Plantae","Magnoliopsida","LC"
"Neolitsea villosa","Plantae","Magnoliopsida","LC"
"Neottia acuminata","Plantae","Magnoliopsida","LC"
"Nerium oleander","Plantae","Magnoliopsida","LC"
"Nothapodytes insularis","Plantae","Magnoliopsida","EN"
"Nymphaea rubra","Plantae","Magnoliopsida","LC"
"Nymphaea tetragona","Plantae","Magnoliopsida","LC"
"Nymphoides aurantiaca","Plantae","Magnoliopsida","LC"
"Nymphoides hydrophylla","Plantae","Magnoliopsida","LC"
"Nymphoides indica","Plantae","Magnoliopsida","LC"
"Olax imbricata","Plantae","Magnoliopsida","LC"
"Ophioglossum reticulatum","Plantae","Polypodiopsida","LC"
"Ophiopogon intermedius","Plantae","Magnoliopsida","LC"
"Oplismenus compositus","Plantae","Magnoliopsida","LC"
"Oreocnide pedunculata","Plantae","Magnoliopsida","LC"
"Oreocnide trinervis","Plantae","Magnoliopsida","LC"
"Oryza australiensis","Plantae","Magnoliopsida","LC"
"Oryza brachyantha","Plantae","Magnoliopsida","LC"
"Oryza eichingeri","Plantae","Magnoliopsida","LC"
"Oryza glaberrima","Plantae","Magnoliopsida","LC"
"Oryza latifolia","Plantae","Magnoliopsida","LC"
"Oryza minuta","Plantae","Magnoliopsida","LC"
"Oryza nivara","Plantae","Magnoliopsida","LC"
"Oryza officinalis","Plantae","Magnoliopsida","LC"
"Oryza punctata","Plantae","Magnoliopsida","LC"
"Oryza rufipogon","Plantae","Magnoliopsida","LC"
"Osmanthus fragrans","Plantae","Magnoliopsida","LC"
"Osmanthus matsumuranus","Plantae","Magnoliopsida","LC"
"Osmoxylon pectinatum","Plantae","Magnoliopsida","LC"
"Ottelia alismoides","Plantae","Magnoliopsida","LC"
"Pachira aquatica","Plantae","Magnoliopsida","LC"
"Palaquium formosanum","Plantae","Magnoliopsida","VU"
"Panicum humile","Plantae","Magnoliopsida","LC"
"Panicum repens","Plantae","Magnoliopsida","LC"
"Panicum sumatrense","Plantae","Magnoliopsida","LC"
"Parnassia palustris","Plantae","Magnoliopsida","LC"
"Paspalidium flavidum","Plantae","Magnoliopsida","LC"
"Paspalidium punctatum","Plantae","Magnoliopsida","LC"
"Paspalum conjugatum","Plantae","Magnoliopsida","LC"
"Paspalum distichum","Plantae","Magnoliopsida","LC"
"Paspalum fimbriatum","Plantae","Magnoliopsida","LC"
"Paspalum longifolium","Plantae","Magnoliopsida","LC"
"Paspalum paniculatum","Plantae","Magnoliopsida","LC"
"Paspalum plicatulum","Plantae","Magnoliopsida","LC"
"Paspalum urvillei","Plantae","Magnoliopsida","LC"
"Paspalum vaginatum","Plantae","Magnoliopsida","LC"
"Paulownia fortunei","Plantae","Magnoliopsida","LC"
"Paulownia kawakamii","Plantae","Magnoliopsida","CR"
"Pavetta indica","Plantae","Magnoliopsida","LC"
"Euphorbia tithymaloides","Plantae","Magnoliopsida","LC"
"Pemphis acidula","Plantae","Magnoliopsida","LC"
"Persea americana","Plantae","Magnoliopsida","LC"
"Persicaria lapathifolia","Plantae","Magnoliopsida","LC"
"Phalaris arundinacea","Plantae","Magnoliopsida","LC"
"Phaseolus vulgaris","Plantae","Magnoliopsida","LC"
"Phleum alpinum","Plantae","Magnoliopsida","LC"
"Phoebe formosana","Plantae","Magnoliopsida","LC"
"Phoenix canariensis","Plantae","Magnoliopsida","LC"
"Photinia serratifolia","Plantae","Magnoliopsida","LC"
"Phragmites australis","Plantae","Magnoliopsida","LC"
"Phyla nodiflora","Plantae","Magnoliopsida","LC"
"Phyllanthus emblica","Plantae","Magnoliopsida","LC"
"Phyllodium pulchellum","Plantae","Magnoliopsida","LC"
"Physalis angulata","Plantae","Magnoliopsida","LC"
"Physalis minima","Plantae","Magnoliopsida","LC"
"Physalis peruviana","Plantae","Magnoliopsida","LC"
"Physalis pubescens","Plantae","Magnoliopsida","LC"
"Picea morrisonicola","Plantae","Pinopsida","VU"
"Pilea melastomoides","Plantae","Magnoliopsida","LC"
"Pinanga tashiroi","Plantae","Magnoliopsida","CR"
"Pinellia ternata","Plantae","Magnoliopsida","LC"
"Pinus fragilissima","Plantae","Pinopsida","NT"
"Pinus taiwanensis","Plantae","Pinopsida","LC"
"Pinus morrisonicola","Plantae","Pinopsida","NT"
"Pinus thunbergii","Plantae","Pinopsida","LC"
"Pipturus arborescens","Plantae","Magnoliopsida","LC"
"Pisonia aculeata","Plantae","Magnoliopsida","LC"
"Pistacia chinensis","Plantae","Magnoliopsida","LC"
"Pistia stratiotes","Plantae","Magnoliopsida","LC"
"Pittosporum moluccanum","Plantae","Magnoliopsida","LC"
"Pittosporum pentandrum","Plantae","Magnoliopsida","LC"
"Planchonella obovata","Plantae","Magnoliopsida","LC"
"Plantago major","Plantae","Magnoliopsida","LC"
"Pleione bulbocodioides","Plantae","Magnoliopsida","VU"
"Plinia cauliflora","Plantae","Magnoliopsida","LC"
"Pluchea indica","Plantae","Magnoliopsida","LC"
"Plumeria rubra","Plantae","Magnoliopsida","LC"
"Poa annua","Plantae","Magnoliopsida","LC"
"Poa pratensis","Plantae","Magnoliopsida","LC"
"Poa trivialis","Plantae","Magnoliopsida","LC"
"Pogonatherum paniceum","Plantae","Magnoliopsida","LC"
"Polyalthia liukiuensis","Plantae","Magnoliopsida","EN"
"Polygonum plebeium","Plantae","Magnoliopsida","LC"
"Polypogon monspeliensis","Plantae","Magnoliopsida","LC"
"Pometia pinnata","Plantae","Magnoliopsida","LC"
"Portulaca oleracea","Plantae","Magnoliopsida","LC"
"Portulacaria afra","Plantae","Magnoliopsida","LC"
"Potamogeton crispus","Plantae","Magnoliopsida","LC"
"Potamogeton distinctus","Plantae","Magnoliopsida","LC"
"Potamogeton maackianus","Plantae","Magnoliopsida","LC"
"Potamogeton malaianus","Plantae","Magnoliopsida","LC"
"Potamogeton octandrus","Plantae","Magnoliopsida","LC"
"Potamogeton pusillus","Plantae","Magnoliopsida","LC"
"Pouteria caimito","Plantae","Magnoliopsida","LC"
"Pouteria sapota","Plantae","Magnoliopsida","LC"
"Premna microphylla","Plantae","Magnoliopsida","LC"
"Premna odorata","Plantae","Magnoliopsida","LC"
"Premna serratifolia","Plantae","Magnoliopsida","LC"
"Prunus armeniaca","Plantae","Magnoliopsida","DD"
"Prunus avium","Plantae","Magnoliopsida","LC"
"Prunus buergeriana","Plantae","Magnoliopsida","LC"
"Prunus campanulata","Plantae","Magnoliopsida","LC"
"Prunus pogonostyla","Plantae","Magnoliopsida","LC"
"Prunus salicina","Plantae","Magnoliopsida","LC"
"Prunus zippeliana","Plantae","Magnoliopsida","LC"
"Pseudotsuga wilsoniana","Plantae","Pinopsida","VU"
"Psidium guajava","Plantae","Magnoliopsida","LC"
"Psoralea corylifolia","Plantae","Magnoliopsida","LC"
"Psychotria cephalophora","Plantae","Magnoliopsida","EN"
"Psychotria manillensis","Plantae","Magnoliopsida","LC"
"Psychotria rubra","Plantae","Magnoliopsida","LC"
"Pterocarpus indicus","Plantae","Magnoliopsida","EN"
"Pterospermum niveum","Plantae","Magnoliopsida","DD"
"Ptychosperma elegans","Plantae","Magnoliopsida","LC"
"Punica granatum","Plantae","Magnoliopsida","LC"
"Pycreus sanguinolentus","Plantae","Magnoliopsida","LC"
"Quercus acutissima","Plantae","Magnoliopsida","LC"
"Quercus aliena","Plantae","Magnoliopsida","LC"
"Quercus championii","Plantae","Magnoliopsida","LC"
"Quercus dentata","Plantae","Magnoliopsida","LC"
"Quercus gilva","Plantae","Magnoliopsida","LC"
"Quercus hypophaea","Plantae","Magnoliopsida","NT"
"Quercus morii","Plantae","Magnoliopsida","LC"
"Quercus myrsinifolia","Plantae","Magnoliopsida","LC"
"Quercus pachyloma","Plantae","Magnoliopsida","LC"
"Quercus salicina","Plantae","Magnoliopsida","LC"
"Quercus sessilifolia","Plantae","Magnoliopsida","LC"
"Quercus spinosa","Plantae","Magnoliopsida","LC"
"Quercus suber","Plantae","Magnoliopsida","LC"
"Quercus tarokoensis","Plantae","Magnoliopsida","DD"
"Quercus tatakaensis","Plantae","Magnoliopsida","DD"
"Quercus variabilis","Plantae","Magnoliopsida","LC"
"Radermachera sinica","Plantae","Magnoliopsida","LC"
"Randia canthioides","Plantae","Magnoliopsida","LC"
"Randia spinosa","Plantae","Magnoliopsida","LC"
"Ranunculus sceleratus","Plantae","Magnoliopsida","LC"
"Rauvolfia tetraphylla","Plantae","Magnoliopsida","LC"
"Rauvolfia verticillata","Plantae","Magnoliopsida","LC"
"Ravenala madagascariensis","Plantae","Magnoliopsida","LC"
"Rhamnus crenata","Plantae","Magnoliopsida","LC"
"Rhapis excelsa","Plantae","Magnoliopsida","LC"
"Rhizophora stylosa","Plantae","Magnoliopsida","LC"
"Rhododendron kanehirae","Plantae","Magnoliopsida","EW"
"Rhododendron mariesii","Plantae","Magnoliopsida","LC"
"Rhodomyrtus tomentosa","Plantae","Magnoliopsida","LC"
"Rhus chinensis","Plantae","Magnoliopsida","LC"
"Rhus sylvestris","Plantae","Magnoliopsida","LC"
"Rhus verniciflua","Plantae","Magnoliopsida","LC"
"Rhynchosia minima","Plantae","Magnoliopsida","LC"
"Rhynchospora alba","Plantae","Magnoliopsida","LC"
"Rhynchospora corymbosa","Plantae","Magnoliopsida","LC"
"Rorippa sylvestris","Plantae","Magnoliopsida","LC"
"Rotala mexicana","Plantae","Magnoliopsida","LC"
"Rotala ramosior","Plantae","Magnoliopsida","LC"
"Rotala rotundifolia","Plantae","Magnoliopsida","LC"
"Roystonea regia","Plantae","Magnoliopsida","LC"
"Rumex maritimus","Plantae","Magnoliopsida","LC"
"Ruppia maritima","Plantae","Magnoliopsida","LC"
"Saccharum spontaneum","Plantae","Magnoliopsida","LC"
"Sacciolepis indica","Plantae","Magnoliopsida","LC"
"Sagittaria pygmaea","Plantae","Magnoliopsida","LC"
"Saintpaulia ionantha","Plantae","Magnoliopsida","NT"
"Salix babylonica","Plantae","Magnoliopsida","DD"
"Salvia officinalis","Plantae","Magnoliopsida","LC"
"Samanea saman","Plantae","Magnoliopsida","LC"
"Sambucus williamsii","Plantae","Magnoliopsida","LC"
"Samolus valerandi","Plantae","Magnoliopsida","LC"
"Sapindus mukorossii","Plantae","Magnoliopsida","LC"
"Sapindus rarak","Plantae","Magnoliopsida","LC"
"Sassafras randaiense","Plantae","Magnoliopsida","NT"
"Saururus chinensis","Plantae","Magnoliopsida","LC"
"Schizachyrium brevifolium","Plantae","Magnoliopsida","LC"
"Schoenoplectus triqueter","Plantae","Magnoliopsida","LC"
"Schoenus falcatus","Plantae","Magnoliopsida","LC"
"Schoepfia jasminodora","Plantae","Magnoliopsida","LC"
"Scleria biflora","Plantae","Magnoliopsida","LC"
"Scleria levis","Plantae","Magnoliopsida","LC"
"Scleria lithosperma","Plantae","Magnoliopsida","LC"
"Scleria novae-hollandiae","Plantae","Magnoliopsida","LC"
"Scleria radula","Plantae","Magnoliopsida","LC"
"Scleria rugosa","Plantae","Magnoliopsida","LC"
"Scleria scrobiculata","Plantae","Magnoliopsida","LC"
"Scleria sumatrensis","Plantae","Magnoliopsida","LC"
"Scleria terrestris","Plantae","Magnoliopsida","LC"
"Scolopia oldhamii","Plantae","Magnoliopsida","LC"
"Secale cereale","Plantae","Magnoliopsida","LC"
"Semecarpus cuneiformis","Plantae","Magnoliopsida","LC"
"Sesbania cannabina","Plantae","Magnoliopsida","LC"
"Sesbania grandiflora","Plantae","Magnoliopsida","DD"
"Sesbania sesban","Plantae","Magnoliopsida","LC"
"Sesuvium portulacastrum","Plantae","Magnoliopsida","LC"
"Setaria italica","Plantae","Magnoliopsida","LC"
"Setaria sphacelata","Plantae","Magnoliopsida","LC"
"Sium suave","Plantae","Magnoliopsida","LC"
"Smithia sensitiva","Plantae","Magnoliopsida","LC"
"Solanum americanum","Plantae","Magnoliopsida","LC"
"Solanum elaeagnifolium","Plantae","Magnoliopsida","LC"
"Solanum erianthum","Plantae","Magnoliopsida","LC"
"Solanum lyratum","Plantae","Magnoliopsida","LC"
