"new_simple_name","kingdom","class","new_iucn"
"Datura sanguinea","Plantae","Magnoliopsida","EW"
"Dendroceros japonicus","Plantae","Anthocerotopsida","EN"
"Derris scandens","Plantae","Magnoliopsida","LC"
"Diospyros dumetorum","Plantae","Magnoliopsida","LC"
"Dracaena curtisii","Plantae","Magnoliopsida","NT"
"Drosera rotundifolia","Plantae","Magnoliopsida","LC"
"Dumasia villosa","Plantae","Magnoliopsida","LC"
"Dypsis lastelliana","Plantae","Magnoliopsida","LC"
"Echinocactus grusonii","Plantae","Magnoliopsida","EN"
"Echinocereus berlandieri","Plantae","Magnoliopsida","LC"
"Echinocereus cinerascens","Plantae","Magnoliopsida","LC"
"Echinocereus dasyacanthus","Plantae","Magnoliopsida","LC"
"Echinocereus enneacanthus","Plantae","Magnoliopsida","LC"
"Echinocereus fendleri","Plantae","Magnoliopsida","LC"
"Echinocereus pectinatus","Plantae","Magnoliopsida","LC"
"Echinocereus pentalophus","Plantae","Magnoliopsida","LC"
"Echinocereus rigidissimus","Plantae","Magnoliopsida","LC"
"Echinocereus triglochidiatus","Plantae","Magnoliopsida","LC"
"Echinopsis calochlora","Plantae","Magnoliopsida","LC"
"Echinopsis rhodotricha","Plantae","Magnoliopsida","LC"
"Eleocharis congesta","Plantae","Magnoliopsida","LC"
"Eleocharis dulcis","Plantae","Magnoliopsida","LC"
"Enterolobium cyclocarpum","Plantae","Magnoliopsida","LC"
"Epidendrum ibaguense","Plantae","Magnoliopsida","LC"
"Epiphyllum crenatum","Plantae","Magnoliopsida","LC"
"Erythrina abyssinica","Plantae","Magnoliopsida","LC"
"Erythrina berteroana","Plantae","Magnoliopsida","LC"
"Erythrina caffra","Plantae","Magnoliopsida","LC"
"Erythrina vespertilio","Plantae","Magnoliopsida","LC"
"Espostoa lanata","Plantae","Magnoliopsida","LC"
"Eucalyptus botryoides","Plantae","Magnoliopsida","NT"
"Eucalyptus camaldulensis","Plantae","Magnoliopsida","NT"
"Eucalyptus diversicolor","Plantae","Magnoliopsida","LC"
"Eucalyptus ficifolia","Plantae","Magnoliopsida","NT"
"Eucalyptus globulus","Plantae","Magnoliopsida","LC"
"Eucalyptus gomphocephala","Plantae","Magnoliopsida","VU"
"Eucalyptus grandis","Plantae","Magnoliopsida","NT"
"Eucalyptus longifolia","Plantae","Magnoliopsida","VU"
"Eucalyptus marginata","Plantae","Magnoliopsida","NT"
"Eucalyptus microcorys","Plantae","Magnoliopsida","NT"
"Eucalyptus peltata","Plantae","Magnoliopsida","LC"
"Eucalyptus perriniana","Plantae","Magnoliopsida","LC"
"Eucalyptus polyanthemos","Plantae","Magnoliopsida","NT"
"Eucalyptus pulverulenta","Plantae","Magnoliopsida","LC"
"Eucalyptus regnans","Plantae","Magnoliopsida","LC"
"Eucalyptus resinifera","Plantae","Magnoliopsida","LC"
"Eucalyptus saligna","Plantae","Magnoliopsida","LC"
"Eucalyptus viminalis","Plantae","Magnoliopsida","NT"
"Eugenia grandis","Plantae","Magnoliopsida","LC"
"Euonymus lutchuensis","Plantae","Magnoliopsida","LC"
"Euphorbia antiquorum","Plantae","Magnoliopsida","LC"
"Euphorbia neriifolia","Plantae","Magnoliopsida","LC"
"Euphorbia trigona","Plantae","Magnoliopsida","DD"
"Eurya macartneyi","Plantae","Magnoliopsida","LC"
"Eurya yaeyamensis","Plantae","Magnoliopsida","LC"
"Ferocactus fordii","Plantae","Magnoliopsida","VU"
"Ferocactus herrerae","Plantae","Magnoliopsida","VU"
"Ferocactus townsendianus","Plantae","Magnoliopsida","LC"
"Ficus cumingii","Plantae","Magnoliopsida","LC"
"Ficus hispida","Plantae","Magnoliopsida","LC"
"Ficus racemosa","Plantae","Magnoliopsida","LC"
"Ficus rubiginosa","Plantae","Magnoliopsida","LC"
"Ficus ruficaulis","Plantae","Magnoliopsida","LC"
"Ficus stricta","Plantae","Magnoliopsida","LC"
"Firmiana simplex","Plantae","Magnoliopsida","LC"
"Fokienia hodginsii","Plantae","Pinopsida","VU"
"Frailea schilinzkyana","Plantae","Magnoliopsida","VU"
"Fraxinus uhdei","Plantae","Magnoliopsida","LC"
"Frullania jackii","Plantae","Jungermanniopsida","VU"
"Funtumia elastica","Plantae","Magnoliopsida","LC"
"Galactia tenuiflora","Plantae","Magnoliopsida","LC"
"Garcinia morella","Plantae","Magnoliopsida","LC"
"Gleditsia sinensis","Plantae","Magnoliopsida","LC"
"Gliricidia sepium","Plantae","Magnoliopsida","LC"
"Gloriosa superba","Plantae","Magnoliopsida","LC"
"Gmelina chinensis","Plantae","Magnoliopsida","LC"
"Gmelina philippensis","Plantae","Magnoliopsida","LC"
"Goniothalamus chinensis","Plantae","Magnoliopsida","LR/lc"
"Grevillea banksii","Plantae","Magnoliopsida","LC"
"Grewia asiatica","Plantae","Magnoliopsida","LC"
"Gymnocalycium baldianum","Plantae","Magnoliopsida","LC"
"Gymnocalycium denudatum","Plantae","Magnoliopsida","EN"
"Gymnocalycium mihanovichii","Plantae","Magnoliopsida","LC"
"Haageocereus decumbens","Plantae","Magnoliopsida","LC"
"Hamelia patens","Plantae","Magnoliopsida","LC"
"Helianthus debilis","Plantae","Magnoliopsida","LC"
"Helianthus tuberosus","Plantae","Magnoliopsida","LC"
"Euploca procumbens","Plantae","Magnoliopsida","LC"
"Heptapleurum minutistellatum","Plantae","Magnoliopsida","LC"
"Hibiscus moscheutos","Plantae","Magnoliopsida","LC"
"Howea belmoreana","Plantae","Magnoliopsida","VU"
"Hura crepitans","Plantae","Magnoliopsida","LC"
"Hydrocotyle javanica","Plantae","Magnoliopsida","LC"
"Hygrophila difformis","Plantae","Magnoliopsida","LC"
"Hygrophila salicifolia","Plantae","Magnoliopsida","LC"
"Hymenaea courbaril","Plantae","Magnoliopsida","LC"
"Hyophorbe verschaffeltii","Plantae","Magnoliopsida","CR"
"Hyphaene thebaica","Plantae","Magnoliopsida","LC"
"Ilex aquifolium","Plantae","Magnoliopsida","LC"
"Ilex latifolia","Plantae","Magnoliopsida","LC"
"Ilex opaca","Plantae","Magnoliopsida","LC"
"Ilex sugerokii","Plantae","Magnoliopsida","LC"
"Ilex yunnanensis","Plantae","Magnoliopsida","LC"
"Intsia bijuga","Plantae","Magnoliopsida","NT"
"Isoetes taiwanensis","Plantae","Lycopodiopsida","CR"
"Ixora brachiata","Plantae","Magnoliopsida","LC"
"Jacaranda acutifolia","Plantae","Magnoliopsida","LC"
"Jasminum humile","Plantae","Magnoliopsida","LC"
"Jatropha curcas","Plantae","Magnoliopsida","LC"
"Jubaea chilensis","Plantae","Magnoliopsida","EN"
"Juniperus chinensis","Plantae","Pinopsida","LC"
"Juniperus formosana","Plantae","Pinopsida","LC"
"Juniperus procera","Plantae","Pinopsida","LC"
"Juniperus virginiana","Plantae","Pinopsida","LC"
"Justicia adhatoda","Plantae","Magnoliopsida","LC"
"Kalanchoe beharensis","Plantae","Magnoliopsida","VU"
"Kalanchoe tomentosa","Plantae","Magnoliopsida","LC"
"Keteleeria evelyniana","Plantae","Pinopsida","VU"
"Keteleeria fortunei","Plantae","Pinopsida","NT"
"Keteleeria pubescens","Plantae","Pinopsida","LC"
"Khaya nyasica","Plantae","Magnoliopsida","VU"
"Koelreuteria paniculata","Plantae","Magnoliopsida","LC"
"Lactaria nakaiana","Plantae","Magnoliopsida","LC"
"Lantana involucrata","Plantae","Magnoliopsida","LC"
"Latania loddigesii","Plantae","Magnoliopsida","EN"
"Latania lontaroides","Plantae","Magnoliopsida","EN"
"Latania verschaffeltii","Plantae","Magnoliopsida","CR"
"Lawsonia inermis","Plantae","Magnoliopsida","LC"
"Leea indica","Plantae","Magnoliopsida","LC"
"Lemaireocereus hollianus","Plantae","Magnoliopsida","LC"
"Leptospermum scoparium","Plantae","Magnoliopsida","LC"
"Lespedeza thunbergii","Plantae","Magnoliopsida","DD"
"Leuchtenbergia principis","Plantae","Magnoliopsida","LC"
"Lindernia hyssopioides","Plantae","Magnoliopsida","LC"
"Craterostigma sessiliflorum","Plantae","Magnoliopsida","LC"
"Liquidambar orientalis","Plantae","Magnoliopsida","EN"
"Liquidambar styraciflua","Plantae","Magnoliopsida","LC"
"Liriodendron chinense","Plantae","Magnoliopsida","NT"
"Liriodendron tulipifera","Plantae","Magnoliopsida","LC"
"Lithocarpus kawakamii","Plantae","Magnoliopsida","LC"
"Litsea acuminata","Plantae","Magnoliopsida","LC"
"Litsea cubeba","Plantae","Magnoliopsida","LC"
"Litsea elongata","Plantae","Magnoliopsida","LC"
"Litsea perrottetii","Plantae","Magnoliopsida","NT"
"Litsea rotundifolia","Plantae","Magnoliopsida","LC"
"Livistona chinensis","Plantae","Magnoliopsida","LC"
"Livistona saribus","Plantae","Magnoliopsida","LC"
"Lobelia cardinalis","Plantae","Magnoliopsida","LC"
"Lobivia hertrichiana","Plantae","Magnoliopsida","EN"
"Lophophora williamsii","Plantae","Magnoliopsida","VU"
"Lupinus albus","Plantae","Magnoliopsida","LC"
"Lupinus digitatus","Plantae","Magnoliopsida","LC"
"Lupinus luteus","Plantae","Magnoliopsida","LC"
"Lupinus micranthus","Plantae","Magnoliopsida","LC"
"Lupinus nanus","Plantae","Magnoliopsida","LC"
"Lupinus polyphyllus","Plantae","Magnoliopsida","LC"
"Lyonia ovalifolia","Plantae","Magnoliopsida","LC"
"Lysidice rhodostegia","Plantae","Magnoliopsida","LC"
"Machilus obovatifolia","Plantae","Magnoliopsida","LC"
"Macrozamia communis","Plantae","Cycadopsida","LC"
"Magnolia denudata","Plantae","Magnoliopsida","LC"
"Magnolia grandiflora","Plantae","Magnoliopsida","LC"
"Magnolia liliiflora","Plantae","Magnoliopsida","DD"
"Malus halliana","Plantae","Magnoliopsida","DD"
"Mammillaria bocasana","Plantae","Magnoliopsida","LC"
"Mammillaria bombycina","Plantae","Magnoliopsida","VU"
"Mammillaria columbiana","Plantae","Magnoliopsida","LC"
"Mammillaria elongata","Plantae","Magnoliopsida","LC"
"Mammillaria hahniana","Plantae","Magnoliopsida","NT"
"Mammillaria mazatlanensis","Plantae","Magnoliopsida","LC"
"Mammillaria parkinsonii","Plantae","Magnoliopsida","EN"
"Mammillaria perbella","Plantae","Magnoliopsida","VU"
"Mammillaria plumosa","Plantae","Magnoliopsida","NT"
"Mammillaria prolifera","Plantae","Magnoliopsida","LC"
"Mammillaria rhodantha","Plantae","Magnoliopsida","LC"
"Mammillaria surculosa","Plantae","Magnoliopsida","EN"
"Manihot glaziovii","Plantae","Magnoliopsida","LC"
"Marginatocereus marginatus","Plantae","Magnoliopsida","DD"
"Melaleuca linariifolia","Plantae","Magnoliopsida","LC"
"Melanorrhoea laccifera","Plantae","Magnoliopsida","LC"
"Melastoma dodecandrum","Plantae","Magnoliopsida","LC"
"Millettia pulchra","Plantae","Magnoliopsida","LC"
"Mimusops elengi","Plantae","Magnoliopsida","LC"
"Moringa oleifera","Plantae","Magnoliopsida","LC"
"Musa cavendishii","Plantae","Magnoliopsida","LC"
"Musa coccinea","Plantae","Magnoliopsida","EN"
"Musa ornata","Plantae","Magnoliopsida","LC"
"Mussaenda erythrophylla","Plantae","Magnoliopsida","LC"
"Mussaenda frondosa","Plantae","Magnoliopsida","LC"
"Myristica ceylanica","Plantae","Magnoliopsida","VU"
"Myristica elliptica","Plantae","Magnoliopsida","LC"
"Myristica fragrans","Plantae","Magnoliopsida","DD"
"Myroxylon balsamum","Plantae","Magnoliopsida","LC"
"Myroxylon toluiferum","Plantae","Magnoliopsida","LC"
"Myrtillocactus geometrizans","Plantae","Magnoliopsida","LC"
"Najas guadalupensis","Plantae","Magnoliopsida","LC"
"Nephelium lappaceum","Plantae","Magnoliopsida","LC"
"Neptunia plena","Plantae","Magnoliopsida","LC"
"Nitella flexilis","Plantae","Charophyceae","LC"
"Nitella tenuissima","Plantae","Charophyceae","LC"
"Nopalea cochenillifera","Plantae","Magnoliopsida","DD"
"Nymphaea lotus","Plantae","Magnoliopsida","LC"
"Nymphaea odorata","Plantae","Magnoliopsida","LC"
"Nymphoides peltata","Plantae","Magnoliopsida","LC"
"Ochna serrulata","Plantae","Magnoliopsida","LC"
"Opuntia basilaris","Plantae","Magnoliopsida","LC"
"Opuntia elatior","Plantae","Magnoliopsida","LC"
"Opuntia lagunae","Plantae","Magnoliopsida","LC"
"Opuntia leucotricha","Plantae","Magnoliopsida","LC"
"Opuntia microdasys","Plantae","Magnoliopsida","LC"
"Opuntia stricta","Plantae","Magnoliopsida","LC"
"Orbignya cohune","Plantae","Magnoliopsida","LC"
"Ormosia monosperma","Plantae","Magnoliopsida","LC"
"Oroxylum indicum","Plantae","Magnoliopsida","LC"
"Pachycereus pecten-aboriginum","Plantae","Magnoliopsida","LC"
"Pachycereus pringlei","Plantae","Magnoliopsida","LC"
"Pachypodium geayi","Plantae","Magnoliopsida","LC"
"Palaquium gutta","Plantae","Magnoliopsida","NT"
"Pandanus boninensis","Plantae","Magnoliopsida","LC"
"Pandanus dubius","Plantae","Magnoliopsida","LC"
"Paphiopedilum argus","Plantae","Magnoliopsida","EN"
"Paphiopedilum barbatum","Plantae","Magnoliopsida","EN"
"Paphiopedilum bellatulum","Plantae","Magnoliopsida","EN"
"Paphiopedilum callosum","Plantae","Magnoliopsida","EN"
"Paphiopedilum ciliolare","Plantae","Magnoliopsida","EN"
"Paphiopedilum concolor","Plantae","Magnoliopsida","EN"
"Paphiopedilum dayanum","Plantae","Magnoliopsida","CR"
"Paphiopedilum delenatii","Plantae","Magnoliopsida","CR"
"Paphiopedilum exul","Plantae","Magnoliopsida","CR"
"Paphiopedilum fairrieanum","Plantae","Magnoliopsida","CR"
"Paphiopedilum glaucophyllum","Plantae","Magnoliopsida","EN"
"Paphiopedilum godefroyae","Plantae","Magnoliopsida","EN"
"Paphiopedilum haynaldianum","Plantae","Magnoliopsida","EN"
"Paphiopedilum hirsutissimum","Plantae","Magnoliopsida","VU"
"Paphiopedilum insigne","Plantae","Magnoliopsida","EN"
"Paphiopedilum javanicum","Plantae","Magnoliopsida","EN"
"Paphiopedilum lowii","Plantae","Magnoliopsida","EN"
"Paphiopedilum niveum","Plantae","Magnoliopsida","EN"
"Paphiopedilum parishii","Plantae","Magnoliopsida","EN"
"Paphiopedilum philippinense","Plantae","Magnoliopsida","NT"
"Paphiopedilum primulinum","Plantae","Magnoliopsida","CR"
"Paphiopedilum spicerianum","Plantae","Magnoliopsida","EN"
"Paphiopedilum stonei","Plantae","Magnoliopsida","CR"
"Paphiopedilum sukhakulii","Plantae","Magnoliopsida","CR"
"Paphiopedilum tonsum","Plantae","Magnoliopsida","EN"
"Paphiopedilum venustum","Plantae","Magnoliopsida","EN"
"Paphiopedilum villosum","Plantae","Magnoliopsida","VU"
"Parmentiera cereifera","Plantae","Magnoliopsida","LC"
"Paurotis wrightii","Plantae","Magnoliopsida","LC"
"Peltophorum africanum","Plantae","Magnoliopsida","LC"
"Peniocereus greggii","Plantae","Magnoliopsida","LC"
"Pereskia aculeata","Plantae","Magnoliopsida","LC"
"Pereskia grandifolia","Plantae","Magnoliopsida","LC"
"Pereskia sacharosa","Plantae","Magnoliopsida","LC"
"Polygonum barbatum","Plantae","Magnoliopsida","LC"
"Phalaenopsis violacea","Plantae","Magnoliopsida","VU"
"Phaseolus coccineus","Plantae","Magnoliopsida","LC"
"Phaseolus nanus","Plantae","Magnoliopsida","LC"
"Philodendron gloriosum","Plantae","Magnoliopsida","VU"
"Phoenix reclinata","Plantae","Magnoliopsida","LC"
"Phoenix rupicola","Plantae","Magnoliopsida","LR/nt"
"Phyllanthus microcarpus","Plantae","Magnoliopsida","LC"
"Picea glauca","Plantae","Pinopsida","LC"
"Pinus armandii","Plantae","Pinopsida","LC"
"Pinus attenuata","Plantae","Pinopsida","LC"
"Pinus banksiana","Plantae","Pinopsida","LC"
"Pinus canariensis","Plantae","Pinopsida","LC"
"Pinus clausa","Plantae","Pinopsida","LC"
"Pinus densata","Plantae","Pinopsida","LC"
"Pinus densiflora","Plantae","Pinopsida","LC"
"Pinus echinata","Plantae","Pinopsida","LC"
"Pinus elliottii","Plantae","Pinopsida","LC"
"Pinus halepensis","Plantae","Pinopsida","LC"
"Pinus insularis","Plantae","Pinopsida","LC"
"Pinus koraiensis","Plantae","Pinopsida","LC"
"Pinus massoniana","Plantae","Pinopsida","LC"
"Pinus merkusii","Plantae","Pinopsida","VU"
"Pinus nigra","Plantae","Pinopsida","LC"
"Pinus oocarpa","Plantae","Pinopsida","LC"
"Pinus palustris","Plantae","Pinopsida","EN"
"Pinus patula","Plantae","Pinopsida","LC"
"Pinus pinaster","Plantae","Pinopsida","LC"
"Pinus pinea","Plantae","Pinopsida","LC"
"Pinus radiata","Plantae","Pinopsida","EN"
"Pinus rigida","Plantae","Pinopsida","LC"
"Pinus roxburghii","Plantae","Pinopsida","LC"
"Pinus strobus","Plantae","Pinopsida","LC"
"Pinus sylvestris","Plantae","Pinopsida","LC"
"Pinus taeda","Plantae","Pinopsida","LC"
"Pinus yunnanensis","Plantae","Pinopsida","LC"
"Piper aduncum","Plantae","Magnoliopsida","LC"
"Pisonia umbellifera","Plantae","Magnoliopsida","LC"
"Pistacia terebinthus","Plantae","Magnoliopsida","LC"
"Pithecellobium dulce","Plantae","Magnoliopsida","LC"
"Pleurozia gigantea","Plantae","Jungermanniopsida","LC"
"Plumeria obtusa","Plantae","Magnoliopsida","LC"
"Podocarpus elongatus","Plantae","Pinopsida","LC"
"Podocarpus gracilior","Plantae","Pinopsida","LC"
"Podocarpus imbricatus","Plantae","Pinopsida","LC"
"Pogostemon stellatus","Plantae","Magnoliopsida","LC"
"Polaskia chichipe","Plantae","Magnoliopsida","LC"
"Polyalthia longifolia","Plantae","Magnoliopsida","LC"
"Polyscias balfouriana","Plantae","Magnoliopsida","DD"
"Polyscias crispata","Plantae","Magnoliopsida","LC"
"Polyscias scutellaria","Plantae","Magnoliopsida","LC"
"Populus deltoides","Plantae","Magnoliopsida","LC"
"Populus nigra","Plantae","Magnoliopsida","DD"
"Posoqueria longiflora","Plantae","Magnoliopsida","LC"
"Prunella vulgaris","Plantae","Magnoliopsida","LC"
"Prunus glandulosa","Plantae","Magnoliopsida","NT"
"Prunus serrulata","Plantae","Magnoliopsida","LC"
"Prunus taiwaniana","Plantae","Magnoliopsida","VU"
"Prunus transarisanensis","Plantae","Magnoliopsida","LR/nt"
"Pseudophoenix vinifera","Plantae","Magnoliopsida","VU"
"Pseudotaxus chienii","Plantae","Pinopsida","VU"
"Pseudotsuga menziesii","Plantae","Pinopsida","LC"
"Pterocarpus santalinus","Plantae","Magnoliopsida","EN"
"Pterocarya stenoptera","Plantae","Magnoliopsida","LC"
"Pterospermum acerifolium","Plantae","Magnoliopsida","LC"
"Pyrenaria shinkoensis","Plantae","Magnoliopsida","LC"
"Quassia amara","Plantae","Magnoliopsida","LC"
"Ravenea rivularis","Plantae","Magnoliopsida","VU"
"Rebutia minuscula","Plantae","Magnoliopsida","LC"
"Rhaphiolepis indica","Plantae","Magnoliopsida","LC"
"Rhopalostylis sapida","Plantae","Magnoliopsida","LR/cd"
"Rhus trichocarpa","Plantae","Magnoliopsida","LC"
"Rotala indica","Plantae","Magnoliopsida","LC"
"Sabal minor","Plantae","Magnoliopsida","LC"
"Sabal palmetto","Plantae","Magnoliopsida","LC"
"Sanguisorba officinalis","Plantae","Magnoliopsida","LC"
"Santalum album","Plantae","Magnoliopsida","VU"
"Saraca indica","Plantae","Magnoliopsida","LC"
"Sarracenia leucophylla","Plantae","Magnoliopsida","VU"
"Sassafras tzumu","Plantae","Magnoliopsida","LC"
"Schoenoplectiella mucronata","Plantae","Magnoliopsida","LC"
"Schoenoplectiella supina","Plantae","Magnoliopsida","LC"
"Scindapsus hederaceus","Plantae","Magnoliopsida","LC"
"Scleria harlandii","Plantae","Magnoliopsida","LC"
"Scolopia chinensis","Plantae","Magnoliopsida","LC"
"Selenicereus grandiflorus","Plantae","Magnoliopsida","LC"
"Senecio scandens","Plantae","Magnoliopsida","LC"
"Sequoia sempervirens","Plantae","Pinopsida","EN"
"Sequoiadendron giganteum","Plantae","Pinopsida","EN"
"Sesbania bispinosa","Plantae","Magnoliopsida","LC"
"Sesbania javanica","Plantae","Magnoliopsida","LC"
"Severinia buxifolia","Plantae","Magnoliopsida","LC"
"Silene vulgaris","Plantae","Magnoliopsida","LC"
"Silybum marianum","Plantae","Magnoliopsida","LC"
"Sindora supa","Plantae","Magnoliopsida","VU"
"Sonneratia alba","Plantae","Magnoliopsida","LC"
"Sophora japonica","Plantae","Magnoliopsida","DD"
"Spiraea cantoniensis","Plantae","Magnoliopsida","LC"
"Stapelia hirsuta","Plantae","Magnoliopsida","LC"
"Stephanotis floribunda","Plantae","Magnoliopsida","VU"
"Sterculia acerifolia","Plantae","Magnoliopsida","LC"
"Sterculia alata","Plantae","Magnoliopsida","LC"
"Sterculia foetida","Plantae","Magnoliopsida","LC"
"Streptocarpus saxorum","Plantae","Magnoliopsida","LC"
"Daphniphyllum macropodum","Plantae","Magnoliopsida","LC"
"Acer buergerianum formosanum","Plantae","Magnoliopsida","CR"
"Acer palmatum pubescens","Plantae","Magnoliopsida","LC"
"Ailanthus altissima tanakai","Plantae","Magnoliopsida","EN"
"Allium bakeri morrisonense","Plantae","Magnoliopsida","DD"
"Alopecurus aequalis amurensis","Plantae","Magnoliopsida","LC"
"Cassia sophera penghuana","Plantae","Magnoliopsida","LC"
"Chamaecrista leschenaultiana","Plantae","Magnoliopsida","LC"
"Neolitsea sericea aurata","Plantae","Magnoliopsida","LC"
"Phellodendron amurense wilsonii","Plantae","Magnoliopsida","DD"
"Juncus effusus decipiens","Plantae","Magnoliopsida","LC"
"Juniperus chinensis chinensis","Plantae","Pinopsida","LC"
"Cyperus mitis","Plantae","Magnoliopsida","LC"
"Ipomoea cordatotriloba","Plantae","Magnoliopsida","LC"
"Melastoma sanguineum","Plantae","Magnoliopsida","LC"
"Abelmoschus manihot","Plantae","Magnoliopsida","DD"
"Acer buergerianum","Plantae","Magnoliopsida","LC"
"Sporobolus indicus","Plantae","Magnoliopsida","LC"
"Anneslea fragrans","Plantae","Magnoliopsida","LC"
"Artocarpus rigidus","Plantae","Magnoliopsida","LC"
"Bolboschoenus maritimus","Plantae","Magnoliopsida","LC"
"Urochloa ramosa","Plantae","Magnoliopsida","LC"
"Erythrina corallodendron","Plantae","Magnoliopsida","LC"
"Flacourtia indica","Plantae","Magnoliopsida","LC"
"Tsuga chinensis","Plantae","Pinopsida","LC"
"Vicia sativa","Plantae","Magnoliopsida","LC"
"Ipomoea pes-caprae","Plantae","Magnoliopsida","LC"
"Jatropha gossypiifolia","Plantae","Magnoliopsida","LC"
"Juncus effusus","Plantae","Magnoliopsida","LC"
"Juniperus procumbens","Plantae","Pinopsida","LC"
"Keteleeria davidiana","Plantae","Pinopsida","LC"
"Kyllinga sesquiflora","Plantae","Magnoliopsida","LC"
"Sagittaria guayanensis","Plantae","Magnoliopsida","LC"
"Sapium sebiferum","Plantae","Magnoliopsida","LC"
"Rhynchospora rugosa","Plantae","Magnoliopsida","LC"
"Trapa natans","Plantae","Magnoliopsida","LC"
"Melaleuca cajuputi","Plantae","Magnoliopsida","LC"
"Musa itinerans","Plantae","Magnoliopsida","LC"
"Commelina erecta","Plantae","Magnoliopsida","LC"
"Cornus kousa","Plantae","Magnoliopsida","LC"
"Crateva adansonii","Plantae","Magnoliopsida","LC"
"Daphniphyllum glaucescens oldhamii lanyuense","Plantae","Magnoliopsida","LC"
"Prosopis juliflora","Plantae","Magnoliopsida","LC"
"Senna sulfurea","Plantae","Magnoliopsida","LC"
"Ficus superba","Plantae","Magnoliopsida","LC"
"Camellia tenuifolia","Plantae","Magnoliopsida","LC"
"Camphora kanahirae","Plantae","Magnoliopsida","LC"
"Cyperus tuberosus","Plantae","Magnoliopsida","LC"
"Mussaenda albiflora","Plantae","Magnoliopsida","VU"
"Nymphaea nouchali","Plantae","Magnoliopsida","LC"
"Quercus stenophylloides","Plantae","Magnoliopsida","LC"
"Lindernia mollis","Plantae","Magnoliopsida","LC"
"Lithocarpus taitoensis","Plantae","Magnoliopsida","LC"
"Azolla mexicana","Plantae","Polypodiopsida","LC"
"Elaeocarpus sylvestris","Plantae","Magnoliopsida","LC"
"Elatine ambigua","Plantae","Magnoliopsida","LC"
"Nuphar pumila","Plantae","Magnoliopsida","LC"
"Wolffia globosa","Plantae","Magnoliopsida","LC"
"Daphniphyllum pentandrum","Plantae","Magnoliopsida","LC"
"Phyllanthus reticulatus","Plantae","Magnoliopsida","LC"
"Equisetum ramosissimum debile","Plantae","Polypodiopsida","LC"
"Camphora philippinensis","Plantae","Magnoliopsida","VU"
"Musa basjoo","Plantae","Magnoliopsida","LC"
"Passiflora suberosa","Plantae","Magnoliopsida","LC"
"Chimonanthus praecox","Plantae","Magnoliopsida","LC"
"Elatine triandra","Plantae","Magnoliopsida","LC"
"Pyrenaria microcarpa","Plantae","Magnoliopsida","LC"
"Chara fibrosa","Plantae","Charophyceae","LC"
"Prunus marsupialis","Plantae","Magnoliopsida","LC"
"Marsilea crenata","Plantae","Polypodiopsida","LC"
"Schoenoplectus validus","Plantae","Magnoliopsida","LC"
"Eulophia taiwanensis","Plantae","Magnoliopsida","EN"
"Polygonum persicaria","Plantae","Magnoliopsida","LC"
"Polygonum pubescens","Plantae","Magnoliopsida","LC"
"Callitriche verna","Plantae","Magnoliopsida","LC"
"Eurya acuminata","Plantae","Magnoliopsida","LC"
"Juniperus tsukusiensis","Plantae","Pinopsida","DD"
"Boehmeria zollingeriana","Plantae","Magnoliopsida","LC"
