"taxonUUID","taxonRank","parentUUID","taxon_id","simplifiedScientificName","kingdom","class","nativeness","endemism","protectedStatusTW","categoryRedlistTW","categoryIUCN","sensitiveCategory","categoryRedlistVersionTW","rank","new_simple_name","is_endemic","is_hybrid","alien_type","new_iucn","new_redlistTW","new_protected","genus","specificEpithet","infraspecies","corrected_iucn","corrected_redlistTW","corrected_protected","comparison_name","comparison_IUCN","comparison_redlistTW","comparison_protected"
"a769ca0e-caf1-4a9a-b4a1-81606f8e8b17","species","e3858360-3ba8-4361-addc-a748c87ee1dd","t0066584","Kishinouyepenaeopsis cornuta","Animalia","Malacostraca","native","","","","","",NA,"species","Parapenaeopsis cornuta","FALSE","FALSE","native","","","","Parapenaeopsis","cornuta",NA,"","","",FALSE,TRUE,TRUE,TRUE
"87da5b92-a2f6-4958-88ec-939cae94c00f","species","3c0db4dd-986e-4c68-8ea4-87a28141613f","t0065492","Heterocarpus hayashi","Animalia","Malacostraca","native","","","","","",NA,"species","Heterocarpus hayashii","FALSE","FALSE","native","","","","Heterocarpus","hayashii",NA,"","","",FALSE,TRUE,TRUE,TRUE
"ef3ef472-da14-416c-8d9f-b4271c2b1656","species","57f04a21-8ac8-419c-8b53-bf7696a9276c","t0078013","Charybdis obtusifrons","Animalia","Malacostraca","native","","","","","",NA,"species","Goniosupradens obtusifrons","FALSE","FALSE","native","","","","Goniosupradens","obtusifrons",NA,"","","",FALSE,TRUE,TRUE,TRUE
"9862ee1a-3fd2-4e8e-a3a6-796158c15d09","species","6e0f17ea-5aae-48c8-9786-a390d1824e47","t0033342","Thalamita demani","Animalia","Malacostraca","native","","","","","",NA,"species","Trierarchus demani","FALSE","FALSE","native","","","","Trierarchus","demani",NA,"","","",FALSE,TRUE,TRUE,TRUE
"8f4873b7-a2ed-4fe3-9e3e-5addd8c93538","species","ba15c58e-2972-42bd-a6f9-8cd8074c59d2","t0061813","Discoplax rotundum","Animalia","Malacostraca","native","","","","","",NA,"species","Tuerkayana rotundum","FALSE","FALSE","native","","","","Tuerkayana","rotundum",NA,"","","",FALSE,TRUE,TRUE,TRUE
"a0d75f53-d849-49a2-81bc-efaa76b33a82","species","155f341a-db8c-436a-9556-495cc318113f","t0079075","Conchodytes meleagrinea","Animalia","Malacostraca","native","","","","","",NA,"species","Conchodytes meleagrinae","FALSE","FALSE","native","","","","Conchodytes","meleagrinae",NA,"","","",FALSE,TRUE,TRUE,TRUE
"292249f6-369b-46ce-bbe5-7e9d02d7b592","species","d26e21cc-364b-4d43-99d5-05ebcca290f1","t0082939","Panulirus peniciliatus","Animalia","Malacostraca","native","","","","","",NA,"species","Panulirus penicillatus","FALSE","FALSE","native","LC","","","Panulirus","penicillatus",NA,"LC","","",FALSE,FALSE,TRUE,TRUE
"74ad851c-784c-4019-8825-fa48baf7c1cb","species","568b6a0c-3ac6-43ce-8c2a-0cd548629974","t0037872","Rhynchocinetes hendersoni","Animalia","Malacostraca","native","","","","","",NA,"species","Cinetorhynchus hendersoni","FALSE","FALSE","native","","","","Cinetorhynchus","hendersoni",NA,"","","",FALSE,TRUE,TRUE,TRUE
"4edc369b-3993-4877-b031-c5bd04febdb9","species","8b2e70f7-03f9-443b-b083-1415b39c3e9a","t0080306","Miyakea holoschista","Animalia","Malacostraca","native","","","","","",NA,"species","Miyakella holoschista","FALSE","FALSE","native","","","","Miyakella","holoschista",NA,"","","",FALSE,TRUE,TRUE,TRUE
"c209c92e-4ebd-4d87-96c3-ea7e025fc14e","species","4d4dd13d-57ee-459d-81bd-407ba9f0928d","t0046238","Totanus taiwanicus","Animalia","Maxillopoda","native","","","","","",NA,"species","Tortanus taiwanicus","FALSE","FALSE","native","","","","Tortanus","taiwanicus",NA,"","","",FALSE,TRUE,TRUE,TRUE
"2c31343a-7332-4a38-8124-d7be6d1ed89c","species","4d4dd13d-57ee-459d-81bd-407ba9f0928d","t0047600","Totanus spinicaudatus","Animalia","Maxillopoda","native","","","","","",NA,"species","Tortanus spinicaudatus","FALSE","FALSE","native","","","","Tortanus","spinicaudatus",NA,"","","",FALSE,TRUE,TRUE,TRUE
"fb2ac646-5754-4e70-9faf-cd545fee033e","species","4d4dd13d-57ee-459d-81bd-407ba9f0928d","t0047601","Totanus vermiculus","Animalia","Maxillopoda","native","","","","","",NA,"species","Tortanus vermiculus","FALSE","FALSE","native","","","","Tortanus","vermiculus",NA,"","","",FALSE,TRUE,TRUE,TRUE
"58c33ae0-c5c9-4212-995f-758db3923dd9","species","4d4dd13d-57ee-459d-81bd-407ba9f0928d","t0047591","Totanus barbatus","Animalia","Maxillopoda","native","","","","","",NA,"species","Tortanus barbatus","FALSE","FALSE","native","","","","Tortanus","barbatus",NA,"","","",FALSE,TRUE,TRUE,TRUE
"d53c6ced-1cd2-4167-a26d-74b256ced1f8","species","4d4dd13d-57ee-459d-81bd-407ba9f0928d","t0047595","Totanus forcipatus","Animalia","Maxillopoda","native","","","","","",NA,"species","Tortanus forcipatus","FALSE","FALSE","native","","","","Tortanus","forcipatus",NA,"","","",FALSE,TRUE,TRUE,TRUE
"0fcb3c6c-fb8d-4f0c-ac42-28a00a708c68","species","4d4dd13d-57ee-459d-81bd-407ba9f0928d","t0047596","Totanus gracilis","Animalia","Maxillopoda","native","","","","","",NA,"species","Tortanus gracilis","FALSE","FALSE","native","","","","Tortanus","gracilis",NA,"","","",FALSE,TRUE,TRUE,TRUE
"d62cadfe-a265-4f83-a4a9-1c6b4aeac149","species","4d4dd13d-57ee-459d-81bd-407ba9f0928d","t0047592","Totanus denticulata","Animalia","Maxillopoda","native","","","","","",NA,"species","Tortanus denticulata","FALSE","FALSE","native","","","","Tortanus","denticulata",NA,"","","",FALSE,TRUE,TRUE,TRUE
"b34fe742-54ac-469c-8137-b6b10a5679d3","species","9e8fa204-31c2-4cab-a221-435803e79287","t0078081","Cheloniba patulla","Animalia","Maxillopoda","native","","","","","",NA,"species","Chelonibia testudinaria","FALSE","FALSE","native","","","","Chelonibia","testudinaria",NA,"","","",FALSE,TRUE,TRUE,TRUE
"9699e96c-9310-44a1-b25a-b8f320b07f4b","species","eea88ac4-bdcc-487d-b31d-6e2204933069","t0030108","Cantherhines multilineatus","Animalia","Actinopterygii","native","","","","DD","",NA,"species","Thamnaconus multilineatus","FALSE","FALSE","native","DD","","","Thamnaconus","multilineatus",NA,"DD","","",FALSE,TRUE,TRUE,TRUE
