"taxonUUID","taxonRank","kingdom","simplifiedScientificName","protectedStatusTW","new_protected","source_process"
"4eb2f8d6-c656-452a-8fcf-bf34d9f6f2a4","species","Animalia","Naja atra","II","","protected_change_sp_output"
