"new_simple_name","taxon_id","kingdom","class","new_iucn","new_protected","new_redlistTW"
"Bulbophyllum pectinatum","t0040506","Plantae","Magnoliopsida",NA,NA,"LC"
"Bulbophyllum pingtungense","t0040507","Plantae","Magnoliopsida",NA,NA,"EN"
"Bulbophyllum retusiusculum","t0040508","Plantae","Magnoliopsida",NA,NA,"LC"
"Sunipia andersonii","t0040510","Plantae","Magnoliopsida",NA,NA,"LC"
"Bulbophyllum setaceum setaceum","t0040511","Plantae","Magnoliopsida",NA,NA,"NT"
"Bulbostylis barbata","t0040513","Plantae","Magnoliopsida",NA,NA,"LC"
"Burmannia championii","t0040517","Plantae","Magnoliopsida",NA,NA,"EN"
"Burmannia cryptopetala","t0040518","Plantae","Magnoliopsida",NA,NA,"VU"
"Burmannia itoana","t0040519","Plantae","Magnoliopsida",NA,NA,"NT"
"Burmannia liukiuensis","t0040520","Plantae","Magnoliopsida",NA,NA,"VU"
"Caesalpinia crista","t0040526","Plantae","Magnoliopsida",NA,NA,"LC"
"Caesalpinia decapetala","t0040527","Plantae","Magnoliopsida",NA,NA,"LC"
"Caesalpinia minax","t0040528","Plantae","Magnoliopsida",NA,NA,"VU"
"Calamagrostis epigeios","t0040533","Plantae","Magnoliopsida",NA,NA,"LC"
"Calamus formosanus","t0040534","Plantae","Magnoliopsida",NA,NA,"LC"
"Calamus siphonospathus","t0040535","Plantae","Magnoliopsida",NA,NA,"NT"
"Calanthe alismifolia","t0040538","Plantae","Magnoliopsida",NA,NA,"LC"
"Calanthe alpina","t0040539","Plantae","Magnoliopsida",NA,NA,"CR"
"Calanthe arcuata","t0040540","Plantae","Magnoliopsida",NA,NA,"LC"
"Calanthe arisanensis","t0040541","Plantae","Magnoliopsida",NA,NA,"LC"
"Calanthe aristulifera","t0040542","Plantae","Magnoliopsida",NA,NA,"LC"
"Calanthe clavata","t0040543","Plantae","Magnoliopsida",NA,NA,"DD"
"Calanthe davidii davidii","t0040544","Plantae","Magnoliopsida",NA,NA,"LC"
"Calanthe graciliflora","t0040545","Plantae","Magnoliopsida",NA,NA,"LC"
"Calanthe puberula","t0040546","Plantae","Magnoliopsida",NA,NA,"LC"
"Calanthe striata","t0040547","Plantae","Magnoliopsida",NA,NA,"NT"
"Calanthe masuca","t0040548","Plantae","Magnoliopsida",NA,NA,"LC"
"Calanthe tricarinata","t0040549","Plantae","Magnoliopsida",NA,NA,"NT"
"Calanthe triplicata","t0040550","Plantae","Magnoliopsida",NA,NA,"LC"
"Callicarpa kochiana","t0040556","Plantae","Magnoliopsida",NA,NA,"LC"
"Callicarpa pilosissima","t0040557","Plantae","Magnoliopsida",NA,NA,"LC"
"Calystegia soldanella","t0040578","Plantae","Magnoliopsida",NA,NA,"NT"
"Distimake vitifolius","t0040590","Plantae","Magnoliopsida",NA,NA,"EN"
"Campanula dimorphantha","t0040591","Plantae","Magnoliopsida",NA,NA,"NT"
"Campylotropis giraldii","t0040609","Plantae","Magnoliopsida",NA,NA,"LC"
"Canavalia cathartica","t0040610","Plantae","Magnoliopsida",NA,NA,"LC"
"Capillipedium assimile","t0040618","Plantae","Magnoliopsida",NA,NA,"LC"
"Capillipedium kwashotensis","t0040619","Plantae","Magnoliopsida",NA,NA,"NT"
"Capillipedium parviflorum","t0040620","Plantae","Magnoliopsida",NA,NA,"LC"
"Capparis micracantha henryi","t0040622","Plantae","Magnoliopsida",NA,NA,"LC"
"Cardamine occulta","t0040626","Plantae","Magnoliopsida",NA,NA,"LC"
"Vincetoxicum atratum","t0046066","Plantae","Magnoliopsida",NA,NA,"EN"
"Vincetoxicum chinense","t0046067","Plantae","Magnoliopsida",NA,NA,"NT"
"Vincetoxicum hirsutum","t0046068","Plantae","Magnoliopsida",NA,NA,"LC"
"Vincetoxicum lui","t0046070","Plantae","Magnoliopsida",NA,NA,"LC"
"Vincetoxicum oshimae","t0046071","Plantae","Magnoliopsida",NA,NA,"LC"
"Vincetoxicum sui","t0046072","Plantae","Magnoliopsida",NA,NA,"LC"
"Vincetoxicum taiwanense","t0046073","Plantae","Magnoliopsida",NA,NA,"NT"
"Limnophila aromaticoides","t0046082","Plantae","Magnoliopsida",NA,NA,"NT"
"Limnophila taoyuanensis","t0046083","Plantae","Magnoliopsida",NA,NA,"EW"
"Limnophila fragrans","t0046095","Plantae","Magnoliopsida",NA,NA,"EN"
"Deutzia cordatula","t0046100","Plantae","Magnoliopsida",NA,NA,"LC"
"Pedicularis refracta transmorrisonensis","t0046101","Plantae","Magnoliopsida",NA,NA,"LC"
"Entada tonkinensis","t0046111","Plantae","Magnoliopsida",NA,NA,"LC"
"Entada rheedei","t0046112","Plantae","Magnoliopsida",NA,NA,"LC"
"Leptopetalum biflorum","t0046113","Plantae","Magnoliopsida",NA,NA,"LC"
"Melastoma malabathricum","t0046118","Plantae","Magnoliopsida",NA,NA,"DD"
"Medinilla taiwaniana","t0046121","Plantae","Magnoliopsida",NA,NA,"LC"
"Heptapleurum arboricola","t0046124","Plantae","Magnoliopsida",NA,NA,"LC"
"Epithema ceylanicum","t0046144","Plantae","Magnoliopsida",NA,NA,"VU"
"Eccoilopus formosanus","t0046160","Plantae","Magnoliopsida",NA,NA,"DD"
"Hemigraphis reptans","t0046167","Plantae","Magnoliopsida",NA,NA,"VU"
"Staurogyne concinnula","t0046168","Plantae","Magnoliopsida",NA,NA,"LC"
"Lysimachia arvensis","t0046172","Plantae","Magnoliopsida",NA,NA,"LC"
"Justicia procumbens","t0046173","Plantae","Magnoliopsida",NA,NA,"LC"
"Rungia chinensis","t0046176","Plantae","Magnoliopsida",NA,NA,"LC"
"Strobilanthes formosanus","t0046177","Plantae","Magnoliopsida",NA,NA,"LC"
"Torilis japonica","t0046182","Plantae","Magnoliopsida",NA,NA,"LC"
"Mnesithea laevis chenii","t0046219","Plantae","Magnoliopsida",NA,NA,"VU"
"Fatoua pilosa","t0046289","Plantae","Magnoliopsida",NA,NA,"LC"
"Fatoua villosa","t0046290","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus aurantiacea parvifolia","t0046292","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus cumingii terminalifolia","t0046295","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus erecta beecheyana","t0046297","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus erecta erecta","t0046298","Plantae","Magnoliopsida",NA,NA,"DD"
"Ficus esquiroliana","t0046299","Plantae","Magnoliopsida",NA,NA,"VU"
"Ficus formosana","t0046302","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus heteropleura","t0046303","Plantae","Magnoliopsida",NA,NA,"VU"
"Ficus irisana","t0046304","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus pedunculosa mearnsii","t0046308","Plantae","Magnoliopsida",NA,NA,"VU"
"Ficus pedunculosa pedunculosa","t0046309","Plantae","Magnoliopsida",NA,NA,"VU"
"Ficus pubinervis","t0046310","Plantae","Magnoliopsida",NA,NA,"NT"
"Ficus pumila awkeotsang","t0046312","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus ruficaulis antaoensis","t0046313","Plantae","Magnoliopsida",NA,NA,"NT"
"Ficus sarmentosa","t0046314","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus superba japonica","t0046317","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus tannoensis","t0046318","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus vaccinioides","t0046320","Plantae","Magnoliopsida",NA,NA,"LC"
"Ficus variegata garciae","t0046321","Plantae","Magnoliopsida",NA,NA,"LC"
"Humulus scandens","t0046323","Plantae","Magnoliopsida",NA,NA,"LC"
"Maclura cochinchinensis","t0046324","Plantae","Magnoliopsida",NA,NA,"LC"
"Malaisia scandens","t0046325","Plantae","Magnoliopsida",NA,NA,"LC"
"Morus australis","t0046326","Plantae","Magnoliopsida",NA,NA,"LC"
"Vallisneria gigantea","t0049252","Plantae","Magnoliopsida",NA,NA,"DD"
"Vanda lamellata","t0049254","Plantae","Magnoliopsida",NA,NA,"VU"
"Vanilla somae","t0049257","Plantae","Magnoliopsida",NA,NA,"LC"
"Vanoverberghia sasakiana","t0049258","Plantae","Magnoliopsida",NA,NA,"VU"
"Ventilago elegans","t0049259","Plantae","Magnoliopsida",NA,NA,"LC"
"Ventilago leiocarpa","t0049260","Plantae","Magnoliopsida",NA,NA,"LC"
"Veratrum formosanum","t0049261","Plantae","Magnoliopsida",NA,NA,"LC"
"Vernonia cinerea parviflora","t0049269","Plantae","Magnoliopsida",NA,NA,"LC"
"Vernonia gratiosa","t0049271","Plantae","Magnoliopsida",NA,NA,"LC"
"Vernonia maritima","t0049272","Plantae","Magnoliopsida",NA,NA,"VU"
"Vernonia patula","t0049273","Plantae","Magnoliopsida",NA,NA,"LC"
"Veronica didyma","t0049275","Plantae","Magnoliopsida",NA,NA,"LC"
"Veronica javanica","t0049277","Plantae","Magnoliopsida",NA,NA,"LC"
"Veronica linariifolia","t0049278","Plantae","Magnoliopsida",NA,NA,"LC"
"Veronica morrisonicola","t0049279","Plantae","Magnoliopsida",NA,NA,"LC"
"Veronica oligosperma","t0049280","Plantae","Magnoliopsida",NA,NA,"LC"
"Veronica taiwanica","t0049283","Plantae","Magnoliopsida",NA,NA,"LC"
"Veronica undulata","t0049284","Plantae","Magnoliopsida",NA,NA,"LC"
"Veronicastrum loshanense","t0049285","Plantae","Magnoliopsida",NA,NA,"CR"
"Viburnum erosum","t0049288","Plantae","Magnoliopsida",NA,NA,"LC"
"Viburnum formosanum","t0049289","Plantae","Magnoliopsida",NA,NA,"LC"
"Viburnum parvifolium","t0049292","Plantae","Magnoliopsida",NA,NA,"LC"
"Viburnum propinquum","t0049294","Plantae","Magnoliopsida",NA,NA,"LC"
"Viburnum sphaerocarpum","t0049295","Plantae","Magnoliopsida",NA,NA,"DD"
"Viburnum taitoense","t0049297","Plantae","Magnoliopsida",NA,NA,"LC"
"Viburnum urceolatum","t0049298","Plantae","Magnoliopsida",NA,NA,"LC"
"Vigna radiata sublobata","t0049308","Plantae","Magnoliopsida",NA,NA,"LC"
"Vigna reflexopilosa","t0049309","Plantae","Magnoliopsida",NA,NA,"LC"
"Viola arcuata","t0049311","Plantae","Magnoliopsida",NA,NA,"LC"
"Viola betonicifolia","t0049313","Plantae","Magnoliopsida",NA,NA,"LC"
"Viola biflora","t0049314","Plantae","Magnoliopsida",NA,NA,"NT"
"Viola confusa","t0049315","Plantae","Magnoliopsida",NA,NA,"LC"
"Viola diffusa","t0049316","Plantae","Magnoliopsida",NA,NA,"LC"
"Viola grypoceras","t0049318","Plantae","Magnoliopsida",NA,NA,"LC"
"Viola mandshurica","t0049320","Plantae","Magnoliopsida",NA,NA,"LC"
"Viola senzanensis","t0049322","Plantae","Magnoliopsida",NA,NA,"LC"
"Viola shinchikuensis","t0049323","Plantae","Magnoliopsida",NA,NA,"LC"
"Viola tenuis","t0049324","Plantae","Magnoliopsida",NA,NA,"LC"
"Viscum angulatum","t0049327","Plantae","Magnoliopsida",NA,NA,"NT"
"Viscum articulatum","t0049328","Plantae","Magnoliopsida",NA,NA,"LC"
"Viscum multinerve","t0049329","Plantae","Magnoliopsida",NA,NA,"NT"
"Vitex rotundifolia","t0049331","Plantae","Magnoliopsida",NA,NA,"LC"
"Vitis amurensis","t0049333","Plantae","Magnoliopsida",NA,NA,"VU"
"Vitis flexuosa","t0049334","Plantae","Magnoliopsida",NA,NA,"NT"
"Vitis kelungensis","t0049335","Plantae","Magnoliopsida",NA,NA,"NT"
"Vrydagzynea nuda","t0049340","Plantae","Magnoliopsida",NA,NA,"LC"
"Wahlenbergia marginata","t0049342","Plantae","Magnoliopsida",NA,NA,"LC"
"Wikstroemia lanceolata","t0049347","Plantae","Magnoliopsida",NA,NA,"NT"
"Wikstroemia mononectaria","t0049348","Plantae","Magnoliopsida",NA,NA,"VU"
"Wikstroemia retusa","t0049349","Plantae","Magnoliopsida",NA,NA,"DD"
"Wikstroemia taiwanensis","t0049350","Plantae","Magnoliopsida",NA,NA,"LC"
"Xyris formosana","t0049357","Plantae","Magnoliopsida",NA,NA,"CR"
"Ypsilandra thibetica","t0049361","Plantae","Magnoliopsida",NA,NA,"LC"
"Yushania niitakayamensis","t0049366","Plantae","Magnoliopsida",NA,NA,"LC"
"Zanthoxylum pistaciiflorum","t0049373","Plantae","Magnoliopsida",NA,NA,"EN"
"Zanthoxylum scandens","t0049374","Plantae","Magnoliopsida",NA,NA,"LC"
"Zanthoxylum schinifolium","t0049375","Plantae","Magnoliopsida",NA,NA,"LC"
"Zanthoxylum wutaiense","t0049377","Plantae","Magnoliopsida",NA,NA,"EN"
"Zehneria mucronata","t0049379","Plantae","Magnoliopsida",NA,NA,"LC"
"Zeuxine flava","t0049383","Plantae","Magnoliopsida",NA,NA,"LC"
"Zeuxine agyokuana","t0049384","Plantae","Magnoliopsida",NA,NA,"LC"
"Zeuxine integrilabella","t0049386","Plantae","Magnoliopsida",NA,NA,"VU"
"Zeuxine kantokeiense","t0049387","Plantae","Magnoliopsida",NA,NA,"DD"
"Zeuxine nervosa","t0049388","Plantae","Magnoliopsida",NA,NA,"LC"
"Zeuxine philippinensis","t0049390","Plantae","Magnoliopsida",NA,NA,"CR"
"Zeuxine tenuifolia","t0049393","Plantae","Magnoliopsida",NA,NA,"LC"
"Zingiber oligophyllum","t0049395","Plantae","Magnoliopsida",NA,NA,"EN"
"Zingiber pleiostachyum","t0049396","Plantae","Magnoliopsida",NA,NA,"LC"
"Zornia cantoniensis","t0049403","Plantae","Magnoliopsida",NA,NA,"LC"
"Zornia intecta","t0049404","Plantae","Magnoliopsida",NA,NA,"VU"
"Zoysia matrella","t0049407","Plantae","Magnoliopsida",NA,NA,"LC"
"Zoysia pacifica","t0049408","Plantae","Magnoliopsida",NA,NA,"NT"
"Zoysia sinica","t0049409","Plantae","Magnoliopsida",NA,NA,"LC"
"Acalypha akoensis","t0052526","Plantae","Magnoliopsida",NA,NA,"DD"
"Adenophora morrisonensis uehatae","t0052534","Plantae","Magnoliopsida",NA,NA,"LC"
"Adinandra lasiostyla","t0052536","Plantae","Magnoliopsida",NA,NA,"LC"
"Aeschynanthus acuminatus","t0052539","Plantae","Magnoliopsida",NA,NA,"LC"
"Agrostis dimorpholemma","t0052544","Plantae","Magnoliopsida",NA,NA,"EN"
"Ainsliaea secundiflora","t0052546","Plantae","Magnoliopsida",NA,NA,"VU"
"Ajuga dictyocarpa","t0052549","Plantae","Magnoliopsida",NA,NA,"VU"
"Ajuga pygmaea","t0052550","Plantae","Magnoliopsida",NA,NA,"VU"
"Akebia longeracemosa","t0052551","Plantae","Magnoliopsida",NA,NA,"LC"
"Alniphyllum pterospermum","t0052556","Plantae","Magnoliopsida",NA,NA,"LC"
"Alpinia nantoensis","t0052569","Plantae","Magnoliopsida",NA,NA,"DD"
"Alpinia oui","t0052570","Plantae","Magnoliopsida",NA,NA,"LC"
"Alpinia uraiensis","t0052572","Plantae","Magnoliopsida",NA,NA,"LC"
"Alyxia monticola","t0052574","Plantae","Magnoliopsida",NA,NA,"NT"
"Alyxia taiwanensis","t0052577","Plantae","Magnoliopsida",NA,NA,"NT"
"Amitostigma alpestre","t0052583","Plantae","Magnoliopsida",NA,NA,"LC"
"Amorphophallus hirtus","t0052587","Plantae","Magnoliopsida",NA,NA,"LC"
"Ampelopsis glandulosa glandulosa","t0052590","Plantae","Magnoliopsida",NA,NA,"LC"
"Anaphalis horaimontana","t0052592","Plantae","Magnoliopsida",NA,NA,"LC"
"Angelica hirsutiflora","t0052593","Plantae","Magnoliopsida",NA,NA,"VU"
"Angelica tarokoensis","t0052594","Plantae","Magnoliopsida",NA,NA,"EN"
"Aniselytron agrostoides","t0052596","Plantae","Magnoliopsida",NA,NA,"LC"
"Anoectochilus formosanus","t0052597","Plantae","Magnoliopsida",NA,NA,"LC"
"Aphyllorchis simplex","t0052603","Plantae","Magnoliopsida",NA,NA,"DD"
"Apios taiwanianus","t0052604","Plantae","Magnoliopsida",NA,NA,"EN"
"Arabidopsis halleri gemmifera","t0052608","Plantae","Magnoliopsida",NA,NA,"EN"
"Aralia decaisneana","t0052610","Plantae","Magnoliopsida",NA,NA,"LC"
"Ardisia japonica","t0052614","Plantae","Magnoliopsida",NA,NA,"LC"
"Ardisia pusilla","t0052615","Plantae","Magnoliopsida",NA,NA,"LC"
"Ardisia virens","t0052617","Plantae","Magnoliopsida",NA,NA,"LC"
"Arenaria serpyllifolia","t0052618","Plantae","Magnoliopsida",NA,NA,"LC"
"Argyreia akoensis","t0052619","Plantae","Magnoliopsida",NA,NA,"CR"
"Arisaema ilanense","t0052620","Plantae","Magnoliopsida",NA,NA,"VU"
"Arisaema nanjenense","t0052621","Plantae","Magnoliopsida",NA,NA,"VU"
"Aristida chinensis","t0052622","Plantae","Magnoliopsida",NA,NA,"CR"
"Aristolochia foveolata","t0052624","Plantae","Magnoliopsida",NA,NA,"NT"
"Aristolochia heterophylla","t0052625","Plantae","Magnoliopsida",NA,NA,"LC"
"Artemisia anomala","t0052626","Plantae","Magnoliopsida",NA,NA,"NT"
"Artemisia capillaris","t0052627","Plantae","Magnoliopsida",NA,NA,"LC"
"Artemisia chingii","t0052628","Plantae","Magnoliopsida",NA,NA,"LC"
"Artemisia fukudo","t0052630","Plantae","Magnoliopsida",NA,NA,"LC"
"Artemisia kawakamii","t0052631","Plantae","Magnoliopsida",NA,NA,"LC"
"Artemisia niitakayamensis","t0052632","Plantae","Magnoliopsida",NA,NA,"LC"
"Artemisia oligocarpa","t0052633","Plantae","Magnoliopsida",NA,NA,"LC"
"Artemisia simulans","t0052634","Plantae","Magnoliopsida",NA,NA,"LC"
"Arthraxon pauciflorus","t0052635","Plantae","Magnoliopsida",NA,NA,"DD"
"Arthraxon quartinianus","t0052636","Plantae","Magnoliopsida",NA,NA,"LC"
"Asarum chatienshanianum","t0052643","Plantae","Magnoliopsida",NA,NA,"EN"
"Asarum crassisepalum","t0052644","Plantae","Magnoliopsida",NA,NA,"VU"
"Asarum epigynum","t0052645","Plantae","Magnoliopsida",NA,NA,"VU"
"Asarum satsumense","t0052647","Plantae","Magnoliopsida",NA,NA,"EN"
"Asarum taipingshanianum","t0052648","Plantae","Magnoliopsida",NA,NA,"VU"
"Asarum tawushanianum","t0052649","Plantae","Magnoliopsida",NA,NA,"CR"
"Asarum villisepalum","t0052650","Plantae","Magnoliopsida",NA,NA,"EN"
"Asarum yaeyamense","t0052651","Plantae","Magnoliopsida",NA,NA,"EN"
"Aspidistra daibuensis","t0052654","Plantae","Magnoliopsida",NA,NA,"LC"
"Aster altaicus","t0052656","Plantae","Magnoliopsida",NA,NA,"EN"
"Aster chingshuiensis","t0052657","Plantae","Magnoliopsida",NA,NA,"EN"
"Aster formosanus","t0052658","Plantae","Magnoliopsida",NA,NA,"LC"
"Aster indicus","t0052659","Plantae","Magnoliopsida",NA,NA,"LC"
"Aster itsunboshi","t0052660","Plantae","Magnoliopsida",NA,NA,"DD"
"Aster lasiocladus","t0052661","Plantae","Magnoliopsida",NA,NA,"LC"
"Aster morrisonensis","t0052662","Plantae","Magnoliopsida",NA,NA,"EN"
"Aster oldhamii","t0052663","Plantae","Magnoliopsida",NA,NA,"LC"
"Aster ovalifolius","t0052664","Plantae","Magnoliopsida",NA,NA,"EN"
"Aster taiwanensis","t0052667","Plantae","Magnoliopsida",NA,NA,"LC"
"Aster taoyuenensis","t0052668","Plantae","Magnoliopsida",NA,NA,"EN"
"Astilbe macroflora","t0052670","Plantae","Magnoliopsida",NA,NA,"LC"
"Astragalus nankotaizanensis","t0052672","Plantae","Magnoliopsida",NA,NA,"EN"
"Astragalus nokoensis","t0052673","Plantae","Magnoliopsida",NA,NA,"VU"
"Atriplex maximowicziana","t0052676","Plantae","Magnoliopsida",NA,NA,"LC"
"Atriplex nummularia","t0052677","Plantae","Magnoliopsida",NA,NA,"DD"
"Aucuba japonica","t0052679","Plantae","Magnoliopsida",NA,NA,"LC"
"Balanophora fungosa","t0052685","Plantae","Magnoliopsida",NA,NA,"VU"
"Balanophora japonica","t0052686","Plantae","Magnoliopsida",NA,NA,"CR"
"Balanophora wrightii","t0052687","Plantae","Magnoliopsida",NA,NA,"VU"
"Balanophora yakushimensis","t0052688","Plantae","Magnoliopsida",NA,NA,"EN"
"Bambusa dolichoclada","t0052690","Plantae","Magnoliopsida",NA,NA,"LC"
"Bambusa dolichomerithalla","t0052691","Plantae","Magnoliopsida",NA,NA,"LC"
"Bambusa utilis","t0052693","Plantae","Magnoliopsida",NA,NA,"DD"
"Barbarea taiwaniana","t0052695","Plantae","Magnoliopsida",NA,NA,"EN"
"Phanera championii","t0052696","Plantae","Magnoliopsida",NA,NA,"LC"
"Begonia austrotaiwanensis","t0052697","Plantae","Magnoliopsida",NA,NA,"VU"
"Begonia bouffordii","t0052698","Plantae","Magnoliopsida",NA,NA,"EN"
"Begonia chitoensis","t0052699","Plantae","Magnoliopsida",NA,NA,"LC"
"Begonia chuyunshanensis","t0052700","Plantae","Magnoliopsida",NA,NA,"VU"
"Begonia lukuana","t0052704","Plantae","Magnoliopsida",NA,NA,"VU"
"Begonia nantoensis","t0052706","Plantae","Magnoliopsida",NA,NA,"LC"
"Begonia pinglinensis","t0052707","Plantae","Magnoliopsida",NA,NA,"NT"
"Begonia ravenii","t0052708","Plantae","Magnoliopsida",NA,NA,"NT"
"Begonia taiwaniana","t0052709","Plantae","Magnoliopsida",NA,NA,"LC"
"Begonia tengchiana","t0052710","Plantae","Magnoliopsida",NA,NA,"VU"
"Begonia wutaiana","t0052711","Plantae","Magnoliopsida",NA,NA,"VU"
"Berberis aristatoserrulata","t0052712","Plantae","Magnoliopsida",NA,NA,"DD"
"Berberis brevisepala","t0052713","Plantae","Magnoliopsida",NA,NA,"NT"
"Berberis chingshuiensis","t0052714","Plantae","Magnoliopsida",NA,NA,"CR"
"Berberis hayatana","t0052715","Plantae","Magnoliopsida",NA,NA,"NT"
"Berberis nantoensis","t0052717","Plantae","Magnoliopsida",NA,NA,"VU"
"Berberis pengii","t0052718","Plantae","Magnoliopsida",NA,NA,"NT"
"Berberis ravenii","t0052719","Plantae","Magnoliopsida",NA,NA,"DD"
"Berberis schaaliae","t0052720","Plantae","Magnoliopsida",NA,NA,"NT"
"Berberis tarokoensis","t0052721","Plantae","Magnoliopsida",NA,NA,"CR"
"Berchemia arisanensis","t0052722","Plantae","Magnoliopsida",NA,NA,"VU"
"Berchemia fenchifuensis","t0052723","Plantae","Magnoliopsida",NA,NA,"EN"
"Berchemia formosana","t0052724","Plantae","Magnoliopsida",NA,NA,"LC"
"Berchemia lineata","t0052725","Plantae","Magnoliopsida",NA,NA,"LC"
"Blumea conspicua","t0052729","Plantae","Magnoliopsida",NA,NA,"VU"
"Blumea formosana","t0052730","Plantae","Magnoliopsida",NA,NA,"LC"
"Blumea linearis","t0052732","Plantae","Magnoliopsida",NA,NA,"VU"
"Blumea mollis","t0052733","Plantae","Magnoliopsida",NA,NA,"LC"
"Blumea oblongifolia","t0052734","Plantae","Magnoliopsida",NA,NA,"VU"
"Boehmeria densiflora","t0052736","Plantae","Magnoliopsida",NA,NA,"LC"
"Boehmeria hwaliensis","t0052737","Plantae","Magnoliopsida",NA,NA,"VU"
"Boehmeria longispica","t0052738","Plantae","Magnoliopsida",NA,NA,"EN"
"Boehmeria pilushanensis","t0052740","Plantae","Magnoliopsida",NA,NA,"VU"
"Bothriochloa glabra","t0052746","Plantae","Magnoliopsida",NA,NA,"LC"
"Bredia dulanica","t0052748","Plantae","Magnoliopsida",NA,NA,"VU"
"Bredia oldhamii","t0052749","Plantae","Magnoliopsida",NA,NA,"LC"
"Bromus formosanus","t0052752","Plantae","Magnoliopsida",NA,NA,"NT"
"Bulbophyllum albociliatum brevipedunculatum","t0052756","Plantae","Magnoliopsida",NA,NA,"VU"
"Bulbophyllum ciliisepalum","t0052757","Plantae","Magnoliopsida",NA,NA,"EN"
"Bulbophyllum confragosum","t0052758","Plantae","Magnoliopsida",NA,NA,"DD"
"Bulbophyllum fimbriperianthium","t0052759","Plantae","Magnoliopsida",NA,NA,"CR"
"Bulbophyllum hymenanthum","t0052760","Plantae","Magnoliopsida",NA,NA,"NT"
"Bulbophyllum omerandrum","t0052761","Plantae","Magnoliopsida",NA,NA,"LC"
"Bulbophyllum umbellatum","t0052763","Plantae","Magnoliopsida",NA,NA,"LC"
"Bupleurum kaoi","t0052764","Plantae","Magnoliopsida",NA,NA,"EN"
"Calamagrostis arundinacea","t0052765","Plantae","Magnoliopsida",NA,NA,"LC"
"Calamus beccarii","t0052766","Plantae","Magnoliopsida",NA,NA,"LC"
"Calanthe kinabaluensis","t0052768","Plantae","Magnoliopsida",NA,NA,"DD"
"Calathodes polycarpa","t0052769","Plantae","Magnoliopsida",NA,NA,"EN"
"Callicarpa hypoleucophylla","t0052772","Plantae","Magnoliopsida",NA,NA,"VU"
"Callicarpa japonica","t0052773","Plantae","Magnoliopsida",NA,NA,"LC"
"Callicarpa longissima","t0052774","Plantae","Magnoliopsida",NA,NA,"NT"
"Callicarpa randaiensis","t0052776","Plantae","Magnoliopsida",NA,NA,"LC"
"Callicarpa remotiflora","t0052777","Plantae","Magnoliopsida",NA,NA,"NT"
"Callicarpa remotiserrulata","t0052778","Plantae","Magnoliopsida",NA,NA,"LC"
"Callicarpa tikusikensis","t0052779","Plantae","Magnoliopsida",NA,NA,"LC"
"Callitriche japonica","t0052781","Plantae","Magnoliopsida",NA,NA,"LC"
"Callitriche raveniana","t0052782","Plantae","Magnoliopsida",NA,NA,"DD"
"Camellia nokoensis","t0052788","Plantae","Magnoliopsida",NA,NA,"VU"
"Camellia transnokoensis","t0052791","Plantae","Magnoliopsida",NA,NA,"LC"
"Canavalia lineata","t0052793","Plantae","Magnoliopsida",NA,NA,"LC"
"Capparis floribunda","t0052796","Plantae","Magnoliopsida",NA,NA,"VU"
"Capparis lanceolaris","t0052797","Plantae","Magnoliopsida",NA,NA,"CR"
"Capparis sabiifolia","t0052798","Plantae","Magnoliopsida",NA,NA,"LC"
"Cardamine agyokumontana","t0052801","Plantae","Magnoliopsida",NA,NA,"DD"
"Cardamine impatiens","t0052803","Plantae","Magnoliopsida",NA,NA,"LC"
"Cardamine nipponica","t0052804","Plantae","Magnoliopsida",NA,NA,"DD"
"Carex alliiformis","t0052807","Plantae","Magnoliopsida",NA,NA,"NT"
"Carex alopecuroides","t0052808","Plantae","Magnoliopsida",NA,NA,"LC"
"Carex alterniflora","t0052809","Plantae","Magnoliopsida",NA,NA,"LC"
"Carex arisanensis","t0052810","Plantae","Magnoliopsida",NA,NA,"LC"
"Carex atrata","t0052811","Plantae","Magnoliopsida",NA,NA,"LC"
"Carex bilateralis","t0052813","Plantae","Magnoliopsida",NA,NA,"LC"
"Carex brachyanthera","t0052814","Plantae","Magnoliopsida",NA,NA,"LC"
"Carex breviculmis","t0052815","Plantae","Magnoliopsida",NA,NA,"LC"
"Carex brevicuspis","t0052816","Plantae","Magnoliopsida",NA,NA,"NT"
"Carex breviscapa","t0052817","Plantae","Magnoliopsida",NA,NA,"LC"
"Carex brownii","t0052818","Plantae","Magnoliopsida",NA,NA,"DD"
"Carex brunnea","t0052819","Plantae","Magnoliopsida",NA,NA,"LC"
"Carex capillacea","t0052820","Plantae","Magnoliopsida",NA,NA,"NT"
"Carex jisaburo-ohwiana","t0052821","Plantae","Magnoliopsida",NA,NA,"NT"
"Carex chrysolepis","t0052822","Plantae","Magnoliopsida",NA,NA,"LC"
"Carex cryptostachys","t0052823","Plantae","Magnoliopsida",NA,NA,"VU"
"Carex daxinensis","t0052824","Plantae","Magnoliopsida",NA,NA,"DD"
"Carex fernaldiana","t0052828","Plantae","Magnoliopsida",NA,NA,"LC"
