"new_simple_name","taxon_id","kingdom","class","new_iucn"
"Delonix regia","t0053309","Plantae","Magnoliopsida","LC"
"Dendrobium officinale","t0053312","Plantae","Magnoliopsida","CR"
"Dendrobium leptocladum","t0053321","Plantae","Magnoliopsida","EN"
"Dendrobium moniliforme","t0053325","Plantae","Magnoliopsida","EN"
"Dendrocalamus giganteus","t0053332","Plantae","Magnoliopsida","LC"
"Dendrocnide meyeniana","t0053336","Plantae","Magnoliopsida","LC"
"Dendrolobium umbellatum","t0053338","Plantae","Magnoliopsida","LC"
"Dendropanax dentiger","t0053339","Plantae","Magnoliopsida","LC"
"Derris trifoliata","t0053342","Plantae","Magnoliopsida","LC"
"Deschampsia flexuosa","t0053344","Plantae","Magnoliopsida","DD"
"Desmanthus virgatus","t0053345","Plantae","Magnoliopsida","LC"
"Desmodium intortum","t0053350","Plantae","Magnoliopsida","LC"
"Leptodesmia microphylla","t0053352","Plantae","Magnoliopsida","LC"
"Grona triflora","t0053357","Plantae","Magnoliopsida","LC"
"Dichondra micrantha","t0053370","Plantae","Magnoliopsida","LC"
"Dictyosperma album","t0053372","Plantae","Magnoliopsida","CR"
"Digitaria longiflora","t0053387","Plantae","Magnoliopsida","LC"
"Digitaria violascens","t0053391","Plantae","Magnoliopsida","LC"
"Dillenia indica","t0053392","Plantae","Magnoliopsida","LC"
"Dimeria ornithopoda","t0053394","Plantae","Magnoliopsida","LC"
"Dimocarpus longan","t0053395","Plantae","Magnoliopsida","DD"
"Dioscorea bulbifera","t0053402","Plantae","Magnoliopsida","LC"
"Dioscorea persimilis","t0053413","Plantae","Magnoliopsida","NT"
"Diospyros digyna","t0053416","Plantae","Magnoliopsida","LC"
"Diospyros eriantha","t0053418","Plantae","Magnoliopsida","LC"
"Diospyros japonica","t0053419","Plantae","Magnoliopsida","LC"
"Diospyros kaki","t0053420","Plantae","Magnoliopsida","LC"
"Diospyros kotoensis","t0053421","Plantae","Magnoliopsida","EN"
"Diospyros maritima","t0053422","Plantae","Magnoliopsida","LC"
"Diospyros morrisiana","t0053423","Plantae","Magnoliopsida","LC"
"Diospyros oldhamii","t0053424","Plantae","Magnoliopsida","LC"
"Diospyros rhombifolia","t0053425","Plantae","Magnoliopsida","LC"
"Diospyros vaccinioides","t0053426","Plantae","Magnoliopsida","CR"
"Diplacrum caricinum","t0053427","Plantae","Magnoliopsida","LC"
"Distyliopsis dunnii","t0053437","Plantae","Magnoliopsida","LC"
"Distylium gracile","t0053438","Plantae","Magnoliopsida","EN"
"Distylium racemosum","t0053439","Plantae","Magnoliopsida","LC"
"Dopatrium junceum","t0053440","Plantae","Magnoliopsida","LC"
"Dracaena fragrans","t0053442","Plantae","Magnoliopsida","LC"
"Dracaena reflexa","t0053445","Plantae","Magnoliopsida","LC"
"Drosera indica","t0053448","Plantae","Magnoliopsida","LC"
"Drosera peltata","t0053449","Plantae","Magnoliopsida","LC"
"Duranta erecta","t0053459","Plantae","Magnoliopsida","LC"
"Durio zibethinus","t0053461","Plantae","Magnoliopsida","DD"
"Dysoxylum cumingianum","t0053463","Plantae","Magnoliopsida","LC"
"Dysoxylum hongkongense","t0053464","Plantae","Magnoliopsida","LC"
"Echinochloa crus-galli","t0053468","Plantae","Magnoliopsida","LC"
"Echinochloa frumentacea","t0053469","Plantae","Magnoliopsida","LC"
"Eclipta prostrata","t0053472","Plantae","Magnoliopsida","LC"
"Ehretia acuminata","t0053475","Plantae","Magnoliopsida","LC"
"Ehretia dicksonii","t0053476","Plantae","Magnoliopsida","LC"
"Ehretia longiflora","t0053477","Plantae","Magnoliopsida","LC"
"Ehretia philippinensis","t0053478","Plantae","Magnoliopsida","LC"
"Ehretia resinosa","t0053479","Plantae","Magnoliopsida","LC"
"Elaeagnus conferta","t0053481","Plantae","Magnoliopsida","LC"
"Elaeagnus oldhamii","t0053487","Plantae","Magnoliopsida","LC"
"Elaeagnus tarokoensis","t0053489","Plantae","Magnoliopsida","VU"
"Elaeagnus umbellata","t0053491","Plantae","Magnoliopsida","LC"
"Elaeis guineensis","t0053492","Plantae","Magnoliopsida","LC"
"Elaeocarpus argenteus","t0053493","Plantae","Magnoliopsida","LC"
"Elaeocarpus japonicus","t0053495","Plantae","Magnoliopsida","LC"
"Elaeocarpus multiflorus","t0053497","Plantae","Magnoliopsida","LC"
"Eleocharis acicularis","t0053509","Plantae","Magnoliopsida","LC"
"Eleocharis acutangula","t0053510","Plantae","Magnoliopsida","LC"
"Eleocharis geniculata","t0053512","Plantae","Magnoliopsida","LC"
"Eleocharis ochrostachys","t0053513","Plantae","Magnoliopsida","LC"
"Eleocharis retroflexa","t0053514","Plantae","Magnoliopsida","LC"
"Eleusine indica","t0053519","Plantae","Magnoliopsida","LC"
"Ensete glaucum","t0053532","Plantae","Magnoliopsida","LC"
"Epiphyllum oxypetalum","t0053544","Plantae","Magnoliopsida","LC"
"Eragrostis atrovirens","t0053553","Plantae","Magnoliopsida","LC"
"Eragrostis japonica","t0053563","Plantae","Magnoliopsida","LC"
"Eragrostis unioloides","t0053572","Plantae","Magnoliopsida","LC"
"Eriobotrya deflexa","t0053584","Plantae","Magnoliopsida","LC"
"Eriocaulon cinereum","t0053587","Plantae","Magnoliopsida","LC"
"Eriocaulon nepalense","t0053589","Plantae","Magnoliopsida","LC"
"Eriocaulon sexangulare","t0053590","Plantae","Magnoliopsida","LC"
"Eriocaulon truncatum","t0053592","Plantae","Magnoliopsida","LC"
"Eriochloa procera","t0053593","Plantae","Magnoliopsida","LC"
"Erythrina crista-galli","t0053600","Plantae","Magnoliopsida","LC"
"Erythrina variegata","t0053601","Plantae","Magnoliopsida","LC"
"Erythrorchis altissima","t0053604","Plantae","Magnoliopsida","LC"
"Eucalyptus cinerea","t0053605","Plantae","Magnoliopsida","NT"
"Eucalyptus robusta","t0053606","Plantae","Magnoliopsida","NT"
"Euchlaena mexicana","t0053607","Plantae","Magnoliopsida","LC"
"Eugenia uniflora","t0053612","Plantae","Magnoliopsida","LC"
"Euonymus carnosus","t0053623","Plantae","Magnoliopsida","LC"
"Euonymus cochinchinensis","t0053624","Plantae","Magnoliopsida","LC"
"Euonymus huangii","t0053626","Plantae","Magnoliopsida","LC"
"Euonymus laxiflorus","t0053628","Plantae","Magnoliopsida","LC"
"Euphorbia cotinifolia","t0053637","Plantae","Magnoliopsida","LC"
"Euphorbia heterophylla","t0053642","Plantae","Magnoliopsida","LC"
"Euphorbia milii","t0053643","Plantae","Magnoliopsida","LC"
"Euphorbia pulcherrima","t0053645","Plantae","Magnoliopsida","LC"
"Euphorbia tirucalli","t0053648","Plantae","Magnoliopsida","LC"
"Eurya gnaphalocarpa","t0053656","Plantae","Magnoliopsida","LC"
"Eurya rengechiensis","t0053661","Plantae","Magnoliopsida","EN"
"Euryale ferox","t0053664","Plantae","Magnoliopsida","LC"
"Euscaphis japonica","t0053665","Plantae","Magnoliopsida","LC"
"Eustigma oblongifolium","t0053667","Plantae","Magnoliopsida","LC"
"Exacum affine","t0053670","Plantae","Magnoliopsida","LC"
"Excoecaria agallocha","t0053671","Plantae","Magnoliopsida","LC"
"Fagraea ceilanica","t0053676","Plantae","Magnoliopsida","LC"
"Fagus hayatae","t0053677","Plantae","Magnoliopsida","VU"
"Fatsia polycarpa","t0053679","Plantae","Magnoliopsida","LR/nt"
"Festuca arundinacea","t0053680","Plantae","Magnoliopsida","DD"
"Festuca ovina","t0053685","Plantae","Magnoliopsida","LC"
"Festuca parvigluma","t0053686","Plantae","Magnoliopsida","LC"
"Festuca rubra","t0053687","Plantae","Magnoliopsida","DD"
"Ficus carica","t0053689","Plantae","Magnoliopsida","LC"
"Ficus elastica","t0053690","Plantae","Magnoliopsida","LC"
"Ficus lyrata","t0053691","Plantae","Magnoliopsida","LC"
"Ficus religiosa","t0053692","Plantae","Magnoliopsida","LC"
"Fimbristylis autumnalis","t0053696","Plantae","Magnoliopsida","LC"
"Fimbristylis bisumbellata","t0053697","Plantae","Magnoliopsida","LC"
"Fimbristylis complanata","t0053698","Plantae","Magnoliopsida","LC"
"Fimbristylis cymosa","t0053699","Plantae","Magnoliopsida","LC"
"Fimbristylis dichotoma","t0053700","Plantae","Magnoliopsida","LC"
"Fimbristylis nutans","t0053707","Plantae","Magnoliopsida","LC"
"Fimbristylis ovata","t0053708","Plantae","Magnoliopsida","LC"
"Fimbristylis polytrichoides","t0053709","Plantae","Magnoliopsida","LC"
"Fimbristylis schoenoides","t0053710","Plantae","Magnoliopsida","LC"
"Fimbristylis squarrosa","t0053713","Plantae","Magnoliopsida","LC"
"Fimbristylis tetragona","t0053716","Plantae","Magnoliopsida","LC"
"Flacourtia inermis","t0053720","Plantae","Magnoliopsida","LC"
"Flacourtia rukam","t0053722","Plantae","Magnoliopsida","LC"
"Floscopa scandens","t0053728","Plantae","Magnoliopsida","LC"
"Flueggea virosa","t0053730","Plantae","Magnoliopsida","LC"
"Fraxinus griffithii","t0053733","Plantae","Magnoliopsida","LC"
"Fraxinus insularis","t0053734","Plantae","Magnoliopsida","LC"
"Fuirena ciliaris","t0053736","Plantae","Magnoliopsida","LC"
"Fuirena umbellata","t0053737","Plantae","Magnoliopsida","LC"
"Galium trifidum","t0053757","Plantae","Magnoliopsida","LC"
"Garcinia dulcis","t0053758","Plantae","Magnoliopsida","LC"
"Garcinia linii","t0053760","Plantae","Magnoliopsida","EN"
"Garcinia livingstonei","t0053761","Plantae","Magnoliopsida","LC"
"Garcinia mangostana","t0053762","Plantae","Magnoliopsida","DD"
"Garcinia multiflora","t0053763","Plantae","Magnoliopsida","LC"
"Garcinia subelliptica","t0053764","Plantae","Magnoliopsida","LC"
"Garcinia xanthochymus","t0053765","Plantae","Magnoliopsida","LC"
"Gardenia jasminoides","t0053766","Plantae","Magnoliopsida","LC"
"Gastrodia elata","t0053783","Plantae","Magnoliopsida","VU"
"Geranium pusillum","t0053812","Plantae","Magnoliopsida","EN"
"Geranium robertianum","t0053813","Plantae","Magnoliopsida","LC"
"Ginkgo biloba","t0053818","Plantae","Ginkgoopsida","EN"
"Gleditsia rolfei","t0053821","Plantae","Magnoliopsida","EN"
"Glinus lotoides","t0053822","Plantae","Magnoliopsida","LC"
"Glochidion rubrum","t0053823","Plantae","Magnoliopsida","LC"
"Glycine tabacina","t0053828","Plantae","Magnoliopsida","LC"
"Gnaphalium polycaulon","t0053834","Plantae","Magnoliopsida","LC"
"Gomphandra luzoniensis","t0053837","Plantae","Magnoliopsida","LC"
"Goniothalamus amuyon","t0053841","Plantae","Magnoliopsida","VU"
"Gonocaryum calleryanum","t0053842","Plantae","Magnoliopsida","LC"
"Gossypium herbaceum","t0053864","Plantae","Magnoliopsida","DD"
"Gossypium hirsutum","t0053865","Plantae","Magnoliopsida","DD"
"Grangea maderaspatana","t0053866","Plantae","Magnoliopsida","LC"
"Grevillea robusta","t0053867","Plantae","Magnoliopsida","LC"
"Grewia abutilifolia","t0053868","Plantae","Magnoliopsida","LC"
"Grewia biloba","t0053869","Plantae","Magnoliopsida","LC"
"Grewia eriocarpa","t0053870","Plantae","Magnoliopsida","LC"
"Grewia tiliifolia","t0053873","Plantae","Magnoliopsida","LC"
"Guettarda speciosa","t0053874","Plantae","Magnoliopsida","LC"
"Habenaria dentata","t0053885","Plantae","Magnoliopsida","VU"
"Haematoxylum campechianum","t0053894","Plantae","Magnoliopsida","LC"
"Halodule pinifolia","t0053895","Plantae","Magnoliopsida","LC"
"Halophila beccari","t0053896","Plantae","Magnoliopsida","VU"
"Halophila decipiens","t0053897","Plantae","Magnoliopsida","LC"
"Hedychium coronarium","t0053903","Plantae","Magnoliopsida","DD"
"Helianthus annuus","t0053906","Plantae","Magnoliopsida","LC"
"Helicia cochinchinensis","t0053908","Plantae","Magnoliopsida","LC"
"Helicia formosana","t0053909","Plantae","Magnoliopsida","LC"
"Hemarthria compressa","t0053916","Plantae","Magnoliopsida","LC"
"Hemipilia cordifolia","t0053921","Plantae","Magnoliopsida","EN"
"Heritiera littoralis","t0053922","Plantae","Magnoliopsida","LC"
"Hevea brasiliensis","t0053928","Plantae","Magnoliopsida","LC"
"Hibiscus tiliaceus","t0053938","Plantae","Magnoliopsida","LC"
"Hiptage benghalensis","t0053941","Plantae","Magnoliopsida","LC"
"Holarrhena pubescens","t0053942","Plantae","Magnoliopsida","LC"
"Holcoglossum quasipinifolium","t0053943","Plantae","Magnoliopsida","EN"
"Homalanthus fastuosus","t0053945","Plantae","Magnoliopsida","LC"
"Homonoia riparia","t0053948","Plantae","Magnoliopsida","LC"
"Hordeum vulgare","t0053949","Plantae","Magnoliopsida","LC"
"Hydrangea aspera","t0053954","Plantae","Magnoliopsida","LC"
"Hydrangea paniculata","t0053959","Plantae","Magnoliopsida","LC"
"Hydrilla verticillata","t0053961","Plantae","Magnoliopsida","LC"
"Hydrocharis dubia","t0053962","Plantae","Magnoliopsida","LC"
"Hydrocotyle sibthorpioides","t0053971","Plantae","Magnoliopsida","LC"
"Hydrocotyle verticillata","t0053972","Plantae","Magnoliopsida","LC"
"Hydrocotyle vulgaris","t0053973","Plantae","Magnoliopsida","LC"
"Ilex arisanensis","t0054008","Plantae","Magnoliopsida","EN"
"Ilex bioritsensis","t0054010","Plantae","Magnoliopsida","LC"
"Ilex cochinchinensis","t0054011","Plantae","Magnoliopsida","LC"
"Ilex ficoidea","t0054013","Plantae","Magnoliopsida","LC"
"Ilex formosana","t0054014","Plantae","Magnoliopsida","LC"
"Ilex goshiensis","t0054015","Plantae","Magnoliopsida","LC"
"Ilex micrococca","t0054021","Plantae","Magnoliopsida","LC"
"Ilex pedunculosa","t0054022","Plantae","Magnoliopsida","LC"
"Ilex rarasanensis","t0054024","Plantae","Magnoliopsida","EN"
"Ilex rotunda","t0054025","Plantae","Magnoliopsida","LC"
"Ilex tugitakayamensis","t0054027","Plantae","Magnoliopsida","EN"
"Ilex uraiensis","t0054028","Plantae","Magnoliopsida","EN"
"Illicium anisatum","t0054029","Plantae","Magnoliopsida","NT"
"Indigofera galegoides","t0054040","Plantae","Magnoliopsida","LC"
"Indigofera pedicellata","t0054044","Plantae","Magnoliopsida","LC"
"Indigofera suffruticosa","t0054048","Plantae","Magnoliopsida","LC"
"Indigofera tinctoria","t0054050","Plantae","Magnoliopsida","LC"
"Indigofera zollingeriana","t0054053","Plantae","Magnoliopsida","LC"
"Ipomoea alba","t0054055","Plantae","Magnoliopsida","LC"
"Ipomoea aquatica","t0054056","Plantae","Magnoliopsida","LC"
"Ipomoea biflora","t0054057","Plantae","Magnoliopsida","LC"
"Ipomoea cairica","t0054058","Plantae","Magnoliopsida","LC"
"Ipomoea hederacea","t0054060","Plantae","Magnoliopsida","DD"
"Ipomoea lacunosa","t0054064","Plantae","Magnoliopsida","LC"
"Ipomoea littoralis","t0054065","Plantae","Magnoliopsida","LC"
"Ipomoea triloba","t0054074","Plantae","Magnoliopsida","LC"
"Isachne albens","t0054083","Plantae","Magnoliopsida","LC"
"Isachne globosa","t0054086","Plantae","Magnoliopsida","LC"
"Ischaemum muticum","t0054092","Plantae","Magnoliopsida","LC"
"Ixora philippinensis","t0054107","Plantae","Magnoliopsida","LC"
"Jatropha multifida","t0054118","Plantae","Magnoliopsida","LC"
"Juglans regia","t0054121","Plantae","Magnoliopsida","LC"
"Juncus marginatus","t0054126","Plantae","Magnoliopsida","LC"
"Juncus wallichianus","t0054131","Plantae","Magnoliopsida","LC"
"Kalanchoe daigremontiana","t0054141","Plantae","Magnoliopsida","EN"
"Kleinhovia hospita","t0054148","Plantae","Magnoliopsida","LC"
"Lagerstroemia speciosa","t0054161","Plantae","Magnoliopsida","LC"
"Lagerstroemia indica","t0054162","Plantae","Magnoliopsida","LC"
"Lagerstroemia subcostata","t0054164","Plantae","Magnoliopsida","LC"
"Lathyrus odoratus","t0054182","Plantae","Magnoliopsida","CR"
"Laurus nobilis","t0054184","Plantae","Magnoliopsida","LC"
"Lecythis minor","t0054192","Plantae","Magnoliopsida","LC"
"Lecythis zabucajo","t0054193","Plantae","Magnoliopsida","LC"
"Leea philippinensis","t0054195","Plantae","Magnoliopsida","NT"
"Leersia hexandra","t0054196","Plantae","Magnoliopsida","LC"
"Lemna aequinoctialis","t0054197","Plantae","Magnoliopsida","LC"
"Lemna trisulca","t0054198","Plantae","Magnoliopsida","LC"
"Leptochloa fusca fascicularis","t0054213","Plantae","Magnoliopsida","LC"
"Leptochloa panicea","t0054215","Plantae","Magnoliopsida","LC"
"Lespedeza bicolor","t0054217","Plantae","Magnoliopsida","LC"
"Leucosyke quadrinervia","t0054223","Plantae","Magnoliopsida","EN"
"Licuala spinosa","t0054224","Plantae","Magnoliopsida","LC"
"Ligustrum ibota","t0054228","Plantae","Magnoliopsida","LC"
"Ligustrum pricei","t0054232","Plantae","Magnoliopsida","DD"
"Ligustrum sinense","t0054234","Plantae","Magnoliopsida","LC"
"Lindera aggregata","t0054241","Plantae","Magnoliopsida","LC"
"Lindera akoensis","t0054242","Plantae","Magnoliopsida","LC"
"Lindera communis","t0054243","Plantae","Magnoliopsida","LC"
"Lindera erythrocarpa","t0054244","Plantae","Magnoliopsida","LC"
"Lindera glauca","t0054245","Plantae","Magnoliopsida","LC"
"Lindera megaphylla","t0054246","Plantae","Magnoliopsida","LC"
"Liquidambar formosana","t0054279","Plantae","Magnoliopsida","LC"
"Lithocarpus amygdalifolius","t0054284","Plantae","Magnoliopsida","LC"
"Lithocarpus dodonaeifolius","t0054286","Plantae","Magnoliopsida","EN"
"Lithocarpus hancei","t0054287","Plantae","Magnoliopsida","LC"
"Lithocarpus konishii","t0054288","Plantae","Magnoliopsida","LC"
"Lithocarpus lepidocarpus","t0054289","Plantae","Magnoliopsida","LC"
"Lithocarpus shinsuiensis","t0054291","Plantae","Magnoliopsida","EN"
"Litsea acutivena","t0054293","Plantae","Magnoliopsida","LC"
"Litsea akoensis","t0054294","Plantae","Magnoliopsida","LC"
"Litsea coreana","t0054295","Plantae","Magnoliopsida","LC"
"Litsea garciae","t0054296","Plantae","Magnoliopsida","LC"
"Litsea glutinosa","t0054297","Plantae","Magnoliopsida","LC"
"Litsea hypophaea","t0054298","Plantae","Magnoliopsida","LC"
"Litsea morrisonensis","t0054300","Plantae","Magnoliopsida","LC"
"Lobelia heyneana","t0054306","Plantae","Magnoliopsida","LC"
"Lobelia zeylanica","t0054310","Plantae","Magnoliopsida","LC"
"Lolium perenne","t0054312","Plantae","Magnoliopsida","LC"
"Pouteria campechiana","t0054325","Plantae","Magnoliopsida","LC"
"Ludwigia adscendens","t0054327","Plantae","Magnoliopsida","LC"
"Ludwigia hyssopifolia","t0054330","Plantae","Magnoliopsida","LC"
"Ludwigia octovalvis","t0054331","Plantae","Magnoliopsida","LC"
"Ludwigia palustris","t0054333","Plantae","Magnoliopsida","LC"
"Ludwigia perennis","t0054334","Plantae","Magnoliopsida","LC"
"Ludwigia repens","t0054335","Plantae","Magnoliopsida","LC"
"Lumnitzera racemosa","t0054340","Plantae","Magnoliopsida","LC"
"Lupinus angustifolius","t0054341","Plantae","Magnoliopsida","LC"
"Luzula multiflora","t0054343","Plantae","Magnoliopsida","LC"
"Lycopus lucidus","t0054348","Plantae","Magnoliopsida","LC"
"Maackia taiwanensis","t0054363","Plantae","Magnoliopsida","EN"
"Macadamia ternifolia","t0054364","Plantae","Magnoliopsida","EN"
"Machilus konishii","t0054365","Plantae","Magnoliopsida","LC"
"Machilus thunbergii","t0054368","Plantae","Magnoliopsida","LC"
"Machilus zuihoensis","t0054369","Plantae","Magnoliopsida","LC"
"Maclura tricuspidata","t0054370","Plantae","Magnoliopsida","LC"
"Macrotyloma uniflorum","t0054372","Plantae","Magnoliopsida","LC"
"Magnolia coco","t0054375","Plantae","Magnoliopsida","DD"
"Mahonia oiwakensis","t0054378","Plantae","Magnoliopsida","VU"
"Mallotus tiliifolius","t0054384","Plantae","Magnoliopsida","LC"
"Malpighia glabra","t0054386","Plantae","Magnoliopsida","LC"
"Malpighia mexicana","t0054387","Plantae","Magnoliopsida","LC"
"Malus hupehensis","t0054388","Plantae","Magnoliopsida","LC"
"Malvaviscus arboreus","t0054394","Plantae","Magnoliopsida","LC"
"Mangifera indica","t0054396","Plantae","Magnoliopsida","DD"
"Manilkara zapota","t0054398","Plantae","Magnoliopsida","LC"
"Margaritaria indica","t0054401","Plantae","Magnoliopsida","LC"
"Cyperus cyperinus","t0054403","Plantae","Magnoliopsida","LC"
"Maytenus emarginata","t0054409","Plantae","Magnoliopsida","LC"
"Medicago sativa","t0054419","Plantae","Magnoliopsida","LC"
"Melaleuca cajuputi cumingiana","t0054422","Plantae","Magnoliopsida","DD"
"Melanolepis multiglandulosa","t0054425","Plantae","Magnoliopsida","LC"
"Melia azedarach","t0054428","Plantae","Magnoliopsida","LC"
"Melicope triphylla","t0054430","Plantae","Magnoliopsida","LC"
"Meliosma rigida","t0054434","Plantae","Magnoliopsida","LC"
"Meliosma squamulata","t0054435","Plantae","Magnoliopsida","LC"
"Melochia corchorifolia","t0054438","Plantae","Magnoliopsida","LC"
"Memecylon lanceolatum","t0054441","Plantae","Magnoliopsida","NT"
"Mentha canadensis","t0054443","Plantae","Magnoliopsida","LC"
"Metasequoia glyptostroboides","t0054449","Plantae","Pinopsida","EN"
"Magnolia figo","t0054451","Plantae","Magnoliopsida","LC"
"Microtropis fokienensis","t0054465","Plantae","Magnoliopsida","LC"
"Microtropis japonica","t0054466","Plantae","Magnoliopsida","LC"
"Millettia pachycarpa","t0054470","Plantae","Magnoliopsida","LC"
"Mimosa pigra","t0054472","Plantae","Magnoliopsida","LC"
"Mimosa pudica","t0054473","Plantae","Magnoliopsida","LC"
"Monochoria vaginalis","t0054489","Plantae","Magnoliopsida","LC"
"Morinda citrifolia","t0054496","Plantae","Magnoliopsida","LC"
"Morinda umbellata","t0054498","Plantae","Magnoliopsida","LC"
"Morus alba","t0054499","Plantae","Magnoliopsida","LC"
"Muntingia calabura","t0054505","Plantae","Magnoliopsida","LC"
"Murraya euchrestifolia","t0054510","Plantae","Magnoliopsida","LC"
"Musa acuminata","t0054511","Plantae","Magnoliopsida","LC"
"Musa balbisiana","t0054512","Plantae","Magnoliopsida","LC"
"Musa insularimontana","t0054513","Plantae","Magnoliopsida","CR"
"Musa textilis","t0054515","Plantae","Magnoliopsida","NT"
"Musa yamiensis","t0054516","Plantae","Magnoliopsida","CR"
"Myriophyllum spicatum","t0054526","Plantae","Magnoliopsida","LC"
"Myriophyllum ussuriense","t0054527","Plantae","Magnoliopsida","LC"
"Myrsine seguinii","t0054529","Plantae","Magnoliopsida","LC"
"Najas gracillima","t0054532","Plantae","Magnoliopsida","LC"
"Najas graminea","t0054533","Plantae","Magnoliopsida","LC"
"Najas indica","t0054534","Plantae","Magnoliopsida","LC"
"Najas marina","t0054535","Plantae","Magnoliopsida","LC"
"Najas minor","t0054536","Plantae","Magnoliopsida","LC"
"Nelsonia canescens","t0054541","Plantae","Magnoliopsida","LC"
"Dypsis decaryi","t0054543","Plantae","Magnoliopsida","VU"
"Neolitsea acuminatissima","t0054546","Plantae","Magnoliopsida","LC"
"Neolitsea buisanensis","t0054547","Plantae","Magnoliopsida","LC"
"Neolitsea daibuensis","t0054548","Plantae","Magnoliopsida","NT"
"Neolitsea hiiranensis","t0054549","Plantae","Magnoliopsida","NT"
"Neolitsea konishii","t0054550","Plantae","Magnoliopsida","LC"
"Neolitsea parvigemma","t0054551","Plantae","Magnoliopsida","LC"
"Neolitsea sericea","t0054552","Plantae","Magnoliopsida","LC"
"Neolitsea villosa","t0054553","Plantae","Magnoliopsida","LC"
"Neottia acuminata","t0054555","Plantae","Magnoliopsida","LC"
"Nerium oleander","t0054571","Plantae","Magnoliopsida","LC"
"Nothapodytes insularis","t0054590","Plantae","Magnoliopsida","EN"
"Nuphar pumila","t0054592","Plantae","Magnoliopsida","LC"
"Nymphaea rubra","t0054594","Plantae","Magnoliopsida","LC"
"Nymphaea tetragona","t0054596","Plantae","Magnoliopsida","LC"
"Nymphoides aurantiaca","t0054597","Plantae","Magnoliopsida","LC"
"Nymphoides hydrophylla","t0054598","Plantae","Magnoliopsida","LC"
"Nymphoides indica","t0054599","Plantae","Magnoliopsida","LC"
"Olax imbricata","t0054620","Plantae","Magnoliopsida","LC"
"Ophioglossum reticulatum","t0054625","Plantae","Polypodiopsida","LC"
"Ophiopogon intermedius","t0054626","Plantae","Magnoliopsida","LC"
"Oplismenus compositus","t0054632","Plantae","Magnoliopsida","LC"
"Oreocnide pedunculata","t0054634","Plantae","Magnoliopsida","LC"
"Oreocnide trinervis","t0054635","Plantae","Magnoliopsida","LC"
"Oryza australiensis","t0054646","Plantae","Magnoliopsida","LC"
"Oryza brachyantha","t0054647","Plantae","Magnoliopsida","LC"
"Oryza eichingeri","t0054648","Plantae","Magnoliopsida","LC"
"Oryza glaberrima","t0054649","Plantae","Magnoliopsida","LC"
"Oryza latifolia","t0054650","Plantae","Magnoliopsida","LC"
"Oryza minuta","t0054651","Plantae","Magnoliopsida","LC"
"Oryza nivara","t0054652","Plantae","Magnoliopsida","LC"
"Oryza officinalis","t0054653","Plantae","Magnoliopsida","LC"
"Oryza punctata","t0054654","Plantae","Magnoliopsida","LC"
"Oryza rufipogon","t0054655","Plantae","Magnoliopsida","LC"
"Osmanthus fragrans","t0054660","Plantae","Magnoliopsida","LC"
"Osmanthus matsumuranus","t0054663","Plantae","Magnoliopsida","LC"
"Osmoxylon pectinatum","t0054664","Plantae","Magnoliopsida","LC"
"Ottelia alismoides","t0054666","Plantae","Magnoliopsida","LC"
"Pachira aquatica","t0054670","Plantae","Magnoliopsida","LC"
"Palaquium formosanum","t0054676","Plantae","Magnoliopsida","VU"
"Panicum humile","t0054683","Plantae","Magnoliopsida","LC"
"Panicum repens","t0054689","Plantae","Magnoliopsida","LC"
"Panicum sumatrense","t0054691","Plantae","Magnoliopsida","LC"
"Parnassia palustris","t0054701","Plantae","Magnoliopsida","LC"
"Paspalidium flavidum","t0054705","Plantae","Magnoliopsida","LC"
"Paspalidium punctatum","t0054706","Plantae","Magnoliopsida","LC"
"Paspalum conjugatum","t0054707","Plantae","Magnoliopsida","LC"
"Paspalum distichum","t0054709","Plantae","Magnoliopsida","LC"
"Paspalum fimbriatum","t0054710","Plantae","Magnoliopsida","LC"
"Paspalum longifolium","t0054711","Plantae","Magnoliopsida","LC"
"Paspalum paniculatum","t0054714","Plantae","Magnoliopsida","LC"
"Paspalum plicatulum","t0054715","Plantae","Magnoliopsida","LC"
"Paspalum urvillei","t0054718","Plantae","Magnoliopsida","LC"
"Paspalum vaginatum","t0054719","Plantae","Magnoliopsida","LC"
"Paulownia fortunei","t0054727","Plantae","Magnoliopsida","LC"
"Paulownia kawakamii","t0054728","Plantae","Magnoliopsida","CR"
"Pavetta indica","t0054729","Plantae","Magnoliopsida","LC"
"Euphorbia tithymaloides","t0054731","Plantae","Magnoliopsida","LC"
"Pemphis acidula","t0054735","Plantae","Magnoliopsida","LC"
"Persea americana","t0054753","Plantae","Magnoliopsida","LC"
"Persicaria lapathifolia","t0054754","Plantae","Magnoliopsida","LC"
"Phalaris arundinacea","t0054767","Plantae","Magnoliopsida","LC"
"Phaseolus vulgaris","t0054770","Plantae","Magnoliopsida","LC"
"Phleum alpinum","t0054779","Plantae","Magnoliopsida","LC"
"Phoebe formosana","t0054781","Plantae","Magnoliopsida","LC"
"Phoenix canariensis","t0054782","Plantae","Magnoliopsida","LC"
"Photinia serratifolia","t0054787","Plantae","Magnoliopsida","LC"
"Phragmites australis","t0054788","Plantae","Magnoliopsida","LC"
"Phyla nodiflora","t0054796","Plantae","Magnoliopsida","LC"
"Phyllanthus emblica","t0054800","Plantae","Magnoliopsida","LC"
"Phyllanthus reticulatus","t0054803","Plantae","Magnoliopsida","LC"
