"new_simple_name","taxon_id","kingdom","class","new_iucn"
"Adenanthera pavonina","t0060825","Plantae","Magnoliopsida","LC"
"Adenium obesum","t0060826","Plantae","Magnoliopsida","LC"
"Aegle marmelos","t0060845","Plantae","Magnoliopsida","NT"
"Aesculus hippocastanum","t0060864","Plantae","Magnoliopsida","VU"
"Agathis dammara","t0060868","Plantae","Pinopsida","VU"
"Agathis robusta","t0060869","Plantae","Pinopsida","LC"
"Agave angustifolia","t0060870","Plantae","Magnoliopsida","LC"
"Agave attenuata","t0060872","Plantae","Magnoliopsida","LC"
"Agave decipiens","t0060873","Plantae","Magnoliopsida","VU"
"Agave echinoides","t0060874","Plantae","Magnoliopsida","LC"
"Agave ferdinandi-regis","t0060875","Plantae","Magnoliopsida","CR"
"Agave schidigera","t0060876","Plantae","Magnoliopsida","LC"
"Agave victoriae-reginae","t0060877","Plantae","Magnoliopsida","LC"
"Aglaia formosana","t0060878","Plantae","Magnoliopsida","LC"
"Aglaonema simplex","t0060883","Plantae","Magnoliopsida","LC"
"Ailanthus altissima","t0060885","Plantae","Magnoliopsida","LC"
"Aiphanes horrida","t0060888","Plantae","Magnoliopsida","LC"
"Albizia acle","t0060890","Plantae","Magnoliopsida","NT"
"Albizia amara","t0060891","Plantae","Magnoliopsida","LC"
"Albizia chinensis","t0060892","Plantae","Magnoliopsida","LC"
"Albizia harveyi","t0060893","Plantae","Magnoliopsida","LC"
"Albizia lucida","t0060895","Plantae","Magnoliopsida","LC"
"Allium porrum","t0060901","Plantae","Magnoliopsida","LC"
"Alocasia sanderiana","t0060911","Plantae","Magnoliopsida","CR"
"Alstonia scholaris","t0060916","Plantae","Magnoliopsida","LC"
"Amborella trichopoda","t0060927","Plantae","Magnoliopsida","LC"
"Annona cherimola","t0060980","Plantae","Magnoliopsida","LC"
"Antidesma japonicum","t0060997","Plantae","Magnoliopsida","LC"
"Aquilaria malaccensis","t0061012","Plantae","Magnoliopsida","CR"
"Araucaria angustifolia","t0061018","Plantae","Pinopsida","CR"
"Araucaria araucana","t0061019","Plantae","Pinopsida","EN"
"Araucaria hunsteinii","t0061022","Plantae","Pinopsida","NT"
"Archontophoenix alexandrae","t0061023","Plantae","Magnoliopsida","LC"
"Archontophoenix cunninghamiana","t0061024","Plantae","Magnoliopsida","LC"
"Areca triandra","t0061029","Plantae","Magnoliopsida","LC"
"Arenga pinnata","t0061032","Plantae","Magnoliopsida","LC"
"Armoracia rusticana","t0061045","Plantae","Magnoliopsida","LC"
"Arnica montana","t0061046","Plantae","Magnoliopsida","LC"
"Artocarpus integer","t0061058","Plantae","Magnoliopsida","LC"
"Astrophytum asterias","t0061073","Plantae","Magnoliopsida","VU"
"Astrophytum capricorne","t0061074","Plantae","Magnoliopsida","LC"
"Astrophytum ornatum","t0061076","Plantae","Magnoliopsida","VU"
"Styrax formosanus","t0069486","Plantae","Magnoliopsida","LC"
"Styrax japonicus","t0069487","Plantae","Magnoliopsida","LC"
"Cornus controversa","t0069488","Plantae","Magnoliopsida","LC"
"Syagrus romanzoffiana","t0069490","Plantae","Magnoliopsida","LC"
"Symplocarpus foetidus","t0069495","Plantae","Magnoliopsida","LC"
"Symplocos acuminata","t0069496","Plantae","Magnoliopsida","LC"
"Symplocos chinensis","t0069497","Plantae","Magnoliopsida","LC"
"Symplocos cochinchinensis","t0069498","Plantae","Magnoliopsida","LC"
"Syncarpia glomulifera","t0069501","Plantae","Magnoliopsida","LC"
"Syringa vulgaris","t0069506","Plantae","Magnoliopsida","LC"
"Syringodium isoetifolium","t0069507","Plantae","Magnoliopsida","LC"
"Syzygium elliptifolium","t0069512","Plantae","Magnoliopsida","CR"
"Handroanthus chrysanthus","t0069515","Plantae","Magnoliopsida","VU"
"Tabebuia impetiginosa","t0069516","Plantae","Magnoliopsida","NT"
"Tabebuia pentaphylla","t0069518","Plantae","Magnoliopsida","LC"
"Tamarix aphylla","t0069529","Plantae","Magnoliopsida","LC"
"Tecoma stans","t0069551","Plantae","Magnoliopsida","LC"
"Tectona philippinensis","t0069552","Plantae","Magnoliopsida","EN"
"Terminalia calamansanai","t0069561","Plantae","Magnoliopsida","LC"
"Terminalia chebula","t0069562","Plantae","Magnoliopsida","LC"
"Tetrapanax papyriferus","t0069592","Plantae","Magnoliopsida","LC"
"Thelocactus bicolor","t0069615","Plantae","Magnoliopsida","LC"
"Thelocactus hexaedrophorus","t0069616","Plantae","Magnoliopsida","LC"
"Thespesia populnea","t0069621","Plantae","Magnoliopsida","LC"
"Thuja occidentalis","t0069628","Plantae","Pinopsida","LC"
"Thuja plicata","t0069629","Plantae","Pinopsida","LC"
"Thujopsis dolabrata","t0069630","Plantae","Pinopsida","LC"
"Tillandsia cyanea","t0069638","Plantae","Magnoliopsida","NT"
"Toxicodendron radicans","t0069649","Plantae","Magnoliopsida","LC"
"Trachycarpus fortunei","t0069651","Plantae","Magnoliopsida","LC"
"Trema orientalis","t0069669","Plantae","Magnoliopsida","LC"
"Trifolium subterraneum","t0069689","Plantae","Magnoliopsida","LC"
"Tristania conferta","t0069697","Plantae","Magnoliopsida","LC"
"Tsuga canadensis","t0069708","Plantae","Pinopsida","NT"
"Tsuga caroliniana","t0069709","Plantae","Pinopsida","NT"
"Tsuga forrestii","t0069710","Plantae","Pinopsida","VU"
"Tsuga heterophylla","t0069711","Plantae","Pinopsida","LC"
"Tsuga longibracteata","t0069712","Plantae","Pinopsida","NT"
"Turnera ulmifolia","t0069715","Plantae","Magnoliopsida","LC"
"Ulmus americana","t0069722","Plantae","Magnoliopsida","EN"
"Vaccinium dunalianum","t0069745","Plantae","Magnoliopsida","LC"
"Vaccinium wrightii","t0069748","Plantae","Magnoliopsida","LC"
"Veitchia merrillii","t0069773","Plantae","Magnoliopsida","VU"
"Washingtonia robusta","t0069807","Plantae","Magnoliopsida","LC"
"Wodyetia bifurcata","t0069821","Plantae","Magnoliopsida","LR/cd"
"Zamia fischeri","t0069835","Plantae","Cycadopsida","EN"
"Zamia kickxii","t0069837","Plantae","Cycadopsida","EN"
"Zantedeschia albomaculata","t0069839","Plantae","Magnoliopsida","LC"
"Zanthoxylum bungeanum","t0069842","Plantae","Magnoliopsida","LC"
"Ziziphus jujuba","t0069854","Plantae","Magnoliopsida","LC"
"Aztekium ritteri","t0072769","Plantae","Magnoliopsida","LC"
"Bactris major","t0072772","Plantae","Magnoliopsida","LC"
"Bauhinia acuminata","t0072800","Plantae","Magnoliopsida","LC"
"Bauhinia galpinii","t0072802","Plantae","Magnoliopsida","LC"
"Bauhinia racemosa","t0072803","Plantae","Magnoliopsida","LC"
"Bauhinia tomentosa","t0072804","Plantae","Magnoliopsida","LC"
"Beaucarnea recurvata","t0072825","Plantae","Magnoliopsida","CR"
"Bentinckia nicobarica","t0072853","Plantae","Magnoliopsida","EN"
"Berchemia floribunda","t0072855","Plantae","Magnoliopsida","LC"
"Betula chinensis","t0072857","Plantae","Magnoliopsida","LC"
"Bismarckia nobilis","t0072863","Plantae","Magnoliopsida","LC"
"Bixa orellana","t0072864","Plantae","Magnoliopsida","LC"
"Borassus flabellifer","t0072878","Plantae","Magnoliopsida","LC"
"Bougainvillea glabra","t0072885","Plantae","Magnoliopsida","LC"
"Brachychiton rupestris","t0072889","Plantae","Magnoliopsida","LC"
"Breynia fruticosa","t0072911","Plantae","Magnoliopsida","LC"
"Bruguiera gymnorhiza","t0072922","Plantae","Magnoliopsida","LC"
"Brunfelsia uniflora","t0072925","Plantae","Magnoliopsida","LC"
"Buddleja madagascariensis","t0072939","Plantae","Magnoliopsida","LC"
"Bunchosia argentea","t0072944","Plantae","Magnoliopsida","LC"
"Bunchosia armeniaca","t0072945","Plantae","Magnoliopsida","LC"
"Butea monosperma","t0072947","Plantae","Magnoliopsida","LC"
"Butia eriospatha","t0072948","Plantae","Magnoliopsida","VU"
"Buxus microphylla","t0072951","Plantae","Magnoliopsida","LC"
"Buxus sempervirens","t0072952","Plantae","Magnoliopsida","LC"
"Caesalpinia sappan","t0072954","Plantae","Magnoliopsida","LR/lc"
"Caesalpinia tinctoria","t0072955","Plantae","Magnoliopsida","LC"
"Calanthe davidii","t0072959","Plantae","Magnoliopsida","LC"
"Calathea veitchiana","t0072968","Plantae","Magnoliopsida","NT"
"Calliandra surinamensis","t0072973","Plantae","Magnoliopsida","LC"
"Callicarpa formosana","t0072975","Plantae","Magnoliopsida","LC"
"Callicarpa lanata","t0072976","Plantae","Magnoliopsida","LC"
"Callicarpa macrophylla","t0072977","Plantae","Magnoliopsida","LC"
"Callitris preissii","t0072989","Plantae","Pinopsida","LC"
"Callitris rhomboidea","t0072991","Plantae","Pinopsida","LC"
"Camellia chrysantha","t0073015","Plantae","Magnoliopsida","VU"
"Camellia hengchunensis","t0073016","Plantae","Magnoliopsida","NT"
"Camellia lutchuensis","t0073017","Plantae","Magnoliopsida","LC"
"Camellia reticulata","t0073018","Plantae","Magnoliopsida","DD"
"Cananga odorata","t0073027","Plantae","Magnoliopsida","LC"
"Canarium album","t0073028","Plantae","Magnoliopsida","LC"
"Capparis micracantha","t0073036","Plantae","Magnoliopsida","LC"
"Carex longii","t0073044","Plantae","Magnoliopsida","LC"
"Carex tsushimensis","t0073046","Plantae","Magnoliopsida","DD"
"Carnegiea gigantea","t0073049","Plantae","Magnoliopsida","LC"
"Carya illinoinensis","t0073055","Plantae","Magnoliopsida","LC"
"Cassia auriculata","t0073058","Plantae","Magnoliopsida","LC"
"Cassia didymobotrya","t0073059","Plantae","Magnoliopsida","LC"
"Cassia fistula","t0073060","Plantae","Magnoliopsida","LC"
"Cassia javanica","t0073061","Plantae","Magnoliopsida","LC"
"Cassia multijuga","t0073062","Plantae","Magnoliopsida","LC"
"Castanopsis cuspidata","t0073064","Plantae","Magnoliopsida","LC"
"Castilla elastica","t0073066","Plantae","Magnoliopsida","LC"
"Casuarina cunninghamiana","t0073067","Plantae","Magnoliopsida","LC"
"Casuarina fraseriana","t0073068","Plantae","Magnoliopsida","LC"
"Casuarina glauca","t0073069","Plantae","Magnoliopsida","LC"
"Casuarina huegeliana","t0073070","Plantae","Magnoliopsida","LC"
"Casuarina montana","t0073071","Plantae","Magnoliopsida","LC"
"Catalpa ovata","t0073075","Plantae","Magnoliopsida","LC"
"Catalpa speciosa","t0073076","Plantae","Magnoliopsida","LC"
"Catesbaea spinosa","t0073078","Plantae","Magnoliopsida","LC"
"Cedrela odorata","t0073103","Plantae","Magnoliopsida","VU"
"Cedrus deodara","t0073104","Plantae","Pinopsida","LC"
"Ceiba pentandra","t0073105","Plantae","Magnoliopsida","LC"
"Centaurium pulchellum","t0073109","Plantae","Magnoliopsida","LC"
"Cephalocereus senilis","t0073113","Plantae","Magnoliopsida","EN"
"Cephalotaxus fortunei","t0073115","Plantae","Pinopsida","LC"
"Cephalotaxus hainanensis","t0073116","Plantae","Pinopsida","EN"
"Cercis chinensis","t0073137","Plantae","Magnoliopsida","LC"
"Cereus repandus","t0073139","Plantae","Magnoliopsida","LC"
"Cestrum elegans","t0073141","Plantae","Magnoliopsida","LC"
"Chamaecyparis lawsoniana","t0073152","Plantae","Pinopsida","NT"
"Chamaecyparis pisifera","t0073153","Plantae","Pinopsida","LC"
"Chamaedorea cataractarum","t0073154","Plantae","Magnoliopsida","LC"
"Chamaenerion angustifolium","t0073158","Plantae","Magnoliopsida","LC"
"Chara hydropitys","t0073164","Plantae","Charophyceae","LC"
"Chionanthus coriaceus","t0073197","Plantae","Magnoliopsida","NT"
"Chrysophyllum cainito","t0073238","Plantae","Magnoliopsida","LC"
"Chrysophyllum roxburghii","t0073240","Plantae","Magnoliopsida","LC"
"Cinchona calisaya","t0073247","Plantae","Magnoliopsida","LC"
"Cinnamomum brevipedunculatum","t0073250","Plantae","Magnoliopsida","EN"
"Cinnamomum tenuifolium","t0073253","Plantae","Magnoliopsida","LC"
"Citrus maxima","t0073262","Plantae","Magnoliopsida","LC"
"Citrus medica","t0073263","Plantae","Magnoliopsida","LC"
"Clerodendrum quadriloculare","t0073298","Plantae","Magnoliopsida","LC"
"Coccothrinax argentata","t0073342","Plantae","Magnoliopsida","LC"
"Cochlospermum religiosum","t0073344","Plantae","Magnoliopsida","LC"
"Coffea robusta","t0073378","Plantae","Magnoliopsida","LC"
"Cololejeunea magnilobula","t0073400","Plantae","Jungermanniopsida","EN"
"Conophytum bilobum","t0073440","Plantae","Magnoliopsida","VU"
"Coptis trifolia","t0073445","Plantae","Magnoliopsida","LC"
"Cordia aspera","t0073450","Plantae","Magnoliopsida","LC"
"Cordyline stricta","t0073451","Plantae","Magnoliopsida","LC"
"Cornus florida","t0073455","Plantae","Magnoliopsida","LC"
"Corymbia citriodora","t0073459","Plantae","Magnoliopsida","LC"
"Corynopuntia vilis","t0073460","Plantae","Magnoliopsida","LC"
"Corypha umbraculifera","t0073462","Plantae","Magnoliopsida","DD"
"Coryphantha clavata","t0073463","Plantae","Magnoliopsida","LC"
"Coryphantha compacta","t0073464","Plantae","Magnoliopsida","LC"
"Coryphantha elephantidens","t0073465","Plantae","Magnoliopsida","LC"
"Coryphantha erecta","t0073466","Plantae","Magnoliopsida","LC"
"Costus malortieanus","t0073530","Plantae","Magnoliopsida","LC"
"Couroupita guianensis","t0073535","Plantae","Magnoliopsida","LC"
"Crateva religiosa","t0073539","Plantae","Magnoliopsida","LC"
"Crateva unilocularis","t0073540","Plantae","Magnoliopsida","LC"
"Crescentia alata","t0073545","Plantae","Magnoliopsida","LC"
"Crescentia cujete","t0073546","Plantae","Magnoliopsida","LC"
"Cucurbita foetidissima","t0073574","Plantae","Magnoliopsida","LC"
"Cupressus cashmeriana","t0073579","Plantae","Pinopsida","NT"
"Cupressus funebris","t0073580","Plantae","Pinopsida","DD"
"Cupressus lusitanica","t0073582","Plantae","Pinopsida","LC"
"Cupressus sempervirens","t0073584","Plantae","Pinopsida","LC"
"Cycas circinalis","t0073591","Plantae","Cycadopsida","EN"
"Cycas media","t0073592","Plantae","Cycadopsida","LC"
"Cycas rumphii","t0073593","Plantae","Cycadopsida","NT"
"Cycas siamensis","t0073594","Plantae","Cycadopsida","VU"
"Cycas thouarsii","t0073595","Plantae","Cycadopsida","LC"
"Cymodocea rotundata","t0073604","Plantae","Magnoliopsida","LC"
"Cymodocea serrulata","t0073605","Plantae","Magnoliopsida","LC"
"Cyperus imbricatus","t0073609","Plantae","Magnoliopsida","LC"
"Cyperus michelianus","t0073610","Plantae","Magnoliopsida","LC"
"Dalbergia candenatensis","t0073624","Plantae","Magnoliopsida","LC"
"Dalbergia latifolia","t0073625","Plantae","Magnoliopsida","VU"
"Daphniphyllum glaucescens","t0073627","Plantae","Magnoliopsida","LC"
"Datura sanguinea","t0073631","Plantae","Magnoliopsida","EW"
"Dendroceros japonicus","t0073645","Plantae","Anthocerotopsida","EN"
"Derris scandens","t0073653","Plantae","Magnoliopsida","LC"
"Diospyros dumetorum","t0073710","Plantae","Magnoliopsida","LC"
"Dracaena curtisii","t0073744","Plantae","Magnoliopsida","NT"
"Drosera rotundifolia","t0073759","Plantae","Magnoliopsida","LC"
"Dumasia villosa","t0073766","Plantae","Magnoliopsida","LC"
"Dypsis lastelliana","t0073774","Plantae","Magnoliopsida","LC"
"Echinocactus grusonii","t0073783","Plantae","Magnoliopsida","EN"
"Echinocereus berlandieri","t0073784","Plantae","Magnoliopsida","LC"
"Echinocereus cinerascens","t0073785","Plantae","Magnoliopsida","LC"
"Echinocereus dasyacanthus","t0073786","Plantae","Magnoliopsida","LC"
"Echinocereus enneacanthus","t0073787","Plantae","Magnoliopsida","LC"
"Echinocereus fendleri","t0073788","Plantae","Magnoliopsida","LC"
"Echinocereus pectinatus","t0073790","Plantae","Magnoliopsida","LC"
"Echinocereus pentalophus","t0073791","Plantae","Magnoliopsida","LC"
"Echinocereus rigidissimus","t0073792","Plantae","Magnoliopsida","LC"
"Echinocereus triglochidiatus","t0073793","Plantae","Magnoliopsida","LC"
"Echinopsis calochlora","t0073797","Plantae","Magnoliopsida","LC"
"Echinopsis rhodotricha","t0073800","Plantae","Magnoliopsida","LC"
"Eleocharis congesta","t0073822","Plantae","Magnoliopsida","LC"
"Eleocharis dulcis","t0073823","Plantae","Magnoliopsida","LC"
"Enterolobium cyclocarpum","t0073832","Plantae","Magnoliopsida","LC"
"Epidendrum ibaguense","t0073845","Plantae","Magnoliopsida","LC"
"Epiphyllum crenatum","t0073848","Plantae","Magnoliopsida","LC"
"Erythrina abyssinica","t0073860","Plantae","Magnoliopsida","LC"
"Erythrina berteroana","t0073862","Plantae","Magnoliopsida","LC"
"Erythrina caffra","t0073863","Plantae","Magnoliopsida","LC"
"Erythrina vespertilio","t0073865","Plantae","Magnoliopsida","LC"
"Espostoa lanata","t0073868","Plantae","Magnoliopsida","LC"
"Eucalyptus botryoides","t0073881","Plantae","Magnoliopsida","NT"
"Eucalyptus camaldulensis","t0073882","Plantae","Magnoliopsida","NT"
"Eucalyptus diversicolor","t0073884","Plantae","Magnoliopsida","LC"
"Eucalyptus ficifolia","t0073885","Plantae","Magnoliopsida","NT"
"Eucalyptus globulus","t0073886","Plantae","Magnoliopsida","LC"
"Eucalyptus gomphocephala","t0073887","Plantae","Magnoliopsida","VU"
"Eucalyptus grandis","t0073888","Plantae","Magnoliopsida","NT"
"Eucalyptus longifolia","t0073890","Plantae","Magnoliopsida","VU"
"Eucalyptus marginata","t0073892","Plantae","Magnoliopsida","NT"
"Eucalyptus microcorys","t0073893","Plantae","Magnoliopsida","NT"
"Eucalyptus peltata","t0073894","Plantae","Magnoliopsida","LC"
"Eucalyptus perriniana","t0073895","Plantae","Magnoliopsida","LC"
"Eucalyptus polyanthemos","t0073896","Plantae","Magnoliopsida","NT"
"Eucalyptus pulverulenta","t0073897","Plantae","Magnoliopsida","LC"
"Eucalyptus regnans","t0073898","Plantae","Magnoliopsida","LC"
"Eucalyptus resinifera","t0073899","Plantae","Magnoliopsida","LC"
"Eucalyptus saligna","t0073900","Plantae","Magnoliopsida","LC"
"Eucalyptus viminalis","t0073904","Plantae","Magnoliopsida","NT"
"Eugenia grandis","t0073916","Plantae","Magnoliopsida","LC"
"Euonymus lutchuensis","t0073919","Plantae","Magnoliopsida","LC"
"Euphorbia antiquorum","t0073923","Plantae","Magnoliopsida","LC"
"Euphorbia neriifolia","t0073926","Plantae","Magnoliopsida","LC"
"Euphorbia trigona","t0073929","Plantae","Magnoliopsida","DD"
"Eurya macartneyi","t0073934","Plantae","Magnoliopsida","LC"
"Eurya yaeyamensis","t0073937","Plantae","Magnoliopsida","LC"
"Ferocactus fordii","t0073948","Plantae","Magnoliopsida","VU"
"Ferocactus herrerae","t0073949","Plantae","Magnoliopsida","VU"
"Ferocactus townsendianus","t0073951","Plantae","Magnoliopsida","LC"
"Ficus cumingii","t0073954","Plantae","Magnoliopsida","LC"
"Ficus hispida","t0073956","Plantae","Magnoliopsida","LC"
"Ficus racemosa","t0073960","Plantae","Magnoliopsida","LC"
"Ficus rubiginosa","t0073961","Plantae","Magnoliopsida","LC"
"Ficus ruficaulis","t0073962","Plantae","Magnoliopsida","LC"
"Ficus stricta","t0073963","Plantae","Magnoliopsida","LC"
"Firmiana simplex","t0073967","Plantae","Magnoliopsida","LC"
"Fokienia hodginsii","t0073999","Plantae","Pinopsida","VU"
"Frailea schilinzkyana","t0074007","Plantae","Magnoliopsida","VU"
"Fraxinus uhdei","t0074011","Plantae","Magnoliopsida","LC"
"Frullania jackii","t0074036","Plantae","Jungermanniopsida","VU"
"Funtumia elastica","t0074068","Plantae","Magnoliopsida","LC"
"Galactia tenuiflora","t0074074","Plantae","Magnoliopsida","LC"
"Garcinia morella","t0074080","Plantae","Magnoliopsida","LC"
"Gleditsia sinensis","t0074112","Plantae","Magnoliopsida","LC"
"Gliricidia sepium","t0074113","Plantae","Magnoliopsida","LC"
"Gloriosa superba","t0074122","Plantae","Magnoliopsida","LC"
"Gmelina chinensis","t0074132","Plantae","Magnoliopsida","LC"
"Gmelina philippensis","t0074133","Plantae","Magnoliopsida","LC"
"Goniothalamus chinensis","t0074148","Plantae","Magnoliopsida","LR/lc"
"Grevillea banksii","t0074177","Plantae","Magnoliopsida","LC"
"Grewia asiatica","t0074178","Plantae","Magnoliopsida","LC"
"Gymnocalycium baldianum","t0074189","Plantae","Magnoliopsida","LC"
"Gymnocalycium denudatum","t0074190","Plantae","Magnoliopsida","EN"
"Gymnocalycium mihanovichii","t0074191","Plantae","Magnoliopsida","LC"
"Haageocereus decumbens","t0074201","Plantae","Magnoliopsida","LC"
"Hamelia patens","t0074220","Plantae","Magnoliopsida","LC"
"Helianthus debilis","t0074249","Plantae","Magnoliopsida","LC"
"Helianthus tuberosus","t0074250","Plantae","Magnoliopsida","LC"
"Euploca procumbens","t0074255","Plantae","Magnoliopsida","LC"
"Heptapleurum minutistellatum","t0074263","Plantae","Magnoliopsida","LC"
"Hibiscus moscheutos","t0074288","Plantae","Magnoliopsida","LC"
"Howea belmoreana","t0074315","Plantae","Magnoliopsida","VU"
"Hura crepitans","t0074321","Plantae","Magnoliopsida","LC"
"Hydrocotyle javanica","t0074327","Plantae","Magnoliopsida","LC"
"Hygrophila difformis","t0074334","Plantae","Magnoliopsida","LC"
"Hygrophila salicifolia","t0074336","Plantae","Magnoliopsida","LC"
"Hymenaea courbaril","t0074340","Plantae","Magnoliopsida","LC"
"Hyophorbe verschaffeltii","t0074343","Plantae","Magnoliopsida","CR"
"Hyphaene thebaica","t0074344","Plantae","Magnoliopsida","LC"
"Ilex aquifolium","t0074370","Plantae","Magnoliopsida","LC"
"Ilex latifolia","t0074371","Plantae","Magnoliopsida","LC"
"Ilex opaca","t0074372","Plantae","Magnoliopsida","LC"
"Ilex sugerokii","t0074373","Plantae","Magnoliopsida","LC"
"Ilex yunnanensis","t0074374","Plantae","Magnoliopsida","LC"
"Intsia bijuga","t0074377","Plantae","Magnoliopsida","NT"
"Isoetes taiwanensis","t0074390","Plantae","Lycopodiopsida","CR"
"Ixora brachiata","t0074397","Plantae","Magnoliopsida","LC"
"Jacaranda acutifolia","t0074407","Plantae","Magnoliopsida","LC"
"Jasminum humile","t0074422","Plantae","Magnoliopsida","LC"
"Jatropha curcas","t0074428","Plantae","Magnoliopsida","LC"
"Jubaea chilensis","t0074430","Plantae","Magnoliopsida","EN"
"Juniperus chinensis","t0074435","Plantae","Pinopsida","LC"
"Juniperus formosana","t0074436","Plantae","Pinopsida","LC"
"Juniperus procera","t0074437","Plantae","Pinopsida","LC"
"Juniperus virginiana","t0074438","Plantae","Pinopsida","LC"
"Justicia adhatoda","t0074439","Plantae","Magnoliopsida","LC"
"Kalanchoe beharensis","t0074441","Plantae","Magnoliopsida","VU"
"Kalanchoe tomentosa","t0074444","Plantae","Magnoliopsida","LC"
"Keteleeria evelyniana","t0074446","Plantae","Pinopsida","VU"
"Keteleeria fortunei","t0074447","Plantae","Pinopsida","NT"
"Keteleeria pubescens","t0074449","Plantae","Pinopsida","LC"
"Khaya nyasica","t0074450","Plantae","Magnoliopsida","VU"
"Koelreuteria paniculata","t0074464","Plantae","Magnoliopsida","LC"
"Lactaria nakaiana","t0074474","Plantae","Magnoliopsida","LC"
"Lantana involucrata","t0074481","Plantae","Magnoliopsida","LC"
"Latania loddigesii","t0074487","Plantae","Magnoliopsida","EN"
"Latania lontaroides","t0074488","Plantae","Magnoliopsida","EN"
"Latania verschaffeltii","t0074489","Plantae","Magnoliopsida","CR"
"Lawsonia inermis","t0074504","Plantae","Magnoliopsida","LC"
"Leea indica","t0074507","Plantae","Magnoliopsida","LC"
"Lemaireocereus hollianus","t0074533","Plantae","Magnoliopsida","LC"
"Leptospermum scoparium","t0074555","Plantae","Magnoliopsida","LC"
"Lespedeza thunbergii","t0074560","Plantae","Magnoliopsida","DD"
"Leuchtenbergia principis","t0074562","Plantae","Magnoliopsida","LC"
"Lindernia hyssopioides","t0074593","Plantae","Magnoliopsida","LC"
"Craterostigma sessiliflorum","t0074594","Plantae","Magnoliopsida","LC"
"Liquidambar orientalis","t0074600","Plantae","Magnoliopsida","EN"
"Liquidambar styraciflua","t0074601","Plantae","Magnoliopsida","LC"
"Liriodendron chinense","t0074602","Plantae","Magnoliopsida","NT"
"Liriodendron tulipifera","t0074603","Plantae","Magnoliopsida","LC"
"Lithocarpus kawakamii","t0074604","Plantae","Magnoliopsida","LC"
"Litsea acuminata","t0074608","Plantae","Magnoliopsida","LC"
"Litsea cubeba","t0074609","Plantae","Magnoliopsida","LC"
"Litsea elongata","t0074610","Plantae","Magnoliopsida","LC"
"Litsea perrottetii","t0074611","Plantae","Magnoliopsida","NT"
"Litsea rotundifolia","t0074612","Plantae","Magnoliopsida","LC"
"Livistona chinensis","t0074613","Plantae","Magnoliopsida","LC"
"Livistona saribus","t0074616","Plantae","Magnoliopsida","LC"
"Lobelia cardinalis","t0074617","Plantae","Magnoliopsida","LC"
"Lobivia hertrichiana","t0074621","Plantae","Magnoliopsida","EN"
"Lophophora williamsii","t0074639","Plantae","Magnoliopsida","VU"
"Lupinus albus","t0074652","Plantae","Magnoliopsida","LC"
"Lupinus digitatus","t0074653","Plantae","Magnoliopsida","LC"
"Lupinus luteus","t0074656","Plantae","Magnoliopsida","LC"
"Lupinus micranthus","t0074657","Plantae","Magnoliopsida","LC"
"Lupinus nanus","t0074659","Plantae","Magnoliopsida","LC"
"Lupinus polyphyllus","t0074660","Plantae","Magnoliopsida","LC"
"Lyonia ovalifolia","t0074671","Plantae","Magnoliopsida","LC"
"Lysidice rhodostegia","t0074673","Plantae","Magnoliopsida","LC"
"Machilus obovatifolia","t0074679","Plantae","Magnoliopsida","LC"
"Macrozamia communis","t0074693","Plantae","Cycadopsida","LC"
"Magnolia denudata","t0074695","Plantae","Magnoliopsida","LC"
"Magnolia grandiflora","t0074696","Plantae","Magnoliopsida","LC"
"Magnolia liliiflora","t0074697","Plantae","Magnoliopsida","DD"
"Malus halliana","t0074702","Plantae","Magnoliopsida","DD"
"Mammillaria bocasana","t0074704","Plantae","Magnoliopsida","LC"
"Mammillaria bombycina","t0074705","Plantae","Magnoliopsida","VU"
"Mammillaria columbiana","t0074711","Plantae","Magnoliopsida","LC"
"Mammillaria elongata","t0074713","Plantae","Magnoliopsida","LC"
"Mammillaria hahniana","t0074715","Plantae","Magnoliopsida","NT"
"Mammillaria mazatlanensis","t0074719","Plantae","Magnoliopsida","LC"
"Mammillaria parkinsonii","t0074721","Plantae","Magnoliopsida","EN"
"Mammillaria perbella","t0074722","Plantae","Magnoliopsida","VU"
"Mammillaria plumosa","t0074723","Plantae","Magnoliopsida","NT"
"Mammillaria prolifera","t0074724","Plantae","Magnoliopsida","LC"
"Mammillaria rhodantha","t0074725","Plantae","Magnoliopsida","LC"
"Mammillaria surculosa","t0074727","Plantae","Magnoliopsida","EN"
"Manihot glaziovii","t0074729","Plantae","Magnoliopsida","LC"
"Marginatocereus marginatus","t0074736","Plantae","Magnoliopsida","DD"
"Melaleuca linariifolia","t0074762","Plantae","Magnoliopsida","LC"
"Melanorrhoea laccifera","t0074763","Plantae","Magnoliopsida","LC"
"Melastoma dodecandrum","t0074764","Plantae","Magnoliopsida","LC"
"Millettia pulchra","t0074822","Plantae","Magnoliopsida","LC"
"Mimusops elengi","t0074824","Plantae","Magnoliopsida","LC"
"Moringa oleifera","t0074849","Plantae","Magnoliopsida","LC"
"Musa cavendishii","t0074859","Plantae","Magnoliopsida","LC"
"Musa coccinea","t0074861","Plantae","Magnoliopsida","EN"
"Musa ornata","t0074864","Plantae","Magnoliopsida","LC"
"Mussaenda erythrophylla","t0074867","Plantae","Magnoliopsida","LC"
"Mussaenda frondosa","t0074869","Plantae","Magnoliopsida","LC"
"Myristica ceylanica","t0074873","Plantae","Magnoliopsida","VU"
